ensembl_id	gene_symbol	type	entrezgene
ENSG00000149792	MRPL49	gene	740
ENSG00000204710	SPDYC	gene	387778
ENSG00000254614	AP003068.23	gene	728975
ENSG00000014216	CAPN1	gene	823
ENSG00000014138	POLA2	gene	23649
ENSG00000149798	CDC42EP2	gene	10435
ENSG00000133884	DPF2	gene	5977
ENSG00000173825	TIGD3	gene	220359
ENSG00000162241	SLC25A45	gene	283130
ENSG00000126391	FRMD8	gene	83786
ENSG00000173727	AP000769.1	gene	NA
ENSG00000142186	SCYL1	gene	57410
ENSG00000168056	LTBP3	gene	4054
ENSG00000173465	SSSCA1	gene	10534
ENSG00000176973	FAM89B	gene	23625
ENSG00000173442	EHBP1L1	gene	254102
ENSG00000269018	AP001362.1	gene	NA
ENSG00000173338	KCNK7	gene	10089
ENSG00000173327	MAP3K11	gene	4296
ENSG00000197136	PCNXL3	gene	399909
ENSG00000213445	SIPA1	gene	6494
ENSG00000173039	RELA	gene	5970
ENSG00000172977	KAT5	gene	10524
ENSG00000172922	RNASEH2C	gene	84153
ENSG00000254470	AP5B1	gene	91056
ENSG00000172818	OVOL1	gene	5017
ENSG00000172757	CFL1	gene	1072
ENSG00000172803	SNX32	gene	254122
ENSG00000172732	MUS81	gene	80198
ENSG00000172638	EFEMP2	gene	30008
ENSG00000172543	CTSW	gene	1521
ENSG00000172500	FIBP	gene	9158
ENSG00000175602	CCDC85B	gene	11007
ENSG00000175592	FOSL1	gene	8061
ENSG00000175573	C11orf68	gene	83638
ENSG00000175550	DRAP1	gene	10589
ENSG00000175467	SART1	gene	9092
ENSG00000175376	EIF1AD	gene	84285
ENSG00000175334	BANF1	gene	8815
ENSG00000175315	CST6	gene	1474
ENSG00000175294	CATSPER1	gene	117144
ENSG00000175229	GAL3ST3	gene	89792
ENSG00000087365	SF3B2	gene	10992
ENSG00000255038	RP11-1167A19.2	gene	NA
ENSG00000175115	PACS1	gene	55690
ENSG00000174996	KLC2	gene	64837
ENSG00000174903	RAB1B	gene	81876
ENSG00000174871	CNIH2	gene	254263
ENSG00000174851	YIF1A	gene	10897
ENSG00000179292	TMEM151A	gene	256472
ENSG00000174807	CD248	gene	57124
ENSG00000174791	RIN1	gene	9610
ENSG00000174744	BRMS1	gene	25855
ENSG00000174684	B3GNT1	gene	11041
ENSG00000255468	RP11-867G23.8	gene	102724064
ENSG00000174669	SLC29A2	gene	3177
ENSG00000174576	NPAS4	gene	266743
ENSG00000174547	MRPL11	gene	65003
ENSG00000174516	PELI3	gene	246330
ENSG00000254986	DPP3	gene	10072
ENSG00000256349	CTD-3074O7.11	gene	NA
ENSG00000174483	BBS1	gene	582
ENSG00000174165	ZDHHC24	gene	254359
ENSG00000174080	CTSF	gene	8722
ENSG00000182791	CCDC87	gene	55231
ENSG00000173992	CCS	gene	9973
ENSG00000239306	RBM14	gene	10432
ENSG00000173933	RBM4	gene	5936
ENSG00000248643	RBM14-RBM4	gene	100526737
ENSG00000173914	RBM4B	gene	83759
ENSG00000173898	SPTBN2	gene	6712
ENSG00000173715	C11orf80	gene	79703
ENSG00000173653	RCE1	gene	9986
ENSG00000173599	PC	gene	5091
ENSG00000173621	LRFN4	gene	78999
ENSG00000173237	C11orf86	gene	254439
ENSG00000173227	SYT12	gene	91683
ENSG00000173156	RHOD	gene	29984
ENSG00000173120	KDM2A	gene	22992
ENSG00000179038	AP001885.1	gene	NA
ENSG00000173020	ADRBK1	gene	156
ENSG00000172932	ANKRD13D	gene	338692
ENSG00000172830	SSH3	gene	54961
ENSG00000175482	POLD4	gene	57804
ENSG00000175505	CLCF1	gene	23529
ENSG00000172613	RAD9A	gene	5883
ENSG00000172531	PPP1CA	gene	5499
ENSG00000175463	TBC1D10C	gene	374403
ENSG00000172508	CARNS1	gene	57571
ENSG00000175634	RPS6KB2	gene	6199
ENSG00000213402	PTPRCAP	gene	5790
ENSG00000172725	CORO1B	gene	57175
ENSG00000175514	GPR152	gene	390212
ENSG00000175544	CABP4	gene	57010
ENSG00000172663	TMEM134	gene	80194
ENSG00000110711	AIP	gene	9049
ENSG00000110697	PITPNM1	gene	9600
ENSG00000167797	CDK2AP2	gene	10263
ENSG00000167791	CABP2	gene	51475
ENSG00000084207	GSTP1	gene	2950
ENSG00000184224	C11orf72	gene	100505621
ENSG00000167792	NDUFV1	gene	4723
ENSG00000167799	NUDT8	gene	254552
ENSG00000167800	TBX10	gene	347853
ENSG00000132744	ACY3	gene	91703
ENSG00000132746	ALDH3B2	gene	222
ENSG00000110057	UNC93B1	gene	81622
ENSG00000006534	ALDH3B1	gene	221
ENSG00000110717	NDUFS8	gene	4728
ENSG00000110719	TCIRG1	gene	10312
ENSG00000110721	CHKA	gene	1119
ENSG00000110066	SUV420H1	gene	51111
ENSG00000171067	C11orf24	gene	53838
ENSG00000162337	LRP5	gene	4041
ENSG00000110075	PPP6R3	gene	55291
ENSG00000069482	GAL	gene	51083
ENSG00000132749	MTL5	gene	9633
ENSG00000110090	CPT1A	gene	1374
ENSG00000197345	MRPL21	gene	219927
ENSG00000132740	IGHMBP2	gene	3508
ENSG00000172938	MRGPRD	gene	116512
ENSG00000172935	MRGPRF	gene	116535
ENSG00000162341	TPCN2	gene	219931
ENSG00000172927	MYEOV	gene	26579
ENSG00000110092	CCND1	gene	595
ENSG00000149716	ORAOV1	gene	220064
ENSG00000162344	FGF19	gene	9965
ENSG00000268351	AP001888.1	gene	NA
ENSG00000075388	FGF4	gene	2249
ENSG00000186895	FGF3	gene	2248
ENSG00000131620	ANO1	gene	55107
ENSG00000168040	FADD	gene	8772
ENSG00000131626	PPFIA1	gene	8500
ENSG00000085733	CTTN	gene	2017
ENSG00000162105	SHANK2	gene	22941
ENSG00000172893	DHCR7	gene	1717
ENSG00000172890	NADSYN1	gene	55191
ENSG00000244411	KRTAP5-7	gene	440050
ENSG00000241233	KRTAP5-8	gene	57830
ENSG00000254997	KRTAP5-9	gene	3846
ENSG00000204572	KRTAP5-10	gene	387273
ENSG00000204571	KRTAP5-11	gene	440051
ENSG00000187811	AP000867.1	gene	NA
ENSG00000158483	FAM86C1	gene	55199
ENSG00000184276	DEFB108B	gene	245911
ENSG00000254469	RP11-849H4.2	gene	NA
ENSG00000137522	RNF121	gene	55298
ENSG00000137496	IL18BP	gene	10068
ENSG00000137497	NUMA1	gene	4926
ENSG00000184154	LRTOMT	gene	220074
ENSG00000149357	LAMTOR1	gene	55004
ENSG00000110200	ANAPC15	gene	25906
ENSG00000110203	FOLR3	gene	2352
ENSG00000110195	FOLR1	gene	2348
ENSG00000165457	FOLR2	gene	2350
ENSG00000165458	INPPL1	gene	3636
ENSG00000165462	PHOX2A	gene	401
ENSG00000162129	CLPB	gene	81570
ENSG00000186642	PDE2A	gene	5138
ENSG00000186635	ARAP1	gene	116985
ENSG00000214530	STARD10	gene	10809
ENSG00000168010	ATG16L2	gene	89849
ENSG00000137478	FCHSD2	gene	9873
ENSG00000175591	P2RY2	gene	5029
ENSG00000171631	P2RY6	gene	5031
ENSG00000110237	ARHGEF17	gene	9828
ENSG00000054967	RELT	gene	84957
ENSG00000054965	FAM168A	gene	23201
ENSG00000021300	PLEKHB1	gene	58473
ENSG00000175582	RAB6A	gene	5870
ENSG00000175581	MRPL48	gene	51642
ENSG00000181924	COA4	gene	51287
ENSG00000175575	PAAF1	gene	80227
ENSG00000187726	DNAJB13	gene	374407
ENSG00000175567	UCP2	gene	7351
ENSG00000175564	UCP3	gene	7352
ENSG00000168014	C2CD3	gene	26005
ENSG00000214517	PPME1	gene	51400
ENSG00000149380	P4HA3	gene	283208
ENSG00000165434	PGM2L1	gene	283209
ENSG00000175538	KCNE3	gene	10008
ENSG00000175536	LIPT2	gene	387787
ENSG00000077514	POLD3	gene	10714
ENSG00000054938	CHRDL2	gene	25884
ENSG00000166439	RNF169	gene	254225
ENSG00000166435	XRRA1	gene	143570
ENSG00000118363	SPCS2	gene	9789
ENSG00000162139	NEU3	gene	10825
ENSG00000171561	OR2AT4	gene	341152
ENSG00000137491	SLCO2B1	gene	11309
ENSG00000261594	TPBGL	gene	100507050
ENSG00000137486	ARRB1	gene	408
ENSG00000149273	RPS3	gene	6188
ENSG00000149243	KLHL35	gene	283212
ENSG00000158555	GDPD5	gene	81544
ENSG00000149257	SERPINH1	gene	871
ENSG00000171533	MAP6	gene	4135
ENSG00000166391	MOGAT2	gene	80168
ENSG00000062282	DGAT2	gene	84649
ENSG00000198382	UVRAG	gene	7405
ENSG00000085741	WNT11	gene	7481
ENSG00000137492	PRKRIR	gene	5612
ENSG00000179240	RP11-111M22.2	gene	100506127
ENSG00000158636	C11orf30	gene	56946
ENSG00000137507	LRRC32	gene	2615
ENSG00000182704	TSKU	gene	25987
ENSG00000078124	ACER3	gene	55331
ENSG00000198488	B3GNT6	gene	192134
ENSG00000149260	CAPN5	gene	726
ENSG00000254550	OMP	gene	4975
ENSG00000137474	MYO7A	gene	4647
ENSG00000178795	GDPD4	gene	220032
ENSG00000149269	PAK1	gene	5058
ENSG00000268635	DKFZP434E1119	gene	NA
ENSG00000074201	CLNS1A	gene	1207
ENSG00000178301	AQP11	gene	282679
ENSG00000048649	RSF1	gene	51773
ENSG00000087884	AAMDC	gene	28971
ENSG00000149262	INTS4	gene	92105
ENSG00000151364	KCTD14	gene	65987
ENSG00000259112	NDUFC2-KCTD14	gene	100532726
ENSG00000151365	THRSP	gene	7069
ENSG00000151366	NDUFC2	gene	4718
ENSG00000159063	ALG8	gene	79053
ENSG00000188997	KCTD21	gene	283219
ENSG00000118369	USP35	gene	57558
ENSG00000033327	GAB2	gene	9846
ENSG00000137513	NARS2	gene	79731
ENSG00000149256	TENM4	gene	26011
ENSG00000182103	FAM181B	gene	220382
ENSG00000137509	PRCP	gene	5547
ENSG00000165490	C11orf82	gene	220042
ENSG00000137502	RAB30	gene	27314
ENSG00000165494	PCF11	gene	51585
ENSG00000137494	ANKRD42	gene	338699
ENSG00000137500	CCDC90B	gene	60492
ENSG00000150672	DLG2	gene	1740
ENSG00000171204	TMEM126B	gene	55863
ENSG00000171202	TMEM126A	gene	84233
ENSG00000137504	CREBZF	gene	58487
ENSG00000179071	CCDC89	gene	220388
ENSG00000137501	SYTL2	gene	54843
ENSG00000215504	AP000974.1	gene	NA
ENSG00000150676	CCDC83	gene	220047
ENSG00000073921	PICALM	gene	8301
ENSG00000074266	EED	gene	8726
ENSG00000149196	C11orf73	gene	51501
ENSG00000149201	CCDC81	gene	60494
ENSG00000151376	ME3	gene	10873
ENSG00000150687	PRSS23	gene	11098
ENSG00000174804	FZD4	gene	8322
ENSG00000166575	TMEM135	gene	65084
ENSG00000123892	RAB38	gene	23682
ENSG00000109861	CTSC	gene	1075
ENSG00000168959	GRM5	gene	2915
ENSG00000077498	TYR	gene	7299
ENSG00000086991	NOX4	gene	50507
ENSG00000214414	TRIM77	gene	390231
ENSG00000168930	TRIM49	gene	57093
ENSG00000189253	TRIM64B	gene	642446
ENSG00000223417	TRIM49D1	gene	399939
ENSG00000204449	TRIM49C	gene	642612
ENSG00000077616	NAALAD2	gene	10003
ENSG00000110172	CHORDC1	gene	26973
ENSG00000165323	FAT3	gene	120114
ENSG00000134640	MTNR1B	gene	4544
ENSG00000180773	SLC36A4	gene	120103
ENSG00000165325	CCDC67	gene	159989
ENSG00000166002	SMCO4	gene	56935
ENSG00000166004	KIAA1731	gene	85459
ENSG00000166012	TAF1D	gene	79101
ENSG00000182919	C11orf54	gene	28970
ENSG00000042429	MED17	gene	9440
ENSG00000214376	VSTM5	gene	387804
ENSG00000181333	HEPHL1	gene	341208
ENSG00000110218	PANX1	gene	24145
ENSG00000183560	FOLR4	gene	390243
ENSG00000123901	GPR83	gene	10888
ENSG00000020922	MRE11A	gene	4361
ENSG00000168876	ANKRD49	gene	54851
ENSG00000134627	PIWIL4	gene	143689
ENSG00000196371	FUT4	gene	2526
ENSG00000166025	AMOTL1	gene	154810
ENSG00000150316	CWC15	gene	51503
ENSG00000186280	KDM4D	gene	55693
ENSG00000235268	KDM4E	gene	390245
ENSG00000149218	ENDOD1	gene	23052
ENSG00000149212	SESN3	gene	143686
ENSG00000077458	FAM76B	gene	143684
ENSG00000166037	CEP57	gene	9702
ENSG00000087053	MTMR2	gene	8898
ENSG00000184384	MAML2	gene	84441
ENSG00000149231	CCDC82	gene	79780
ENSG00000183340	JRKL	gene	8690
ENSG00000149972	CNTN5	gene	53942
ENSG00000165895	ARHGAP42	gene	143872
ENSG00000170647	TMEM133	gene	NA
ENSG00000082175	PGR	gene	5241
ENSG00000137672	TRPC6	gene	7225
ENSG00000187151	ANGPTL5	gene	253935
ENSG00000110318	KIAA1377	gene	57562
ENSG00000137691	C11orf70	gene	85016
ENSG00000137693	YAP1	gene	10413
ENSG00000023445	BIRC3	gene	330
ENSG00000110330	BIRC2	gene	329
ENSG00000152558	TMEM123	gene	114908
ENSG00000255482	RP11-315O6.2	gene	102723838
ENSG00000137673	MMP7	gene	4316
ENSG00000137674	MMP20	gene	9313
ENSG00000255798	RP11-817J15.3	gene	NA
ENSG00000137675	MMP27	gene	64066
ENSG00000118113	MMP8	gene	4317
ENSG00000166670	MMP10	gene	4319
ENSG00000196611	MMP1	gene	4312
ENSG00000149968	MMP3	gene	4314
ENSG00000137745	MMP13	gene	4322
ENSG00000137692	DCUN1D5	gene	84259
ENSG00000187240	DYNC2H1	gene	79659
ENSG00000170962	PDGFD	gene	80310
ENSG00000170967	DDI1	gene	414301
ENSG00000204403	CASP12	gene	100506742
ENSG00000196954	CASP4	gene	837
ENSG00000137757	CASP5	gene	838
ENSG00000137752	CASP1	gene	834
ENSG00000204397	CARD16	gene	114769
ENSG00000255221	CARD17	gene	440068
ENSG00000255501	CARD18	gene	59082
ENSG00000152578	GRIA4	gene	2893
ENSG00000170903	MSANTD4	gene	84437
ENSG00000182359	KBTBD3	gene	143879
ENSG00000149313	AASDHPPT	gene	60496
ENSG00000152402	GUCY1A2	gene	2977
ENSG00000152404	CWF19L2	gene	143884
ENSG00000137760	ALKBH8	gene	91801
ENSG00000110675	ELMOD1	gene	55531
ENSG00000268467	AP000889.3	gene	NA
ENSG00000170290	SLN	gene	6588
ENSG00000268602	AP002353.1	gene	NA
ENSG00000214306	AP001024.2	gene	NA
ENSG00000214305	AP001024.1	gene	NA
ENSG00000110660	SLC35F2	gene	54733
ENSG00000179331	RAB39A	gene	54734
ENSG00000166266	CUL5	gene	8065
ENSG00000075239	ACAT1	gene	38
ENSG00000149308	NPAT	gene	4863
ENSG00000149311	ATM	gene	472
ENSG00000269042	AP001925.1	gene	NA
ENSG00000166323	C11orf65	gene	160140
ENSG00000178202	KDELC2	gene	143888
ENSG00000110723	EXPH5	gene	23086
ENSG00000178105	DDX10	gene	1662
ENSG00000185742	C11orf87	gene	399947
ENSG00000149289	ZC3H12C	gene	85463
ENSG00000137710	RDX	gene	5962
ENSG00000137714	FDX1	gene	2230
ENSG00000137727	ARHGAP20	gene	57569
ENSG00000150750	C11orf53	gene	341032
ENSG00000196167	COLCA1	gene	399948
ENSG00000214290	COLCA2	gene	120376
ENSG00000110777	POU2AF1	gene	5450
ENSG00000255093	RP11-794P6.2	gene	NA
ENSG00000137707	BTG4	gene	54766
ENSG00000183644	C11orf88	gene	399949
ENSG00000204381	LAYN	gene	143903
ENSG00000170145	SIK2	gene	23235
ENSG00000137713	PPP2R1B	gene	5519
ENSG00000086848	ALG9	gene	79796
ENSG00000255561	FDXACB1	gene	91893
ENSG00000137720	C11orf1	gene	64776
ENSG00000109846	CRYAB	gene	1410
ENSG00000170276	HSPB2	gene	3316
ENSG00000149300	C11orf52	gene	91894
ENSG00000150764	DIXDC1	gene	85458
ENSG00000150768	DLAT	gene	1737
ENSG00000150773	PIH1D2	gene	120379
ENSG00000150776	C11orf57	gene	55216
ENSG00000150779	TIMM8B	gene	26521
ENSG00000204370	SDHD	gene	6392
ENSG00000150782	IL18	gene	3606
ENSG00000150783	TEX12	gene	56158
ENSG00000272790	AP002884.3	gene	NA
ENSG00000197580	BCO2	gene	83875
ENSG00000150787	PTS	gene	5805
ENSG00000188771	C11orf34	gene	349633
ENSG00000268472	AP002884.2	gene	100132686
ENSG00000149294	NCAM1	gene	4684
ENSG00000149292	TTC12	gene	54970
ENSG00000170209	ANKK1	gene	255239
ENSG00000149295	DRD2	gene	1813
ENSG00000166682	TMPRSS5	gene	80975
ENSG00000086827	ZW10	gene	9183
ENSG00000228607	CLDN25	gene	644672
ENSG00000048028	USP28	gene	57646
ENSG00000149305	HTR3B	gene	9177
ENSG00000166736	HTR3A	gene	3359
ENSG00000109906	ZBTB16	gene	7704
ENSG00000166741	NNMT	gene	4837
ENSG00000180425	C11orf71	gene	54494
ENSG00000076053	RBM7	gene	10179
ENSG00000076043	REXO2	gene	25996
ENSG00000095110	NXPE1	gene	120400
ENSG00000137634	NXPE4	gene	54827
ENSG00000204361	NXPE2	gene	120406
ENSG00000182985	CADM1	gene	23705
ENSG00000137656	BUD13	gene	84811
ENSG00000109917	ZNF259	gene	8882
ENSG00000110243	APOA5	gene	116519
ENSG00000110244	APOA4	gene	337
ENSG00000110245	APOC3	gene	345
ENSG00000118137	APOA1	gene	335
ENSG00000160584	SIK3	gene	23387
ENSG00000168092	PAFAH1B2	gene	5049
ENSG00000149577	SIDT2	gene	51092
ENSG00000149591	TAGLN	gene	6876
ENSG00000160613	PCSK7	gene	9159
ENSG00000167257	RNF214	gene	257160
ENSG00000186318	BACE1	gene	23621
ENSG00000110274	CEP164	gene	22897
ENSG00000177103	DSCAML1	gene	57453
ENSG00000137731	FXYD2	gene	486
ENSG00000255245	FXYD6-FXYD2	gene	100533181
ENSG00000137726	FXYD6	gene	53826
ENSG00000137747	TMPRSS13	gene	84000
ENSG00000110324	IL10RA	gene	3587
ENSG00000137648	TMPRSS4	gene	56649
ENSG00000177098	SCN4B	gene	6330
ENSG00000149575	SCN2B	gene	6327
ENSG00000160593	AMICA1	gene	120425
ENSG00000160588	MPZL3	gene	196264
ENSG00000149573	MPZL2	gene	10205
ENSG00000198851	CD3E	gene	916
ENSG00000167286	CD3D	gene	915
ENSG00000160654	CD3G	gene	917
ENSG00000110344	UBE4A	gene	9354
ENSG00000254873	RP11-770J1.5	gene	NA
ENSG00000167283	ATP5L	gene	10632
ENSG00000255384	RP11-770J1.4	gene	NA
ENSG00000118058	KMT2A	gene	4297
ENSG00000172425	TTC36	gene	143941
ENSG00000149582	TMEM25	gene	84866
ENSG00000118096	IFT46	gene	56912
ENSG00000095139	ARCN1	gene	372
ENSG00000019144	PHLDB1	gene	23187
ENSG00000118094	TREH	gene	11181
ENSG00000110367	DDX6	gene	1656
ENSG00000160683	CXCR5	gene	643
ENSG00000186174	BCL9L	gene	283149
ENSG00000110375	UPK2	gene	7379
ENSG00000176302	FOXR1	gene	283150
ENSG00000186166	CCDC84	gene	338657
ENSG00000118181	RPS25	gene	6230
ENSG00000196655	TRAPPC4	gene	51399
ENSG00000137700	SLC37A4	gene	2542
ENSG00000149428	HYOU1	gene	10525
ENSG00000160695	VPS11	gene	55823
ENSG00000256269	HMBS	gene	3145
ENSG00000188486	H2AFX	gene	3014
ENSG00000172269	DPAGT1	gene	1798
ENSG00000172375	C2CD2L	gene	9854
ENSG00000172273	HINFP	gene	25988
ENSG00000172350	ABCG4	gene	64137
ENSG00000268192	AP002956.1	gene	NA
ENSG00000160703	NLRX1	gene	79671
ENSG00000172367	PDZD3	gene	79849
ENSG00000248712	CCDC153	gene	283152
ENSG00000110395	CBL	gene	867
ENSG00000076706	MCAM	gene	4162
ENSG00000173456	RNF26	gene	79102
ENSG00000223953	C1QTNF5	gene	114902
ENSG00000235718	MFRP	gene	83552
ENSG00000036672	USP2	gene	9099
ENSG00000154096	THY1	gene	7070
ENSG00000110400	PVRL1	gene	5818
ENSG00000137699	TRIM29	gene	23650
ENSG00000176984	AP000679.2	gene	NA
ENSG00000184232	OAF	gene	220323
ENSG00000137709	POU2F3	gene	25833
ENSG00000181264	TMEM136	gene	219902
ENSG00000196914	ARHGEF12	gene	23365
ENSG00000269601	AP000758.1	gene	NA
ENSG00000149403	GRIK4	gene	2900
ENSG00000204306	AP002348.1	gene	NA
ENSG00000154114	TBCEL	gene	219899
ENSG00000109927	TECTA	gene	7007
ENSG00000109929	SC5D	gene	6309
ENSG00000137642	SORL1	gene	6653
ENSG00000259571	BLID	gene	414899
ENSG00000154127	UBASH3B	gene	84959
ENSG00000109943	CRTAM	gene	56253
ENSG00000109944	C11orf63	gene	79864
ENSG00000188909	BSX	gene	390259
ENSG00000109971	HSPA8	gene	3312
ENSG00000166250	CLMP	gene	79827
ENSG00000254667	AP000783.1	gene	NA
ENSG00000023171	GRAMD1B	gene	57476
ENSG00000166257	SCN3B	gene	55800
ENSG00000166261	ZNF202	gene	7753
ENSG00000221931	OR6X1	gene	390260
ENSG00000196099	OR6M1	gene	390261
ENSG00000204300	TMEM225	gene	338661
ENSG00000181518	OR8D4	gene	338662
ENSG00000171014	OR4D5	gene	219875
ENSG00000181499	OR6T1	gene	219874
ENSG00000196248	OR10S1	gene	219873
ENSG00000198674	OR10G6	gene	79490
ENSG00000254737	OR10G4	gene	390264
ENSG00000236981	OR10G9	gene	219870
ENSG00000234560	OR10G8	gene	219869
ENSG00000182634	OR10G7	gene	390265
ENSG00000110002	VWA5A	gene	4013
ENSG00000197309	OR10D3	gene	26497
ENSG00000197849	OR8G1	gene	26494
ENSG00000255298	OR8G5	gene	219865
ENSG00000196341	OR8D1	gene	283159
ENSG00000197263	OR8D2	gene	NA
ENSG00000204293	OR8B2	gene	NA
ENSG00000196661	OR8B3	gene	NA
ENSG00000198657	OR8B4	gene	NA
ENSG00000197125	OR8B8	gene	26493
ENSG00000170953	OR8B12	gene	219858
ENSG00000196119	OR8A1	gene	390275
ENSG00000154143	PANX3	gene	116337
ENSG00000154144	TBRG1	gene	84897
ENSG00000110013	SIAE	gene	54414
ENSG00000064199	SPA17	gene	53340
ENSG00000154146	NRGN	gene	4900
ENSG00000019102	VSIG2	gene	23584
ENSG00000149564	ESAM	gene	90952
ENSG00000120458	MSANTD2	gene	79684
ENSG00000154134	ROBO3	gene	64221
ENSG00000154133	ROBO4	gene	54538
ENSG00000254943	RP11-664I21.6	gene	NA
ENSG00000165478	HEPACAM	gene	220296
ENSG00000221932	HEPN1	gene	641654
ENSG00000149548	CCDC15	gene	80071
ENSG00000134955	SLC37A2	gene	219855
ENSG00000150433	TMEM218	gene	219854
ENSG00000165495	PKNOX2	gene	63876
ENSG00000149557	FEZ1	gene	9638
ENSG00000255537	AP000708.1	gene	403312
ENSG00000149547	EI24	gene	9538
ENSG00000134910	STT3A	gene	3703
ENSG00000149554	CHEK1	gene	1111
ENSG00000134940	ACRV1	gene	56
ENSG00000171053	PATE1	gene	160065
ENSG00000196844	PATE2	gene	399967
ENSG00000236027	PATE3	gene	100169851
ENSG00000237353	PATE4	gene	399968
ENSG00000198331	HYLS1	gene	219844
ENSG00000110060	PUS3	gene	83480
ENSG00000109832	DDX25	gene	29118
ENSG00000064309	CDON	gene	50937
ENSG00000165526	RPUSD4	gene	84881
ENSG00000197798	FAM118B	gene	79607
ENSG00000182934	SRPR	gene	6734
ENSG00000110074	FOXRED1	gene	55572
ENSG00000150455	TIRAP	gene	114609
ENSG00000255062	RP11-712L6.5	gene	NA
ENSG00000110063	DCPS	gene	28960
ENSG00000110080	ST3GAL4	gene	6484
ENSG00000149571	KIRREL3	gene	84623
ENSG00000134954	ETS1	gene	2113
ENSG00000151702	FLI1	gene	2313
ENSG00000151704	KCNJ1	gene	3758
ENSG00000120457	KCNJ5	gene	3762
ENSG00000174370	C11orf45	gene	219833
ENSG00000120471	TP53AIP1	gene	63970
ENSG00000134909	ARHGAP32	gene	9743
ENSG00000043039	BARX2	gene	8538
ENSG00000151715	TMEM45B	gene	120224
ENSG00000170322	NFRKB	gene	4798
ENSG00000170325	PRDM10	gene	56980
ENSG00000267981	AP003041.2	gene	NA
ENSG00000084234	APLP2	gene	334
ENSG00000149418	ST14	gene	6768
ENSG00000196323	ZBTB44	gene	29068
ENSG00000134917	ADAMTS8	gene	11095
ENSG00000166106	ADAMTS15	gene	170689
ENSG00000175728	C11orf44	gene	283171
ENSG00000120451	SNX19	gene	399979
ENSG00000182667	NTM	gene	50863
ENSG00000183715	OPCML	gene	4978
ENSG00000166118	SPATA19	gene	219938
ENSG00000080854	IGSF9B	gene	22997
ENSG00000166086	JAM3	gene	83700
ENSG00000151503	NCAPD3	gene	23310
ENSG00000151502	VPS26B	gene	112936
ENSG00000151500	THYN1	gene	29087
ENSG00000151498	ACAD8	gene	27034
ENSG00000166105	GLB1L3	gene	112937
ENSG00000149328	GLB1L2	gene	89944
ENSG00000109956	B3GAT1	gene	27087
ENSG00000268936	AP003062.1	gene	NA
ENSG00000268640	AC026369.1	gene	NA
ENSG00000120645	IQSEC3	gene	440073
ENSG00000111181	SLC6A12	gene	6539
ENSG00000010379	SLC6A13	gene	6540
ENSG00000073614	KDM5A	gene	5927
ENSG00000120647	CCDC77	gene	84318
ENSG00000139044	B4GALNT3	gene	283358
ENSG00000171840	NINJ2	gene	4815
ENSG00000060237	WNK1	gene	65125
ENSG00000002016	RAD52	gene	5893
ENSG00000082805	ERC1	gene	23085
ENSG00000111186	WNT5B	gene	81029
ENSG00000171823	FBXL14	gene	144699
ENSG00000006831	ADIPOR2	gene	79602
ENSG00000151062	CACNA2D4	gene	93589
ENSG00000166159	LRTM2	gene	654429
ENSG00000151065	DCP1B	gene	196513
ENSG00000151067	CACNA1C	gene	775
ENSG00000004478	FKBP4	gene	2288
ENSG00000111203	ITFG2	gene	55846
ENSG00000053702	NRIP2	gene	83714
ENSG00000206044	AC005841.1	gene	NA
ENSG00000111206	FOXM1	gene	2305
ENSG00000171792	RHNO1	gene	83695
ENSG00000078246	TULP3	gene	7289
ENSG00000197905	TEAD4	gene	7004
ENSG00000011105	TSPAN9	gene	10867
ENSG00000111218	PRMT8	gene	56341
ENSG00000130038	EFCAB4B	gene	84766
ENSG00000111224	PARP11	gene	57097
ENSG00000118971	CCND2	gene	894
ENSG00000078237	C12orf5	gene	57103
ENSG00000118972	FGF23	gene	8074
ENSG00000111241	FGF6	gene	2251
ENSG00000047621	C12orf4	gene	57102
ENSG00000111247	RAD51AP1	gene	10635
ENSG00000010219	DYRK4	gene	8798
ENSG00000111254	AKAP3	gene	10566
ENSG00000139180	NDUFA9	gene	4704
ENSG00000130035	GALNT8	gene	3742
ENSG00000151079	KCNA6	gene	NA
ENSG00000111262	KCNA1	gene	3736
ENSG00000130037	KCNA5	gene	3741
ENSG00000185652	NTF3	gene	4908
ENSG00000047617	ANO2	gene	57101
ENSG00000110799	VWF	gene	7450
ENSG00000010278	CD9	gene	928
ENSG00000008323	PLEKHG6	gene	55200
ENSG00000067182	TNFRSF1A	gene	7132
ENSG00000111319	SCNN1A	gene	6337
ENSG00000111321	LTBR	gene	4055
ENSG00000139193	CD27	gene	939
ENSG00000139192	TAPBPL	gene	55080
ENSG00000139190	VAMP1	gene	6843
ENSG00000111639	MRPL51	gene	51258
ENSG00000010292	NCAPD2	gene	9918
ENSG00000111640	GAPDH	gene	2597
ENSG00000010295	IFFO1	gene	25900
ENSG00000111641	NOP2	gene	4839
ENSG00000111642	CHD4	gene	1108
ENSG00000184574	LPAR5	gene	57121
ENSG00000111644	ACRBP	gene	84519
ENSG00000111653	ING4	gene	51147
ENSG00000126746	ZNF384	gene	171017
ENSG00000139200	PIANP	gene	196500
ENSG00000111652	COPS7A	gene	50813
ENSG00000089693	MLF2	gene	8079
ENSG00000159335	PTMS	gene	5763
ENSG00000089692	LAG3	gene	3902
ENSG00000010610	CD4	gene	920
ENSG00000250510	GPR162	gene	27239
