ensembl_id	entrezgene_id	genesymbol	biotype	Length
ENSG00000221148	NA	SNORA3	snoRNA	125
ENSG00000221156	NA	AC007551.1	miRNA	85
ENSG00000221157	NA	AC009196.1	miRNA	88
ENSG00000221159	NA	AL356741.1	miRNA	97
ENSG00000221163	NA	AL138963.1	miRNA	87
ENSG00000221164	NA	SNORA11	snoRNA	128
ENSG00000221165	NA	AL359983.1	miRNA	86
ENSG00000221167	NA	AC008397.1	miRNA	89
ENSG00000221169	NA	AC013444.2	miRNA	92
ENSG00000221170	NA	MIR1304	miRNA	91
ENSG00000221172	NA	AC091096.1	miRNA	131
ENSG00000221173	NA	AL161908.1	miRNA	101
ENSG00000221174	NA	AL050327.1	miRNA	144
ENSG00000221175	NA	AL391538.1	miRNA	80
ENSG00000221176	NA	MIR1207	miRNA	87
ENSG00000221178	NA	AC008045.1	miRNA	110
ENSG00000221179	NA	AC016670.1	miRNA	96
ENSG00000221180	NA	AB019440.1	miRNA	109
ENSG00000221181	NA	AC078899.5	miRNA	106
ENSG00000221182	NA	SNORD98	snoRNA	10
ENSG00000221183	NA	AC093897.1	miRNA	88
ENSG00000221184	NA	MIR1254-1	miRNA	97
ENSG00000221185	NA	AC103816.1	miRNA	86
ENSG00000221186	NA	AC114798.1	miRNA	138
ENSG00000221187	NA	MIR548M	miRNA	86
ENSG00000221189	NA	AC108211.1	miRNA	86
ENSG00000221191	NA	AL662890.1	miRNA	108
ENSG00000221192	NA	AC004745.1	miRNA	83
ENSG00000221195	NA	AC008780.1	miRNA	92
ENSG00000221198	NA	AL138696.1	miRNA	90
ENSG00000221199	NA	AC114765.3	miRNA	79
ENSG00000221200	NA	MIR1253	miRNA	105
ENSG00000221201	NA	AL031655.1	miRNA	86
ENSG00000221202	NA	AC012050.1	miRNA	97
ENSG00000221203	NA	MIR1262	miRNA	93
ENSG00000221204	NA	AC106795.1	miRNA	93
ENSG00000221206	NA	RNU6ATAC15P	snRNA	121
ENSG00000221210	NA	AP001137.1	miRNA	79
ENSG00000221211	NA	AC078794.1	miRNA	126
ENSG00000221214	NA	MIR548E	miRNA	88
ENSG00000221216	NA	RNU6ATAC27P	snRNA	119
ENSG00000221217	NA	AL359851.1	miRNA	90
ENSG00000221218	NA	AC009997.1	miRNA	86
ENSG00000221219	NA	AC110298.1	miRNA	77
ENSG00000221220	NA	AL035045.1	miRNA	146
ENSG00000221221	NA	AL139815.1	miRNA	96
ENSG00000221222	NA	AL139139.1	miRNA	148
ENSG00000221225	NA	AL138837.1	miRNA	87
ENSG00000221226	NA	AC092724.1	miRNA	84
ENSG00000221227	NA	MIR1305	miRNA	86
ENSG00000221230	NA	MIR548L	miRNA	86
ENSG00000221232	NA	AC012047.1	miRNA	61
ENSG00000221233	NA	AC007842.1	miRNA	96
ENSG00000221234	NA	AC009495.1	miRNA	140
ENSG00000221235	NA	AC110813.1	miRNA	111
ENSG00000221236	NA	AL137190.1	miRNA	93
ENSG00000221237	NA	AC106736.1	miRNA	111
ENSG00000221238	NA	MIR1285-2	miRNA	88
ENSG00000221240	NA	MIR1258	miRNA	73
ENSG00000221241	NA	SNORD88A	snoRNA	91
ENSG00000221244	NA	AC116351.2	miRNA	91
ENSG00000221245	NA	SNORA11	snoRNA	127
ENSG00000221246	NA	AC144522.1	miRNA	90
ENSG00000221247	NA	AC136704.1	miRNA	83
ENSG00000221249	NA	AC004980.1	miRNA	153
ENSG00000221250	NA	AC120045.1	miRNA	82
ENSG00000221251	NA	MIR1263	miRNA	86
ENSG00000221252	NA	U3	snoRNA	197
ENSG00000221254	NA	AL163952.2	miRNA	87
ENSG00000221255	NA	RNU6ATAC37P	snRNA	131
ENSG00000221257	NA	AC012175.1	miRNA	102
ENSG00000221258	NA	AC011465.1	miRNA	88
ENSG00000221259	NA	AC002978.1	miRNA	122
ENSG00000221260	NA	AC083810.1	miRNA	102
ENSG00000221261	NA	MIR1208	miRNA	73
ENSG00000221262	NA	AC005159.1	miRNA	86
ENSG00000221263	NA	MIR548P	miRNA	84
ENSG00000221264	100302112	MIR1284	miRNA	120
ENSG00000221265	NA	MIR1255A	miRNA	113
ENSG00000221267	NA	MIR1236	miRNA	102
ENSG00000221269	NA	MIR1302-8	miRNA	128
ENSG00000221270	NA	AC130888.1	miRNA	101
ENSG00000221272	NA	AC067742.1	miRNA	83
ENSG00000221273	NA	MIR1237	miRNA	102
ENSG00000221275	NA	MIR548I2	miRNA	149
ENSG00000221278	NA	AC003658.1	miRNA	143
ENSG00000221279	NA	AC005161.1	miRNA	80
ENSG00000221280	NA	AC026366.1	miRNA	73
ENSG00000221281	NA	AC002485.1	miRNA	75
ENSG00000221286	NA	AC092289.1	miRNA	96
ENSG00000221287	NA	MIR1289-2	miRNA	111
ENSG00000221288	NA	MIR663B	miRNA	115
ENSG00000221289	NA	AC013406.1	miRNA	85
ENSG00000221291	NA	AC090660.1	miRNA	110
ENSG00000221293	NA	AC009987.1	miRNA	72
ENSG00000221294	NA	AL021394.1	miRNA	81
ENSG00000221295	NA	AC134698.1	miRNA	106
ENSG00000221296	NA	MIR548T	miRNA	74
ENSG00000221297	NA	AL590708.1	miRNA	82
ENSG00000221299	NA	Z83826.1	miRNA	89
ENSG00000221300	NA	SNORD75	snoRNA	60
ENSG00000221301	NA	AC116562.1	miRNA	148
ENSG00000221302	NA	AC018628.1	miRNA	81
ENSG00000221303	NA	SNORA79	snoRNA	140
ENSG00000221304	NA	AC068706.1	miRNA	150
ENSG00000221305	NA	MIR548I3	miRNA	149
ENSG00000221307	NA	AC092745.1	miRNA	101
ENSG00000221309	NA	AC091167.1	miRNA	83
ENSG00000221310	NA	AC008967.1	miRNA	86
ENSG00000221312	NA	AL109922.1	miRNA	100
ENSG00000221313	NA	AC010207.1	miRNA	97
ENSG00000221314	NA	AC093700.1	miRNA	145
ENSG00000221316	NA	AL445204.1	miRNA	91
ENSG00000221317	NA	AL513487.1	miRNA	94
ENSG00000221318	NA	AC135983.1	miRNA	82
ENSG00000221319	NA	AL441988.1	miRNA	139
ENSG00000221320	NA	AC023385.1	miRNA	111
ENSG00000221321	NA	AC016764.1	miRNA	146
ENSG00000221322	NA	AC116533.1	miRNA	84
ENSG00000221323	NA	MIR1178	miRNA	76
ENSG00000221325	NA	MIR1200	miRNA	76
ENSG00000221326	NA	AL121652.1	miRNA	88
ENSG00000221328	NA	AL117333.1	miRNA	94
ENSG00000221330	NA	AC009159.1	miRNA	83
ENSG00000221331	NA	MIR548Q	miRNA	100
ENSG00000221332	NA	U3	snoRNA	207
ENSG00000221333	NA	MIR548K	miRNA	116
ENSG00000221334	NA	AC119751.3	miRNA	83
ENSG00000221335	NA	AP000745.1	miRNA	89
ENSG00000221336	NA	AL356137.1	miRNA	91
ENSG00000221337	NA	AC099537.1	miRNA	82
ENSG00000221338	NA	AC108456.1	miRNA	94
ENSG00000221340	NA	RNU6ATAC18P	snRNA	101
ENSG00000221344	NA	AC068946.1	miRNA	83
ENSG00000221345	NA	U3	snoRNA	212
ENSG00000221346	NA	AL356458.1	miRNA	136
ENSG00000221347	NA	AC096649.4	miRNA	100
ENSG00000221348	NA	MIR548F5	miRNA	86
ENSG00000221351	NA	AC068570.1	miRNA	85
ENSG00000221352	NA	AL356214.1	miRNA	114
ENSG00000221354	NA	AC131280.1	miRNA	82
ENSG00000221355	NA	MIR1288	miRNA	75
ENSG00000221356	NA	AC004492.1	miRNA	67
ENSG00000221357	NA	AC104387.1	miRNA	84
ENSG00000221358	NA	AC026150.1	miRNA	82
ENSG00000221359	NA	AL355512.1	miRNA	145
ENSG00000221362	NA	AC106860.1	miRNA	82
ENSG00000221363	NA	RNU6ATAC20P	snRNA	127
ENSG00000221365	NA	MIR1228	miRNA	73
ENSG00000221369	NA	MIR548G	miRNA	89
ENSG00000221371	NA	MIR1265	miRNA	86
ENSG00000221372	NA	AC010739.1	miRNA	107
ENSG00000221373	NA	AC010297.1	miRNA	111
ENSG00000221374	NA	AC007242.1	miRNA	102
ENSG00000221375	NA	RNU6ATAC23P	snRNA	123
ENSG00000221376	NA	SNORA77	snoRNA	128
ENSG00000221377	NA	AC073255.1	miRNA	96
ENSG00000221378	NA	AL096864.1	miRNA	87
ENSG00000221379	NA	AC004460.1	miRNA	82
ENSG00000221380	NA	AC108696.1	miRNA	142
ENSG00000221382	NA	AC096971.1	miRNA	133
ENSG00000221383	NA	AC016907.1	miRNA	90
ENSG00000221384	NA	AC023798.1	miRNA	100
ENSG00000221385	NA	AL354984.2	miRNA	152
ENSG00000221386	NA	AC002979.1	miRNA	100
ENSG00000221387	NA	RNU6ATAC8P	snRNA	126
ENSG00000221388	NA	AC093865.1	miRNA	106
ENSG00000221389	NA	AC010754.1	miRNA	92
ENSG00000221390	NA	MIR1295A	miRNA	79
ENSG00000221391	NA	AC013489.1	miRNA	104
ENSG00000221392	NA	Z73964.1	miRNA	125
ENSG00000221393	NA	MIR1302-6	miRNA	90
ENSG00000221394	NA	MIR1229	miRNA	69
ENSG00000221395	NA	AC099506.1	miRNA	115
ENSG00000221396	NA	AF064863.1	miRNA	110
ENSG00000221398	NA	SNORA11	snoRNA	128
ENSG00000221400	NA	U3	snoRNA	191
ENSG00000221401	NA	AC025594.1	miRNA	119
ENSG00000221402	NA	AL353664.1	miRNA	95
ENSG00000221403	NA	AC096633.1	miRNA	102
ENSG00000221405	NA	AC123768.2	miRNA	81
ENSG00000221406	NA	MIR320B2	miRNA	138
ENSG00000221407	NA	U85056.4	miRNA	92
ENSG00000221409	NA	AC068506.1	miRNA	86
ENSG00000221410	NA	MIR1238	miRNA	83
ENSG00000221411	NA	MIR1227	miRNA	88
ENSG00000221412	NA	AC124861.2	miRNA	146
ENSG00000221413	NA	AC023593.1	miRNA	107
ENSG00000221415	NA	AC118282.1	miRNA	83
ENSG00000221416	NA	AL133232.1	miRNA	84
ENSG00000221418	NA	AC003968.1	miRNA	72
ENSG00000221419	NA	MIR1287	miRNA	14
ENSG00000221420	NA	SNORA81	snoRNA	178
ENSG00000221421	100302265	MIR1283-1	miRNA	87
ENSG00000221423	NA	AL031602.1	miRNA	106
ENSG00000221424	NA	AC090954.1	miRNA	148
ENSG00000221425	NA	AL157904.1	miRNA	145
ENSG00000221427	NA	AL121819.1	miRNA	95
ENSG00000221428	NA	AC006150.2	miRNA	118
ENSG00000221429	NA	AC018635.1	miRNA	88
ENSG00000221430	NA	MIR1294	miRNA	142
ENSG00000221431	NA	AC092925.1	miRNA	96
ENSG00000221432	NA	AC079834.2	miRNA	94
ENSG00000221434	NA	AL132671.1	miRNA	52
ENSG00000221436	NA	MIR548F3	miRNA	87
ENSG00000221437	NA	AC068058.1	miRNA	83
ENSG00000221438	NA	AC114877.1	miRNA	140
ENSG00000221439	NA	RNU4ATAC16P	snRNA	126
ENSG00000221440	NA	RNU6ATAC31P	snRNA	126
ENSG00000221442	NA	MIR548F4	miRNA	105
ENSG00000221443	NA	AC017083.3	miRNA	103
ENSG00000221444	NA	AC139426.1	miRNA	82
ENSG00000221445	100302246	MIR1301	miRNA	82
ENSG00000221446	NA	AC099805.1	miRNA	114
ENSG00000221447	NA	AL591415.1	miRNA	85
ENSG00000221448	NA	AL118509.1	miRNA	95
ENSG00000221449	NA	AL109618.1	miRNA	155
ENSG00000221450	NA	AL589675.1	miRNA	88
ENSG00000221451	NA	AL354984.3	miRNA	76
ENSG00000221454	NA	AC005631.1	miRNA	88
ENSG00000221455	NA	U3	snoRNA	212
ENSG00000221456	NA	MIR1202	miRNA	83
ENSG00000221457	NA	AC092958.1	miRNA	90
ENSG00000221458	NA	AP003498.1	miRNA	149
ENSG00000221459	NA	SNORA11C	snoRNA	129
ENSG00000221461	NA	U3	snoRNA	31
ENSG00000221463	NA	MIR1277	miRNA	78
ENSG00000221464	NA	MIR1271	miRNA	86
ENSG00000221465	NA	AL162502.1	miRNA	90
ENSG00000221466	NA	MIR548AJ2	miRNA	92
ENSG00000221467	NA	AC132803.1	miRNA	85
ENSG00000221468	NA	RNU6ATAC11P	snRNA	125
ENSG00000221469	NA	AL133260.1	miRNA	56
ENSG00000221470	NA	AL132875.1	miRNA	93
ENSG00000221471	NA	AC098847.1	miRNA	81
ENSG00000221473	NA	AL138710.1	miRNA	86
ENSG00000221474	NA	AC068754.1	miRNA	70
ENSG00000221476	NA	MIR1827	miRNA	65
ENSG00000221477	NA	AC108739.1	miRNA	86
ENSG00000221478	NA	AC092329.1	miRNA	106
ENSG00000221479	NA	MIR1251	miRNA	84
ENSG00000221484	NA	AC027807.1	miRNA	113
ENSG00000221486	NA	AC000003.1	miRNA	115
ENSG00000221487	NA	AC069294.1	miRNA	116
ENSG00000221488	NA	AC092017.1	miRNA	94
ENSG00000221489	NA	AC007358.1	miRNA	80
ENSG00000221491	NA	SNORA34	snoRNA	137
ENSG00000221492	NA	AL162430.1	miRNA	76
ENSG00000221493	NA	MIR320C1	miRNA	88
ENSG00000221494	NA	MIR548I4	miRNA	77
ENSG00000221495	NA	AC098680.1	miRNA	84
ENSG00000221497	NA	AL034449.1	miRNA	96
ENSG00000221498	NA	SNORA77	snoRNA	112
ENSG00000221499	NA	AC078881.1	miRNA	88
ENSG00000221500	NA	SNORD100	snoRNA	76
ENSG00000221502	NA	MIR1245A	miRNA	70
ENSG00000221504	NA	AC011456.1	miRNA	116
ENSG00000221505	NA	AL030997.1	miRNA	130
ENSG00000221506	NA	AC092038.1	miRNA	70
ENSG00000221507	NA	RNU6ATAC40P	snRNA	137
ENSG00000221510	NA	MIR548O	miRNA	114
ENSG00000221514	NA	SNORD111B	snoRNA	80
ENSG00000221515	NA	AC007333.1	miRNA	99
ENSG00000221516	NA	AP002806.1	miRNA	81
ENSG00000221518	NA	RNU6ATAC16P	snRNA	138
ENSG00000221519	NA	AL390071.1	miRNA	124
ENSG00000221520	NA	MIR1285-1	miRNA	84
ENSG00000221521	NA	AL158151.2	miRNA	102
ENSG00000221523	NA	AC079080.1	miRNA	75
ENSG00000221524	NA	AC074391.2	miRNA	141
ENSG00000221525	NA	MIR1185-1	miRNA	86
ENSG00000221526	NA	AC040162.1	miRNA	84
ENSG00000221527	NA	RNU6ATAC41P	snRNA	126
ENSG00000221528	NA	AC016597.1	miRNA	119
ENSG00000221529	NA	AC105227.1	miRNA	108
ENSG00000221530	NA	AC005037.2	miRNA	114
ENSG00000221532	NA	AC007353.1	miRNA	102
ENSG00000221534	NA	AC090079.1	miRNA	92
ENSG00000221535	NA	AC027319.1	miRNA	96
ENSG00000221536	NA	AC091643.1	miRNA	93
ENSG00000221537	NA	MIR548H1	miRNA	102
ENSG00000221538	NA	AL365361.1	miRNA	90
ENSG00000221539	NA	SNORD99	snoRNA	74
ENSG00000221540	NA	MIR1180	miRNA	69
ENSG00000221541	NA	AC079753.1	miRNA	101
ENSG00000221542	NA	AC016405.2	miRNA	89
ENSG00000221544	NA	AL359709.1	miRNA	84
ENSG00000221545	NA	MIR1255B2	miRNA	67
ENSG00000221547	NA	AL359853.1	miRNA	97
ENSG00000221548	NA	MIR1283-2	miRNA	87
ENSG00000221550	NA	AL645859.1	miRNA	142
ENSG00000221551	NA	AP000478.1	miRNA	151
ENSG00000221552	NA	MIR1303	miRNA	86
ENSG00000221553	NA	AC004924.1	miRNA	149
ENSG00000221555	NA	AC068669.1	miRNA	87
ENSG00000221556	NA	AC103794.1	miRNA	81
ENSG00000221558	NA	AC024082.1	miRNA	88
ENSG00000221559	NA	AL357519.1	miRNA	91
ENSG00000221560	NA	MIR1302-1	miRNA	143
ENSG00000221561	NA	AC087069.1	miRNA	98
ENSG00000221562	NA	RNU6ATAC10P	snRNA	111
ENSG00000221563	100302177	MIR1269A	miRNA	105
ENSG00000221564	NA	RNU6ATAC42P	snRNA	95
ENSG00000221565	NA	AP004242.1	miRNA	89
ENSG00000221567	NA	AF228730.2	miRNA	149
ENSG00000221568	NA	AC026797.1	miRNA	90
ENSG00000221571	NA	RNU6ATAC35P	lincRNA	428
ENSG00000221573	NA	AC099535.1	miRNA	93
ENSG00000221574	NA	RNU6ATAC33P	snRNA	126
ENSG00000221578	NA	AL049798.1	miRNA	87
ENSG00000221579	NA	AC093162.1	miRNA	85
ENSG00000221580	NA	AC116553.1	miRNA	110
ENSG00000221581	NA	AL353707.1	miRNA	88
ENSG00000221583	NA	RNU6ATAC21P	snRNA	126
ENSG00000221584	NA	AC008747.1	miRNA	111
ENSG00000221585	NA	MIR1226	miRNA	75
ENSG00000221586	NA	MIR1261	miRNA	82
ENSG00000221589	NA	AC100817.1	miRNA	92
ENSG00000221590	NA	AC009299.1	miRNA	144
ENSG00000221591	NA	AL161740.1	miRNA	83
ENSG00000221593	NA	AC026150.2	miRNA	82
ENSG00000221594	NA	MIR548F1	miRNA	84
ENSG00000221595	NA	AC010458.1	miRNA	86
ENSG00000221598	NA	MIR1249	miRNA	66
ENSG00000221599	NA	AL136446.1	miRNA	94
ENSG00000221601	NA	RNU4ATAC2P	snRNA	126
ENSG00000221602	NA	AC133041.1	miRNA	149
ENSG00000221604	NA	MIR1293	miRNA	71
ENSG00000221606	NA	AL356131.1	miRNA	113
ENSG00000221607	NA	AP005718.1	miRNA	98
ENSG00000221608	NA	AC079235.1	miRNA	116
ENSG00000221610	NA	AC107890.1	miRNA	68
ENSG00000221611	NA	SNORD88	snoRNA	91
ENSG00000221612	NA	AC106775.1	miRNA	68
ENSG00000221613	NA	AL161452.1	miRNA	90
ENSG00000221614	NA	MIR1185-2	miRNA	86
ENSG00000221615	NA	AC140132.1	miRNA	94
ENSG00000221616	NA	MIR548H4	miRNA	111
ENSG00000221617	NA	AC138123.1	miRNA	94
ENSG00000221618	NA	AC093817.1	miRNA	88
ENSG00000221619	NA	AC012671.3	miRNA	88
ENSG00000221621	NA	AC009835.1	miRNA	81
ENSG00000221623	NA	AC090150.1	miRNA	89
ENSG00000221625	NA	AC013283.1	miRNA	87
ENSG00000221628	NA	MIR1302-4	miRNA	150
ENSG00000221629	NA	AL162614.1	miRNA	136
ENSG00000221630	NA	MIR1179	miRNA	91
ENSG00000221631	NA	AP000897.1	miRNA	115
ENSG00000221633	NA	U3	snoRNA	207
ENSG00000221634	NA	MIR1276	miRNA	83
ENSG00000221635	NA	BX255972.1	miRNA	140
ENSG00000221637	NA	AC105252.1	miRNA	79
ENSG00000221638	NA	U3	snoRNA	215
ENSG00000221639	NA	SNORA3	snoRNA	125
ENSG00000221641	NA	MIR1268A	miRNA	52
ENSG00000221643	NA	SNORA77	snoRNA	125
ENSG00000221644	NA	AC027238.1	miRNA	135
ENSG00000221645	NA	AL157791.1	miRNA	69
ENSG00000221649	NA	MIR1233-1	miRNA	82
ENSG00000221650	NA	MIR1267	miRNA	78
ENSG00000221653	NA	AC007131.3	miRNA	82
ENSG00000221654	NA	AC013402.1	miRNA	104
ENSG00000221655	NA	AL354978.1	miRNA	92
ENSG00000221656	NA	MIR1225	miRNA	90
ENSG00000221657	NA	AC097455.1	miRNA	87
ENSG00000221659	NA	AC104441.1	miRNA	79
ENSG00000221660	NA	AC022861.1	miRNA	92
ENSG00000221662	NA	MIR1290	miRNA	78
ENSG00000221664	NA	AC095030.1	miRNA	107
ENSG00000221665	NA	AL591708.1	miRNA	93
ENSG00000221669	NA	MIR548N	miRNA	75
ENSG00000221670	NA	AL596092.1	miRNA	80
ENSG00000221672	NA	Z97351.1	miRNA	73
ENSG00000221673	NA	U3	snoRNA	179
ENSG00000221676	NA	RNU6ATAC	snRNA	126
ENSG00000221677	NA	AL161898.1	miRNA	92
ENSG00000221679	NA	AC087237.1	miRNA	117
ENSG00000221680	NA	MIR1278	miRNA	81
ENSG00000221681	NA	AC092902.1	miRNA	100
ENSG00000221683	NA	AC104837.1	miRNA	101
ENSG00000221684	NA	BX276092.1	miRNA	71
ENSG00000221685	NA	AL354775.1	miRNA	94
ENSG00000221686	NA	AC096579.1	miRNA	96
ENSG00000221689	NA	AC092646.3	miRNA	109
ENSG00000221690	NA	AC004875.1	miRNA	86
ENSG00000221691	NA	AC090825.2	miRNA	87
ENSG00000221693	NA	AL590226.1	miRNA	127
ENSG00000221695	NA	AL390335.1	miRNA	74
ENSG00000221696	NA	AL157884.1	miRNA	127
ENSG00000221697	NA	MIR1275	miRNA	80
ENSG00000221698	NA	MIR548H3	miRNA	118
ENSG00000221699	NA	AC024610.1	miRNA	141
ENSG00000221701	NA	AC005284.1	miRNA	148
ENSG00000221702	NA	AL356270.1	miRNA	88
ENSG00000221703	100313774	MIR302E	miRNA	72
ENSG00000221704	NA	AC012305.1	miRNA	73
ENSG00000221705	NA	SNORA11E	snoRNA	128
ENSG00000221706	NA	AC090573.1	miRNA	84
ENSG00000221707	NA	AL592294.1	miRNA	90
ENSG00000221708	NA	AL353733.1	miRNA	98
ENSG00000221710	NA	MIR1298	miRNA	112
ENSG00000221711	NA	SNORD75	snoRNA	58
ENSG00000221714	NA	AC130352.1	miRNA	104
ENSG00000221716	NA	SNORA11	snoRNA	128
ENSG00000221717	NA	AL583860.1	miRNA	102
ENSG00000221718	NA	AC046143.1	miRNA	52
ENSG00000221719	NA	SNORA3	snoRNA	125
ENSG00000221720	NA	AC096951.1	miRNA	72
ENSG00000221721	NA	AC010455.1	miRNA	111
ENSG00000221723	NA	AC019322.1	miRNA	82
ENSG00000221724	NA	AC078855.1	miRNA	87
ENSG00000221725	NA	RNU6ATAC25P	snRNA	117
ENSG00000221726	NA	AL031653.1	miRNA	92
ENSG00000221729	NA	AL590285.1	miRNA	96
ENSG00000221730	NA	AL162419.1	miRNA	72
ENSG00000221731	NA	AC091321.1	miRNA	96
ENSG00000221732	NA	AC006452.1	miRNA	63
ENSG00000221733	NA	AL109843.1	miRNA	88
ENSG00000221734	NA	AL390240.1	miRNA	73
ENSG00000221736	NA	AC003681.1	miRNA	88
ENSG00000221737	NA	MIR548I1	miRNA	149
ENSG00000221739	NA	MIR1203	miRNA	85
ENSG00000221740	NA	SNORD93	snoRNA	74
ENSG00000221741	NA	AC093304.1	miRNA	121
ENSG00000221743	NA	Z95152.1	miRNA	91
ENSG00000221744	NA	AL512635.1	miRNA	85
ENSG00000221745	NA	MIR1197	miRNA	88
ENSG00000221746	NA	AL645730.1	miRNA	81
ENSG00000221747	NA	AC118282.2	miRNA	83
ENSG00000221748	NA	AL049647.1	miRNA	77
ENSG00000221749	NA	AC107020.1	miRNA	95
ENSG00000221750	NA	SNORA11	snoRNA	129
ENSG00000221751	NA	AC006380.1	miRNA	127
ENSG00000221753	NA	MIR1273A	miRNA	103
ENSG00000221755	NA	MIR720	miRNA	110
ENSG00000221756	NA	AL159977.1	miRNA	147
ENSG00000221760	NA	MIR548J	miRNA	112
ENSG00000221762	NA	AC092786.1	miRNA	85
ENSG00000221763	NA	MIR1289-1	miRNA	144
ENSG00000221764	NA	AC107068.1	miRNA	112
ENSG00000221766	NA	AC084872.1	miRNA	97
ENSG00000221767	NA	MIR1307	miRNA	7
ENSG00000221768	NA	AL356309.1	miRNA	77
ENSG00000221770	NA	AC010203.1	miRNA	82
ENSG00000221771	NA	MIR1205	miRNA	63
ENSG00000221772	NA	AL353141.1	miRNA	90
ENSG00000221774	NA	AC016821.1	miRNA	87
ENSG00000221777	NA	AL160056.1	miRNA	115
ENSG00000221778	NA	AC034236.2	miRNA	94
ENSG00000221779	NA	AL590403.1	miRNA	62
ENSG00000221781	NA	AL359815.1	miRNA	138
ENSG00000221782	NA	MIR548F2	miRNA	98
ENSG00000221783	NA	MIR1183	miRNA	89
ENSG00000221785	NA	AC120045.2	miRNA	82
ENSG00000221786	NA	AC004673.1	miRNA	74
ENSG00000221788	NA	MIR1252	miRNA	65
ENSG00000221789	NA	AC130462.1	miRNA	106
ENSG00000221790	NA	AC011467.1	miRNA	60
ENSG00000221793	NA	AC103863.1	miRNA	142
ENSG00000221795	NA	MIR1324	miRNA	96
ENSG00000221796	NA	AL356739.1	miRNA	92
ENSG00000221798	NA	AC092812.1	miRNA	87
ENSG00000221799	NA	AC132068.1	miRNA	98
ENSG00000221801	NA	MIR548H2	miRNA	88
ENSG00000221802	NA	MIR1234	miRNA	84
ENSG00000221803	NA	SNORD23	snoRNA	110
ENSG00000221804	NA	AC021749.1	miRNA	89
ENSG00000221806	NA	RNU6ATAC34P	snRNA	121
ENSG00000221807	NA	AC069227.1	miRNA	92
ENSG00000221808	NA	MIR1256	miRNA	119
ENSG00000221809	NA	AC074051.1	miRNA	149
ENSG00000221810	NA	AC026781.1	miRNA	82
ENSG00000221813	135946	OR6B1	protein_coding	1047
ENSG00000221817	NA	RP11-137L10.6	processed_transcript	4657
ENSG00000221818	64641	EBF2	protein_coding	5442
ENSG00000221819	750	C16orf3	protein_coding	994
ENSG00000221821	441150	C6orf226	protein_coding	550
ENSG00000221823	5534	PPP3R1	protein_coding	2663
ENSG00000221826	5671	PSG3	protein_coding	2610
ENSG00000221829	2189	FANCG	protein_coding	2634
ENSG00000221836	393046	OR2A5	protein_coding	1013
ENSG00000221837	386676	KRTAP10-9	protein_coding	1255
ENSG00000221838	9179	AP4M1	protein_coding	3048
ENSG00000221840	81318	OR4A5	protein_coding	1071
ENSG00000221843	84226	C2orf16	protein_coding	6142
ENSG00000221844	NA	RP11-404E6.1	pseudogene	1696
ENSG00000221845	401335	C7orf65	protein_coding	2911
ENSG00000221849	NA	AC018880.1	pseudogene	1319
ENSG00000221852	83895	KRTAP1-5	protein_coding	1177
ENSG00000221855	259287	TAS2R41	protein_coding	924
ENSG00000221858	346525	OR2A12	protein_coding	1046
ENSG00000221859	353333	KRTAP10-10	protein_coding	1098
ENSG00000221864	353323	KRTAP12-2	protein_coding	739
ENSG00000221866	91584	PLXNA4	protein_coding	16153
ENSG00000221867	4102	MAGEA3	protein_coding	2216
ENSG00000221869	1052	CEBPD	protein_coding	2178
ENSG00000221870	NA	TMEM257	protein_coding	2441
ENSG00000221878	5676	PSG7	polymorphic_pseudogene	3263
ENSG00000221879	NA	MRPS21P3	pseudogene	262
ENSG00000221880	81850	KRTAP1-3	protein_coding	966
ENSG00000221882	4995	OR3A2	protein_coding	927
ENSG00000221883	646450	ARIH2OS	protein_coding	1420
ENSG00000221886	63920	C5orf54	protein_coding	2925
ENSG00000221887	284293	HMSD	protein_coding	1128
ENSG00000221888	26188	OR1C1	protein_coding	1307
ENSG00000221890	23467	NPTXR	protein_coding	5784
ENSG00000221891	NA	FAM218BP	pseudogene	458
ENSG00000221900	285877	POM121L12	protein_coding	1269
ENSG00000221909	221786	FAM200A	protein_coding	2586
ENSG00000221910	135948	OR2F2	protein_coding	1114
ENSG00000221914	5520	PPP2R2A	protein_coding	5258
ENSG00000221916	55150	C19orf73	protein_coding	680
ENSG00000221923	400713	ZNF880	protein_coding	3719
ENSG00000221926	10626	TRIM16	protein_coding	4713
ENSG00000221930	NA	FAM45B	pseudogene	1546
ENSG00000221931	390260	OR6X1	protein_coding	1058
ENSG00000221933	392138	OR2A25	protein_coding	1014
ENSG00000221937	259286	TAS2R40	protein_coding	835
ENSG00000221938	135941	OR2A14	protein_coding	1012
ENSG00000221944	200765	TIGD1	protein_coding	1983
ENSG00000221946	53822	FXYD7	protein_coding	823
ENSG00000221947	389668	XKR9	protein_coding	3905
ENSG00000221949	NA	C12orf61	protein_coding	1600
ENSG00000221953	388759	C1orf229	protein_coding	2258
ENSG00000221954	283093	OR4C12	protein_coding	1063
ENSG00000221955	84561	SLC12A8	protein_coding	4919
ENSG00000221957	3809	KIR2DS4	polymorphic_pseudogene	1608
ENSG00000221961	NA	PRR21	protein_coding	1170
ENSG00000221962	NA	TMEM14E	protein_coding	1296
ENSG00000221963	80830	APOL6	protein_coding	10121
ENSG00000221968	3995	FADS3	protein_coding	2766
ENSG00000221970	346528	OR2A1	protein_coding	659
ENSG00000221971	NA	TTC4P1	pseudogene	919
