"id"	"ensembl_gene_id"	"biotype"	"hgnc_symbol"	"entrezgene_id"
"ENSG00000222714"	"ENSG00000222714.1"	"misc_RNA"	"RN7SKP38"	NA
"ENSG00000222715"	"ENSG00000222715.1"	"miRNA"	"MIR1911"	100302222
"ENSG00000222721"	"ENSG00000222721.1"	"misc_RNA"	"RN7SKP188"	NA
"ENSG00000222724"	"ENSG00000222724.1"	"snRNA"	"RNU2-63P"	NA
"ENSG00000222726"	"ENSG00000222726.1"	"snRNA"	"RNU2-7P"	NA
"ENSG00000222727"	"ENSG00000222727.1"	"snRNA"	"RNU4-64P"	NA
"ENSG00000222733"	"ENSG00000222733.1"	"misc_RNA"	"RNY4P29"	NA
"ENSG00000222736"	"ENSG00000222736.1"	"snRNA"	"RNU4-6P"	NA
"ENSG00000222740"	"ENSG00000222740.1"	"rRNA_pseudogene"	"RNA5SP328"	NA
"ENSG00000222741"	"ENSG00000222741.1"	"rRNA_pseudogene"	"RNA5SP229"	NA
"ENSG00000222743"	"ENSG00000222743.1"	"snRNA"	"RNU6-1190P"	NA
"ENSG00000222744"	"ENSG00000222744.1"	"misc_RNA"	"RN7SKP166"	NA
"ENSG00000222747"	"ENSG00000222747.1"	"rRNA_pseudogene"	"RNA5SP25"	NA
"ENSG00000222750"	"ENSG00000222750.1"	"snRNA"	"RNU4-46P"	NA
"ENSG00000222755"	"ENSG00000222755.1"	"misc_RNA"	"RN7SKP206"	NA
"ENSG00000222760"	"ENSG00000222760.1"	"snRNA"	"RNU4-53P"	NA
"ENSG00000222761"	"ENSG00000222761.1"	"snRNA"	"RNU6-684P"	NA
"ENSG00000222764"	"ENSG00000222764.1"	"misc_RNA"	"RN7SKP106"	NA
"ENSG00000222765"	"ENSG00000222765.1"	"snRNA"	"RNU2-40P"	NA
"ENSG00000222767"	"ENSG00000222767.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222774"	"ENSG00000222774.1"	"misc_RNA"	"RN7SKP121"	NA
"ENSG00000222777"	"ENSG00000222777.1"	"snRNA"	"RNU6-233P"	NA
"ENSG00000222778"	"ENSG00000222778.1"	"rRNA_pseudogene"	"RNA5SP144"	NA
"ENSG00000222783"	"ENSG00000222783.1"	"misc_RNA"	"RN7SKP212"	NA
"ENSG00000222784"	"ENSG00000222784.1"	"misc_RNA"	"RN7SKP91"	NA
"ENSG00000222788"	"ENSG00000222788.1"	"snRNA"	"RNU2-38P"	NA
"ENSG00000222790"	"ENSG00000222790.1"	"snRNA"	"RNU4-14P"	NA
"ENSG00000222791"	"ENSG00000222791.1"	"snRNA"	"RNU6-67P"	NA
"ENSG00000222792"	"ENSG00000222792.1"	"snRNA"	"RNU6-860P"	NA
"ENSG00000222795"	"ENSG00000222795.1"	"snRNA"	"RNU4-83P"	NA
"ENSG00000222796"	"ENSG00000222796.1"	"snRNA"	"RNU6-383P"	NA
"ENSG00000222800"	"ENSG00000222800.1"	"snRNA"	"RNU2-62P"	NA
"ENSG00000222806"	"ENSG00000222806.1"	"rRNA_pseudogene"	"RNA5SP225"	NA
"ENSG00000222808"	"ENSG00000222808.1"	"snRNA"	"RNU4-47P"	NA
"ENSG00000222810"	"ENSG00000222810.1"	"snRNA"	"RNU2-68P"	NA
"ENSG00000222821"	"ENSG00000222821.1"	"snRNA"	"RNU4-27P"	NA
"ENSG00000222826"	"ENSG00000222826.1"	"misc_RNA"	"RN7SKP286"	NA
"ENSG00000222831"	"ENSG00000222831.1"	"miRNA"	"MIR1537"	100302139
"ENSG00000222832"	"ENSG00000222832.1"	"rRNA_pseudogene"	"RNA5SP120"	NA
"ENSG00000222835"	"ENSG00000222835.1"	"rRNA_pseudogene"	"RNA5SP100"	NA
"ENSG00000222838"	"ENSG00000222838.1"	"rRNA_pseudogene"	"RNA5SP136"	NA
"ENSG00000222842"	"ENSG00000222842.1"	"misc_RNA"	"RN7SKP168"	NA
"ENSG00000222844"	"ENSG00000222844.1"	"snRNA"	"RNU6-321P"	NA
"ENSG00000222845"	"ENSG00000222845.1"	"misc_RNA"	"RN7SKP42"	NA
"ENSG00000222849"	"ENSG00000222849.1"	"rRNA_pseudogene"	"RNA5SP21"	NA
"ENSG00000222852"	"ENSG00000222852.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222854"	"ENSG00000222854.1"	"rRNA_pseudogene"	"RNA5SP59"	NA
"ENSG00000222858"	"ENSG00000222858.1"	"snRNA"	"RNU6-920P"	NA
"ENSG00000222859"	"ENSG00000222859.1"	"misc_RNA"	"RN7SKP136"	NA
"ENSG00000222862"	"ENSG00000222862.2"	"snRNA"	"RNU6-1086P"	NA
"ENSG00000222869"	"ENSG00000222869.1"	"snRNA"	"RNU6-565P"	NA
"ENSG00000222870"	"ENSG00000222870.1"	"snRNA"	"RNU6-1328P"	NA
"ENSG00000222872"	"ENSG00000222872.1"	"snRNA"	"RNU4-78P"	NA
"ENSG00000222874"	"ENSG00000222874.1"	"misc_RNA"	"RN7SKP33"	NA
"ENSG00000222880"	"ENSG00000222880.1"	"misc_RNA"	"RN7SKP261"	NA
"ENSG00000222881"	"ENSG00000222881.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222883"	"ENSG00000222883.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222889"	"ENSG00000222889.1"	"misc_RNA"	"RN7SKP29"	NA
"ENSG00000222890"	"ENSG00000222890.1"	"snRNA"	"RNU6-1068P"	NA
"ENSG00000222895"	"ENSG00000222895.1"	"snRNA"	"RNU6-1133P"	NA
"ENSG00000222898"	"ENSG00000222898.1"	"misc_RNA"	"RN7SKP97"	NA
"ENSG00000222909"	"ENSG00000222909.1"	"snRNA"	"RNU6-193P"	NA
"ENSG00000222915"	"ENSG00000222915.1"	"snRNA"	"RNU6-564P"	NA
"ENSG00000222920"	"ENSG00000222920.1"	"rRNA_pseudogene"	"RNA5SP29"	NA
"ENSG00000222921"	"ENSG00000222921.1"	"rRNA_pseudogene"	"RNA5SP104"	NA
"ENSG00000222922"	"ENSG00000222922.1"	"rRNA_pseudogene"	"RNA5SP501"	NA
"ENSG00000222923"	"ENSG00000222923.1"	"snRNA"	"RNU2-41P"	NA
"ENSG00000222924"	"ENSG00000222924.1"	"snRNA"	"RNU6-1148P"	NA
"ENSG00000222931"	"ENSG00000222931.1"	"misc_RNA"	"RN7SKP205"	NA
"ENSG00000222932"	"ENSG00000222932.1"	"snRNA"	"RNU6-172P"	NA
"ENSG00000222934"	"ENSG00000222934.1"	"misc_RNA"	"RN7SKP284"	NA
"ENSG00000222937"	"ENSG00000222937.1"	"snoRNA"	"SNORD63B"	NA
"ENSG00000222940"	"ENSG00000222940.1"	"snRNA"	"RNU6-370P"	NA
"ENSG00000222941"	"ENSG00000222941.2"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222942"	"ENSG00000222942.1"	"misc_RNA"	"RN7SKP58"	NA
"ENSG00000222950"	"ENSG00000222950.1"	"misc_RNA"	"RN7SKP262"	NA
"ENSG00000222952"	"ENSG00000222952.1"	"rRNA_pseudogene"	"RNA5SP41"	NA
"ENSG00000222955"	"ENSG00000222955.1"	"rRNA_pseudogene"	"RNA5SP265"	NA
"ENSG00000222958"	"ENSG00000222958.1"	"miRNA"	"MIR1913"	100302141
"ENSG00000222960"	"ENSG00000222960.1"	"snRNA"	"RNU6-272P"	NA
"ENSG00000222966"	"ENSG00000222966.1"	"snoRNA"	"AC004522.1"	NA
"ENSG00000222969"	"ENSG00000222969.1"	"misc_RNA"	"RN7SKP8"	NA
"ENSG00000222971"	"ENSG00000222971.1"	"rRNA_pseudogene"	"RNA5SP222"	NA
"ENSG00000222972"	"ENSG00000222972.1"	"snRNA"	"RNU6-651P"	NA
"ENSG00000222973"	"ENSG00000222973.1"	"snRNA"	"RNU2-25P"	NA
"ENSG00000222974"	"ENSG00000222974.1"	"misc_RNA"	"RN7SKP228"	NA
"ENSG00000222976"	"ENSG00000222976.1"	"misc_RNA"	"RN7SKP94"	NA
"ENSG00000222979"	"ENSG00000222979.1"	"misc_RNA"	"RN7SKP167"	NA
"ENSG00000222982"	"ENSG00000222982.1"	"misc_RNA"	"RN7SKP216"	NA
"ENSG00000222983"	"ENSG00000222983.1"	"rRNA_pseudogene"	"RNA5SP127"	NA
"ENSG00000222985"	"ENSG00000222985.1"	"snRNA"	"RNU2-14P"	NA
"ENSG00000222986"	"ENSG00000222986.1"	"snRNA"	"RNU5A-5P"	NA
"ENSG00000222987"	"ENSG00000222987.1"	"misc_RNA"	"RN7SKP68"	NA
"ENSG00000222990"	"ENSG00000222990.1"	"snRNA"	"RNU4-22P"	NA
"ENSG00000222997"	"ENSG00000222997.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000222998"	"ENSG00000222998.1"	"misc_RNA"	"RN7SKP259"	NA
"ENSG00000223001"	"ENSG00000223001.1"	"snRNA"	"RNU2-61P"	NA
"ENSG00000223003"	"ENSG00000223003.1"	"rRNA_pseudogene"	"RNA5SP184"	NA
"ENSG00000223004"	"ENSG00000223004.1"	"snoRNA"	"SNORD29"	NA
"ENSG00000223006"	"ENSG00000223006.1"	"misc_RNA"	"RN7SKP137"	NA
"ENSG00000223007"	"ENSG00000223007.1"	"misc_RNA"	"RN7SKP73"	NA
"ENSG00000223012"	"ENSG00000223012.1"	"misc_RNA"	"RN7SKP264"	NA
"ENSG00000223013"	"ENSG00000223013.1"	"rRNA_pseudogene"	"RNA5SP344"	NA
"ENSG00000223015"	"ENSG00000223015.1"	"snRNA"	"RNU6-1135P"	NA
"ENSG00000223019"	"ENSG00000223019.1"	"rRNA_pseudogene"	"RNA5SP306"	NA
"ENSG00000223023"	"ENSG00000223023.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223024"	"ENSG00000223024.1"	"snRNA"	"RNU6-55P"	NA
"ENSG00000223026"	"ENSG00000223026.1"	"misc_RNA"	"RN7SKP247"	NA
"ENSG00000223027"	"ENSG00000223027.1"	"snoRNA"	"AL139404.1"	NA
"ENSG00000223037"	"ENSG00000223037.1"	"snRNA"	"RNU6-284P"	NA
"ENSG00000223039"	"ENSG00000223039.1"	"misc_RNA"	"RN7SKP268"	NA
"ENSG00000223040"	"ENSG00000223040.1"	"misc_RNA"	"RN7SKP144"	NA
"ENSG00000223042"	"ENSG00000223042.1"	"misc_RNA"	"RN7SKP161"	NA
"ENSG00000223044"	"ENSG00000223044.1"	"snRNA"	"RNU6-130P"	NA
"ENSG00000223046"	"ENSG00000223046.1"	"rRNA_pseudogene"	"RNA5SP369"	NA
"ENSG00000223047"	"ENSG00000223047.1"	"snRNA"	"RNU6-847P"	NA
"ENSG00000223056"	"ENSG00000223056.1"	"misc_RNA"	"RN7SKP169"	NA
"ENSG00000223060"	"ENSG00000223060.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223062"	"ENSG00000223062.1"	"snRNA"	"RNU6-1245P"	NA
"ENSG00000223064"	"ENSG00000223064.1"	"snRNA"	"RNU6-325P"	NA
"ENSG00000223075"	"ENSG00000223075.1"	"misc_RNA"	"RN7SKP126"	NA
"ENSG00000223076"	"ENSG00000223076.1"	"rRNA_pseudogene"	"RNA5SP31"	NA
"ENSG00000223078"	"ENSG00000223078.1"	"snRNA"	"RNU2-55P"	NA
"ENSG00000223080"	"ENSG00000223080.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223086"	"ENSG00000223086.1"	"rRNA_pseudogene"	"RNA5SP155"	NA
"ENSG00000223087"	"ENSG00000223087.2"	"snRNA"	"RNU6-602P"	NA
"ENSG00000223088"	"ENSG00000223088.1"	"ribozyme"	"RMRPP5"	NA
"ENSG00000223092"	"ENSG00000223092.1"	"rRNA_pseudogene"	"RNA5SP115"	NA
"ENSG00000223096"	"ENSG00000223096.1"	"snRNA"	"RNU5E-9P"	NA
"ENSG00000223107"	"ENSG00000223107.1"	"snRNA"	"RNU2-72P"	NA
"ENSG00000223109"	"ENSG00000223109.1"	"miRNA"	"MIR1538"	100302119
"ENSG00000223113"	"ENSG00000223113.1"	"rRNA_pseudogene"	"RNA5SP247"	NA
"ENSG00000223117"	"ENSG00000223117.1"	"misc_RNA"	"RN7SKP296"	NA
"ENSG00000223118"	"ENSG00000223118.1"	"misc_RNA"	"RN7SKP102"	NA
"ENSG00000223120"	"ENSG00000223120.1"	"misc_RNA"	"RN7SKP181"	NA
"ENSG00000223125"	"ENSG00000223125.1"	"snRNA"	"RNU2-32P"	NA
"ENSG00000223126"	"ENSG00000223126.1"	"misc_RNA"	"RN7SKP263"	NA
"ENSG00000223128"	"ENSG00000223128.1"	"misc_RNA"	"RN7SKP140"	NA
"ENSG00000223131"	"ENSG00000223131.1"	"rRNA_pseudogene"	"RNA5SP304"	NA
"ENSG00000223136"	"ENSG00000223136.1"	"misc_RNA"	"RN7SKP207"	NA
"ENSG00000223138"	"ENSG00000223138.1"	"rRNA_pseudogene"	"RNA5SP450"	NA
"ENSG00000223142"	"ENSG00000223142.1"	"misc_RNA"	"RN7SKP252"	NA
"ENSG00000223145"	"ENSG00000223145.1"	"misc_RNA"	"RN7SKP112"	NA
"ENSG00000223152"	"ENSG00000223152.1"	"snRNA"	"RNU4-88P"	NA
"ENSG00000223156"	"ENSG00000223156.1"	"snRNA"	"RNU2-18P"	NA
"ENSG00000223158"	"ENSG00000223158.1"	"misc_RNA"	"RNY1P3"	NA
"ENSG00000223162"	"ENSG00000223162.1"	"rRNA_pseudogene"	"RNA5SP280"	NA
"ENSG00000223168"	"ENSG00000223168.1"	"misc_RNA"	"RN7SKP142"	NA
"ENSG00000223169"	"ENSG00000223169.1"	"rRNA_pseudogene"	"RNA5SP209"	NA
"ENSG00000223174"	"ENSG00000223174.1"	"misc_RNA"	"RN7SKP17"	NA
"ENSG00000223175"	"ENSG00000223175.1"	"snRNA"	"RNU4-61P"	NA
"ENSG00000223177"	"ENSG00000223177.1"	"rRNA_pseudogene"	"RNA5SP39"	NA
"ENSG00000223179"	"ENSG00000223179.3"	"snRNA"	"RNU6-373P"	NA
"ENSG00000223181"	"ENSG00000223181.1"	"snRNA"	"RNU6-1199P"	NA
"ENSG00000223188"	"ENSG00000223188.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223189"	"ENSG00000223189.1"	"snRNA"	"RNU6-177P"	NA
"ENSG00000223190"	"ENSG00000223190.1"	"misc_RNA"	"RN7SKP100"	NA
"ENSG00000223191"	"ENSG00000223191.1"	"snRNA"	"RNU6-293P"	NA
"ENSG00000223197"	"ENSG00000223197.1"	"snRNA"	"RNU6-1001P"	NA
"ENSG00000223198"	"ENSG00000223198.1"	"snRNA"	"RNU2-22P"	NA
"ENSG00000223202"	"ENSG00000223202.1"	"misc_RNA"	"RN7SKP297"	NA
"ENSG00000223203"	"ENSG00000223203.1"	"rRNA_pseudogene"	"RNA5SP221"	NA
"ENSG00000223208"	"ENSG00000223208.1"	"snRNA"	"RNU6-1217P"	NA
"ENSG00000223212"	"ENSG00000223212.1"	"snRNA"	"RNU4-74P"	NA
"ENSG00000223215"	"ENSG00000223215.1"	"snRNA"	"RNU6-607P"	NA
"ENSG00000223217"	"ENSG00000223217.1"	"snRNA"	"RNU6-938P"	NA
"ENSG00000223220"	"ENSG00000223220.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223223"	"ENSG00000223223.1"	"misc_RNA"	"RN7SKP192"	NA
"ENSG00000223224"	"ENSG00000223224.1"	"snoRNA"	"SNORD71"	692111
"ENSG00000223225"	"ENSG00000223225.1"	"snRNA"	"RNU6-1054P"	NA
"ENSG00000223229"	"ENSG00000223229.1"	"misc_RNA"	"RN7SKP270"	NA
"ENSG00000223238"	"ENSG00000223238.1"	"rRNA_pseudogene"	"RNA5SP294"	NA
"ENSG00000223245"	"ENSG00000223245.1"	"snRNA"	"RNU4-63P"	NA
"ENSG00000223247"	"ENSG00000223247.1"	"snRNA"	"RNU2-64P"	NA
"ENSG00000223254"	"ENSG00000223254.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223256"	"ENSG00000223256.1"	"snRNA"	"RNU6-785P"	NA
"ENSG00000223258"	"ENSG00000223258.1"	"snRNA"	"RNU6-575P"	NA
"ENSG00000223259"	"ENSG00000223259.1"	"rRNA_pseudogene"	"RNA5SP508"	NA
"ENSG00000223260"	"ENSG00000223260.1"	"misc_RNA"	"RN7SKP194"	NA
"ENSG00000223262"	"ENSG00000223262.1"	"rRNA_pseudogene"	"RNA5SP492"	NA
"ENSG00000223263"	"ENSG00000223263.1"	"snRNA"	"RNU6-387P"	NA
"ENSG00000223265"	"ENSG00000223265.1"	"snRNA"	"RNU6-592P"	NA
"ENSG00000223269"	"ENSG00000223269.1"	"misc_RNA"	"RN7SKP53"	NA
"ENSG00000223271"	"ENSG00000223271.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223273"	"ENSG00000223273.1"	"misc_RNA"	"RN7SKP172"	NA
"ENSG00000223274"	"ENSG00000223274.6"	"rRNA_pseudogene"	"RNA5SP498"	NA
"ENSG00000223280"	"ENSG00000223280.1"	"snRNA"	"RNU6-57P"	NA
"ENSG00000223281"	"ENSG00000223281.1"	"misc_RNA"	"RN7SKP85"	NA
"ENSG00000223282"	"ENSG00000223282.1"	"misc_RNA"	"RN7SKP165"	NA
"ENSG00000223284"	"ENSG00000223284.1"	"snRNA"	"RNU6-195P"	NA
"ENSG00000223287"	"ENSG00000223287.1"	"snRNA"	"RNU6-954P"	NA
"ENSG00000223290"	"ENSG00000223290.1"	"rRNA_pseudogene"	"RNA5SP107"	NA
"ENSG00000223293"	"ENSG00000223293.1"	"rRNA_pseudogene"	"RNA5SP270"	NA
"ENSG00000223294"	"ENSG00000223294.1"	"snoRNA"	"SNORD83"	NA
"ENSG00000223298"	"ENSG00000223298.1"	"misc_RNA"	"RNY3P8"	NA
"ENSG00000223299"	"ENSG00000223299.1"	"misc_RNA"	"RN7SKP108"	NA
"ENSG00000223300"	"ENSG00000223300.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223302"	"ENSG00000223302.1"	"misc_RNA"	"Y_RNA"	NA
"ENSG00000223305"	"ENSG00000223305.1"	"misc_RNA"	"RN7SKP30"	NA
"ENSG00000223306"	"ENSG00000223306.2"	"snRNA"	"RNU6-1304P"	NA
"ENSG00000223308"	"ENSG00000223308.1"	"misc_RNA"	"RN7SKP101"	NA
"ENSG00000223309"	"ENSG00000223309.1"	"snRNA"	"RNU6-722P"	NA
"ENSG00000223313"	"ENSG00000223313.1"	"snRNA"	"RNU6-516P"	NA
"ENSG00000223315"	"ENSG00000223315.1"	"misc_RNA"	"RN7SKP279"	NA
"ENSG00000223318"	"ENSG00000223318.1"	"rRNA_pseudogene"	"RNA5SP111"	NA
"ENSG00000223321"	"ENSG00000223321.1"	"misc_RNA"	"RN7SKP293"	NA
"ENSG00000223324"	"ENSG00000223324.1"	"misc_RNA"	"RN7SKP273"	NA
"ENSG00000223327"	"ENSG00000223327.1"	"snRNA"	"RNU2-71P"	NA
"ENSG00000223330"	"ENSG00000223330.1"	"snRNA"	"RNU6-1052P"	NA
"ENSG00000223335"	"ENSG00000223335.1"	"snRNA"	"RNU6-603P"	NA
"ENSG00000223336"	"ENSG00000223336.1"	"snRNA"	"RNU2-6P"	NA
"ENSG00000223341"	"ENSG00000223341.1"	"misc_RNA"	"RN7SKP3"	NA
"ENSG00000223342"	"ENSG00000223342.2"	"lncRNA"	"AL158817.1"	NA
"ENSG00000223343"	"ENSG00000223343.1"	"lncRNA"	"AC137630.1"	NA
"ENSG00000223344"	"ENSG00000223344.1"	"lncRNA"	"AL359081.1"	NA
"ENSG00000223345"	"ENSG00000223345.3"	"transcribed_unprocessed_pseudogene"	"HIST2H2BA"	NA
"ENSG00000223349"	"ENSG00000223349.1"	"processed_pseudogene"	"KLF2P3"	NA
"ENSG00000223350"	"ENSG00000223350.2"	"IG_V_gene"	"IGLV9-49"	NA
"ENSG00000223351"	"ENSG00000223351.5"	"lncRNA"	"ZNF385D-AS2"	100874221
"ENSG00000223353"	"ENSG00000223353.2"	"processed_pseudogene"	"AL589763.1"	NA
"ENSG00000223356"	"ENSG00000223356.1"	"lncRNA"	"AL590666.1"	NA
"ENSG00000223358"	"ENSG00000223358.5"	"lncRNA"	"EHHADH-AS1"	339926
"ENSG00000223360"	"ENSG00000223360.1"	"lncRNA"	"AC096559.1"	NA
"ENSG00000223361"	"ENSG00000223361.5"	"transcribed_processed_pseudogene"	"FTH1P10"	NA
"ENSG00000223362"	"ENSG00000223362.1"	"unprocessed_pseudogene"	"CDY15P"	NA
"ENSG00000223368"	"ENSG00000223368.2"	"processed_pseudogene"	"AL513124.1"	NA
"ENSG00000223373"	"ENSG00000223373.1"	"lncRNA"	"AC108066.1"	NA
"ENSG00000223374"	"ENSG00000223374.1"	"lncRNA"	"AC005104.1"	NA
"ENSG00000223375"	"ENSG00000223375.1"	"processed_pseudogene"	"AC096638.1"	NA
"ENSG00000223377"	"ENSG00000223377.1"	"unprocessed_pseudogene"	"AC244098.1"	NA
"ENSG00000223379"	"ENSG00000223379.1"	"lncRNA"	"AL391987.3"	NA
"ENSG00000223381"	"ENSG00000223381.2"	"lncRNA"	"LINC02661"	NA
"ENSG00000223382"	"ENSG00000223382.5"	"lncRNA"	"LINC01778"	NA
"ENSG00000223383"	"ENSG00000223383.1"	"processed_pseudogene"	"HIST1H2APS6"	NA
"ENSG00000223387"	"ENSG00000223387.6"	"lncRNA"	"LINC02068"	105374219
"ENSG00000223389"	"ENSG00000223389.1"	"processed_pseudogene"	"SDCBP2P1"	NA
"ENSG00000223390"	"ENSG00000223390.1"	"lncRNA"	"AL445685.1"	NA
"ENSG00000223391"	"ENSG00000223391.2"	"processed_pseudogene"	"AC006210.1"	NA
"ENSG00000223392"	"ENSG00000223392.1"	"lncRNA"	"CLDN10-AS1"	100874194
"ENSG00000223393"	"ENSG00000223393.2"	"lncRNA"	"AL118511.1"	NA
"ENSG00000223394"	"ENSG00000223394.2"	"TR_V_pseudogene"	"TRBV29OR9-2"	NA
"ENSG00000223395"	"ENSG00000223395.2"	"processed_pseudogene"	"RBM22P7"	NA
"ENSG00000223396"	"ENSG00000223396.4"	"transcribed_processed_pseudogene"	"RPS10P7"	NA
"ENSG00000223398"	"ENSG00000223398.1"	"processed_pseudogene"	"AC027124.1"	NA
"ENSG00000223400"	"ENSG00000223400.1"	"lncRNA"	"AP006748.1"	NA
"ENSG00000223402"	"ENSG00000223402.1"	"processed_pseudogene"	"AC074121.1"	NA
"ENSG00000223403"	"ENSG00000223403.6"	"lncRNA"	"MEG9"	100507257
"ENSG00000223404"	"ENSG00000223404.3"	"lncRNA"	"LINC00397"	NA
"ENSG00000223406"	"ENSG00000223406.1"	"unprocessed_pseudogene"	"XKRYP5"	NA
"ENSG00000223407"	"ENSG00000223407.1"	"unprocessed_pseudogene"	"USP9YP18"	NA
"ENSG00000223409"	"ENSG00000223409.1"	"processed_pseudogene"	"RPL17P17"	NA
"ENSG00000223410"	"ENSG00000223410.1"	"lncRNA"	"AL009050.1"	NA
"ENSG00000223416"	"ENSG00000223416.3"	"processed_pseudogene"	"RPS26P15"	NA
"ENSG00000223417"	"ENSG00000223417.8"	"protein_coding"	"TRIM49D1"	399939
"ENSG00000223418"	"ENSG00000223418.1"	"processed_pseudogene"	"AC004554.1"	NA
"ENSG00000223419"	"ENSG00000223419.1"	"processed_pseudogene"	"AC006022.1"	NA
"ENSG00000223421"	"ENSG00000223421.1"	"processed_pseudogene"	"AL354854.1"	NA
"ENSG00000223422"	"ENSG00000223422.1"	"unprocessed_pseudogene"	"AC007274.1"	NA
"ENSG00000223427"	"ENSG00000223427.1"	"processed_pseudogene"	"AC016716.1"	NA
"ENSG00000223428"	"ENSG00000223428.1"	"transcribed_processed_pseudogene"	"AC010997.1"	NA
"ENSG00000223429"	"ENSG00000223429.1"	"processed_pseudogene"	"AL139156.1"	NA
"ENSG00000223430"	"ENSG00000223430.1"	"lncRNA"	"AC011243.1"	NA
"ENSG00000223431"	"ENSG00000223431.1"	"processed_pseudogene"	"MTND6P21"	NA
"ENSG00000223432"	"ENSG00000223432.1"	"lncRNA"	"AC009988.1"	NA
"ENSG00000223433"	"ENSG00000223433.1"	"processed_pseudogene"	"RPS29P9"	NA
"ENSG00000223436"	"ENSG00000223436.1"	"lncRNA"	"AC011625.1"	NA
"ENSG00000223437"	"ENSG00000223437.1"	"processed_pseudogene"	"TMSB4XP3"	NA
"ENSG00000223438"	"ENSG00000223438.1"	"lncRNA"	"AC235097.1"	645188
"ENSG00000223440"	"ENSG00000223440.1"	"lncRNA"	"AL589642.1"	NA
"ENSG00000223442"	"ENSG00000223442.1"	"lncRNA"	"TH2LCRR"	101927761
"ENSG00000223443"	"ENSG00000223443.2"	"protein_coding"	"USP17L2"	377630
"ENSG00000223445"	"ENSG00000223445.1"	"processed_pseudogene"	"RPL6P21"	NA
"ENSG00000223446"	"ENSG00000223446.2"	"lncRNA"	"AL451065.1"	NA
"ENSG00000223450"	"ENSG00000223450.1"	"processed_pseudogene"	"AL590632.1"	NA
"ENSG00000223452"	"ENSG00000223452.3"	"processed_pseudogene"	"HMGN2P18"	NA
"ENSG00000223455"	"ENSG00000223455.1"	"processed_pseudogene"	"AL355298.1"	NA
"ENSG00000223457"	"ENSG00000223457.1"	"processed_pseudogene"	"HTATSF1P1"	NA
"ENSG00000223458"	"ENSG00000223458.2"	"lncRNA"	"LMO7DN-IT1"	104326189
"ENSG00000223459"	"ENSG00000223459.6"	"unprocessed_pseudogene"	"TCAF1P1"	NA
"ENSG00000223460"	"ENSG00000223460.1"	"processed_pseudogene"	"GAPDHP69"	NA
"ENSG00000223461"	"ENSG00000223461.1"	"lncRNA"	"AC004471.1"	NA
"ENSG00000223462"	"ENSG00000223462.2"	"lncRNA"	"AL353801.1"	NA
"ENSG00000223466"	"ENSG00000223466.2"	"lncRNA"	"LINC01825"	NA
"ENSG00000223467"	"ENSG00000223467.2"	"processed_pseudogene"	"CALM1P1"	NA
"ENSG00000223469"	"ENSG00000223469.1"	"lncRNA"	"AL157371.1"	NA
"ENSG00000223470"	"ENSG00000223470.3"	"lncRNA"	"LINC02629"	NA
"ENSG00000223475"	"ENSG00000223475.1"	"lncRNA"	"AC099681.1"	NA
"ENSG00000223476"	"ENSG00000223476.1"	"processed_pseudogene"	"VN1R42P"	NA
"ENSG00000223478"	"ENSG00000223478.1"	"lncRNA"	"AL441992.1"	100506100
"ENSG00000223479"	"ENSG00000223479.3"	"lncRNA"	"LINC02238"	NA
"ENSG00000223482"	"ENSG00000223482.8"	"lncRNA"	"NUTM2A-AS1"	728190
"ENSG00000223484"	"ENSG00000223484.7"	"processed_pseudogene"	"TRPC6P"	NA
"ENSG00000223485"	"ENSG00000223485.4"	"lncRNA"	"LINC01615"	NA
"ENSG00000223486"	"ENSG00000223486.1"	"lncRNA"	"AC092198.1"	NA
"ENSG00000223487"	"ENSG00000223487.1"	"lncRNA"	"FRMPD4-AS1"	NA
"ENSG00000223488"	"ENSG00000223488.2"	"processed_pseudogene"	"MAPK6P2"	NA
"ENSG00000223489"	"ENSG00000223489.1"	"processed_pseudogene"	"NEFHP1"	NA
"ENSG00000223490"	"ENSG00000223490.2"	"processed_pseudogene"	"CHCHD2P5"	NA
"ENSG00000223492"	"ENSG00000223492.1"	"lncRNA"	"AL391097.1"	NA
"ENSG00000223495"	"ENSG00000223495.2"	"processed_pseudogene"	"AC239859.2"	NA
"ENSG00000223496"	"ENSG00000223496.3"	"protein_coding"	"EXOSC6"	118460
"ENSG00000223497"	"ENSG00000223497.1"	"unitary_pseudogene"	"AC063979.1"	NA
"ENSG00000223498"	"ENSG00000223498.1"	"processed_pseudogene"	"AL929302.1"	NA
