ensembl_id	entrezgene_id	genesymbol	biotype	Length
34251	ENSG00000235026	NA	AC066593.1	antisense	995
34252	ENSG00000235027	NA	AC068580.6	antisense	1522
34253	ENSG00000235028	NA	HMGN1P30	pseudogene	273
34254	ENSG00000235029	NA	MNX1-AS2	antisense	374
34255	ENSG00000235032	NA	RP4-813D12.2	antisense	436
34256	ENSG00000235033	NA	RP11-61I13.3	antisense	6132
34257	ENSG00000235034	342918	C19orf81	protein_coding	888
34258	ENSG00000235035	NA	AC007395.3	antisense	434
34259	ENSG00000235036	NA	RP5-1099D15.1	pseudogene	1369
34260	ENSG00000235037	NA	RP11-187C18.5	lincRNA	356
34261	ENSG00000235038	NA	RP11-393I23.4	lincRNA	620
34262	ENSG00000235039	NA	MTND6P12	pseudogene	522
34263	ENSG00000235040	NA	MTCO3P1	pseudogene	832
34264	ENSG00000235042	NA	AC098820.2	antisense	394
34265	ENSG00000235043	NA	TECRP1	pseudogene	459
34266	ENSG00000235044	NA	PPIAP3	pseudogene	505
34267	ENSG00000235045	NA	RP5-1160K1.1	pseudogene	730
34268	ENSG00000235047	NA	AC016751.3	antisense	280
34269	ENSG00000235049	NA	LINC00940	lincRNA	2350
34270	ENSG00000235050	NA	MLIP-AS1	antisense	3041
34271	ENSG00000235051	NA	RP11-637O19.2	antisense	592
34272	ENSG00000235052	NA	RP1-150O5.3	lincRNA	456
34273	ENSG00000235054	NA	RP5-1166F10.1	lincRNA	2077
34274	ENSG00000235055	NA	RP4-609E1.2	pseudogene	904
34275	ENSG00000235056	NA	AC010983.1	lincRNA	1028
34276	ENSG00000235058	NA	ZMYND10-AS1	antisense	4
34277	ENSG00000235059	102725532	AC008175.1	lincRNA	2989
34278	ENSG00000235060	NA	VDAC1P4	pseudogene	835
34279	ENSG00000235061	NA	UBE2V1P7	pseudogene	340
34280	ENSG00000235062	NA	BCRP5	pseudogene	236
34281	ENSG00000235064	NA	SLC25A5P2	pseudogene	897
34282	ENSG00000235065	NA	RPL24P2	pseudogene	475
34283	ENSG00000235066	NA	AC009303.1	antisense	1777
34284	ENSG00000235069	NA	RP4-785J1.1	pseudogene	235
34285	ENSG00000235070	NA	AC068138.1	lincRNA	1134
34286	ENSG00000235071	NA	RP11-759L5.2	pseudogene	999
34287	ENSG00000235072	NA	AC012074.2	lincRNA	419
34288	ENSG00000235073	NA	RBM22P10	pseudogene	871
34289	ENSG00000235076	NA	GAPDHP52	pseudogene	942
34290	ENSG00000235077	NA	AC073842.19	antisense	196
34291	ENSG00000235078	NA	AC142528.1	antisense	605
34292	ENSG00000235079	NA	ZRANB2-AS1	antisense	548
34293	ENSG00000235080	NA	MTND5P23	pseudogene	1655
34294	ENSG00000235081	NA	AC010492.2	pseudogene	901
34295	ENSG00000235082	NA	SUMO1P3	pseudogene	304
34296	ENSG00000235083	NA	RP11-669M2.2	pseudogene	407
34297	ENSG00000235084	NA	CHCHD2P6	pseudogene	462
34298	ENSG00000235085	NA	AC091153.4	antisense	303
34299	ENSG00000235086	NA	FNDC1-IT1	sense_intronic	516
34300	ENSG00000235088	NA	RP4-620E11.4	pseudogene	323
34301	ENSG00000235089	NA	RP3-445O10.1	pseudogene	643
34302	ENSG00000235090	NA	RPL7L1P3	pseudogene	689
34303	ENSG00000235091	NA	WI2-85898F10.1	lincRNA	805
34304	ENSG00000235092	NA	AC011747.7	antisense	2022
34305	ENSG00000235094	NA	AC006335.10	pseudogene	422
34306	ENSG00000235095	NA	RP11-1217F2.1	pseudogene	1980
34307	ENSG00000235096	NA	RP11-83A16.1	antisense	703
34308	ENSG00000235097	NA	LINC00330	lincRNA	2036
34309	ENSG00000235098	441869	ANKRD65	protein_coding	2324
34310	ENSG00000235099	NA	RP1-23E21.2	lincRNA	739
34311	ENSG00000235100	NA	RP11-80H5.9	lincRNA	1298
34312	ENSG00000235101	NA	SETP9	pseudogene	630
34313	ENSG00000235102	NA	RP3-450M14.1	pseudogene	538
34314	ENSG00000235105	NA	RP11-329A14.1	pseudogene	1166
34315	ENSG00000235106	266655	LINC00094	antisense	4713
34316	ENSG00000235108	NA	IFNA12P	pseudogene	571
34317	ENSG00000235109	64288	ZSCAN31	protein_coding	4957
34318	ENSG00000235110	NA	RP11-8J23.1	pseudogene	405
34319	ENSG00000235111	NA	RP1-29C18.8	sense_intronic	2975
34320	ENSG00000235112	NA	RP11-628K18.1	pseudogene	296
34321	ENSG00000235113	NA	RP11-241I20.4	pseudogene	656
34322	ENSG00000235115	NA	CHCHD2P8	pseudogene	447
34323	ENSG00000235117	NA	RP11-229P13.20	lincRNA	697
34324	ENSG00000235118	200726	AC010731.4	lincRNA	1403
34325	ENSG00000235119	NA	RP11-9M16.2	lincRNA	173
34326	ENSG00000235120	NA	BSN-AS1	antisense	461
34327	ENSG00000235121	NA	RP11-90L20.2	antisense	1809
34328	ENSG00000235122	NA	RP3-417L20.4	antisense	377
34329	ENSG00000235123	NA	DSCAM-AS1	antisense	1769
34330	ENSG00000235124	NA	KRT8P17	pseudogene	1448
34331	ENSG00000235126	NA	AC128709.3	lincRNA	558
34332	ENSG00000235127	NA	AC068286.1	lincRNA	467
34333	ENSG00000235128	NA	AC013474.4	pseudogene	799
34334	ENSG00000235129	NA	FABP7P2	pseudogene	379
34335	ENSG00000235130	NA	MYO5BP1	pseudogene	1279
34336	ENSG00000235131	NA	RP5-1092A11.2	antisense	351
34337	ENSG00000235133	NA	RPL35AP22	pseudogene	335
34338	ENSG00000235136	NA	RP13-146A14.1	pseudogene	444
34339	ENSG00000235137	NA	HSP90AB6P	pseudogene	2116
34340	ENSG00000235138	NA	RP11-374P20.4	antisense	2112
34341	ENSG00000235139	NA	AC003984.1	lincRNA	4276
34342	ENSG00000235140	NA	RP11-135D11.2	lincRNA	537
34343	ENSG00000235141	NA	RP5-1092K5.2	pseudogene	185
34344	ENSG00000235142	NA	RP1-60O19.1	lincRNA	6040
34345	ENSG00000235143	NA	RP1-65J11.5	antisense	1747
34346	ENSG00000235145	NA	RP11-533E19.3	pseudogene	821
34347	ENSG00000235146	NA	RP5-857K21.2	lincRNA	331
34348	ENSG00000235147	NA	AC128677.3	pseudogene	442
34349	ENSG00000235148	NA	HMGB3P23	pseudogene	585
34350	ENSG00000235149	NA	RP11-45I20.1	lincRNA	549
34351	ENSG00000235150	NA	RCBTB2P1	pseudogene	1462
34352	ENSG00000235151	NA	AC114730.2	antisense	571
34353	ENSG00000235152	NA	RP5-865N13.2	lincRNA	818
34354	ENSG00000235154	NA	CTA-280A3__B.2	lincRNA	372
34355	ENSG00000235156	NA	TMEM30C	protein_coding	805
34356	ENSG00000235158	NA	AC087430.1	lincRNA	3699
34357	ENSG00000235159	NA	RP6-109B7.4	antisense	867
34358	ENSG00000235160	NA	AC009878.2	lincRNA	949
34359	ENSG00000235162	387882	C12orf75	protein_coding	2023
34360	ENSG00000235163	NA	RP11-410C4.1	pseudogene	338
34361	ENSG00000235165	NA	AC016405.1	pseudogene	877
34362	ENSG00000235166	NA	RP5-1010E17.1	lincRNA	2753
34363	ENSG00000235168	NA	RP1-12G14.5	lincRNA	378
34364	ENSG00000235169	388588	SMIM1	protein_coding	954
34365	ENSG00000235170	NA	MTND1P31	pseudogene	961
34366	ENSG00000235172	NA	CTB-114C7.3	lincRNA	985
34367	ENSG00000235173	51236	FAM203A	protein_coding	2531
34368	ENSG00000235174	NA	RPL39P3	pseudogene	156
34369	ENSG00000235175	NA	RPL26P37	pseudogene	438
34370	ENSG00000235180	NA	LINC00601	lincRNA	1168
34371	ENSG00000235181	NA	AC009892.2	pseudogene	287
34372	ENSG00000235183	NA	RP11-613C6.4	pseudogene	327
34373	ENSG00000235185	NA	RP5-1056L3.1	antisense	207
34374	ENSG00000235186	NA	AC103563.7	pseudogene	318
34375	ENSG00000235189	NA	RP4-537K23.4	antisense	522
34376	ENSG00000235190	NA	RP1-197O17.3	pseudogene	184
34377	ENSG00000235191	NA	NUCB1-AS1	antisense	326
34378	ENSG00000235192	NA	AC009495.2	lincRNA	556
34379	ENSG00000235193	NA	AC006987.4	pseudogene	527
34380	ENSG00000235194	90673	PPP1R3E	protein_coding	3451
34381	ENSG00000235196	NA	RP1-3E10.2	pseudogene	544
34382	ENSG00000235197	NA	ZNF33AP1	pseudogene	2030
34383	ENSG00000235198	NA	CTA-109P11.1	lincRNA	475
34384	ENSG00000235199	NA	CYP2C58P	pseudogene	475
34385	ENSG00000235200	NA	RP4-763G1.2	lincRNA	408
34386	ENSG00000235201	NA	RP11-127L21.1	lincRNA	256
34387	ENSG00000235202	NA	RP11-39H13.1	lincRNA	511
34388	ENSG00000235203	NA	TBC1D3P3	pseudogene	462
34389	ENSG00000235204	NA	RP11-121A14.2	antisense	308
34390	ENSG00000235205	NA	TATDN2P3	pseudogene	3665
34391	ENSG00000235207	NA	TUBBP6	pseudogene	1332
34392	ENSG00000235208	NA	RPL7AL3	pseudogene	297
34393	ENSG00000235209	NA	CTA-150C2.13	lincRNA	678
34394	ENSG00000235211	NA	TMSB10P2	pseudogene	131
34395	ENSG00000235213	NA	OR6E1P	pseudogene	522
34396	ENSG00000235214	NA	FAM83C-AS1	antisense	326
34397	ENSG00000235215	NA	RP11-145M4.2	lincRNA	280
34398	ENSG00000235217	NA	TSPY26P	pseudogene	4051
34399	ENSG00000235218	NA	AC092638.2	pseudogene	947
34400	ENSG00000235219	NA	CTC-233O10.1	pseudogene	310
34401	ENSG00000235221	NA	LINC00401	lincRNA	821
34402	ENSG00000235224	NA	RP11-236P24.1	pseudogene	257
34403	ENSG00000235225	NA	AC016712.2	pseudogene	378
34404	ENSG00000235226	NA	RP11-419N10.5	pseudogene	420
34405	ENSG00000235227	NA	VN1R38P	pseudogene	887
34406	ENSG00000235231	NA	AP000351.10	pseudogene	563
34407	ENSG00000235232	NA	MRPS18BP2	pseudogene	759
34408	ENSG00000235235	NA	IGKV1OR-1	IG_V_pseudogene	403
34409	ENSG00000235236	NA	RP13-131K19.1	antisense	429
34410	ENSG00000235237	NA	RP1-151B14.6	antisense	231
34411	ENSG00000235238	NA	SUMO2P1	pseudogene	284
34412	ENSG00000235239	NA	RP1-203C2.4	pseudogene	1123
34413	ENSG00000235240	NA	AC026185.1	pseudogene	174
34414	ENSG00000235241	NA	RP11-108M9.5	pseudogene	295
34415	ENSG00000235242	NA	AC010982.2	lincRNA	465
34416	ENSG00000235243	NA	AC093716.1	pseudogene	377
34417	ENSG00000235244	NA	RP11-761E20.1	lincRNA	2079
34418	ENSG00000235245	NA	RP11-122K13.12	antisense	626
34419	ENSG00000235246	NA	RP1-5O6.5	antisense	217
34420	ENSG00000235248	NA	OR13C1P	pseudogene	963
34421	ENSG00000235249	NA	OR4F29	protein_coding	995
34422	ENSG00000235251	NA	RP11-384B12.2	pseudogene	937
34423	ENSG00000235253	NA	AC010240.2	pseudogene	1205
34424	ENSG00000235254	NA	TMEM185AP1	pseudogene	546
34425	ENSG00000235256	NA	BX664724.1	pseudogene	1363
34426	ENSG00000235257	NA	AC093415.2	processed_transcript	2758
34427	ENSG00000235258	NA	AC115115.3	pseudogene	366
34428	ENSG00000235262	NA	KDM5C-IT1	sense_intronic	755
34429	ENSG00000235263	NA	RP13-392I16.1	lincRNA	708
34430	ENSG00000235264	NA	RPL5P28	pseudogene	693
34431	ENSG00000235265	NA	LA16c-4G1.5	pseudogene	578
34432	ENSG00000235266	NA	RP11-753C18.8	pseudogene	315
34433	ENSG00000235267	NA	AC074117.13	pseudogene	397
34434	ENSG00000235268	390245	KDM4E	protein_coding	2339
34435	ENSG00000235269	NA	AL162759.1	lincRNA	602
34436	ENSG00000235271	NA	RP1-90L6.3	lincRNA	744
34437	ENSG00000235272	NA	FAM103A2P	pseudogene	354
34438	ENSG00000235274	NA	RP1-107N3.1	pseudogene	1167
34439	ENSG00000235275	NA	KRT18P16	pseudogene	1294
34440	ENSG00000235277	NA	AF127577.8	antisense	781
34441	ENSG00000235278	NA	ZNF652P1	pseudogene	1309
34442	ENSG00000235279	NA	RP11-539E19.2	sense_intronic	400
34443	ENSG00000235280	NA	MCF2L-AS1	antisense	616
34444	ENSG00000235281	NA	RP11-526P5.2	lincRNA	1051
34445	ENSG00000235282	NA	RP1-8B22.1	pseudogene	270
34446	ENSG00000235283	NA	RP11-395E19.5	lincRNA	325
34447	ENSG00000235284	NA	SNORD62A	snoRNA	86
34448	ENSG00000235285	NA	SMIM2-IT1	sense_intronic	478
34449	ENSG00000235286	NA	AP000925.2	pseudogene	1449
34450	ENSG00000235288	NA	RP11-70C1.3	antisense	115
34451	ENSG00000235289	NA	BRD7P6	pseudogene	1860
34452	ENSG00000235290	NA	HLA-W	pseudogene	771
34453	ENSG00000235292	NA	RP4-796I8.1	lincRNA	280
34454	ENSG00000235293	NA	AC114814.3	lincRNA	663
34455	ENSG00000235294	NA	RPL7AP25	pseudogene	805
34456	ENSG00000235295	NA	XXbac-B476C20.17	lincRNA	2379
34457	ENSG00000235296	NA	AC137723.5	antisense	595
34458	ENSG00000235297	NA	FAUP1	pseudogene	414
34459	ENSG00000235298	NA	RP11-575L7.8	antisense	346
34460	ENSG00000235299	NA	MRPL53P1	pseudogene	319
34461	ENSG00000235300	NA	AC090627.1	antisense	1561
34462	ENSG00000235301	NA	HLA-Z	pseudogene	75
34463	ENSG00000235303	NA	RP1-79C4.1	lincRNA	1923
34464	ENSG00000235304	NA	RP11-265P11.2	lincRNA	1773
34465	ENSG00000235306	NA	GAPDHP34	pseudogene	823
34466	ENSG00000235308	NA	RP11-82K18.2	pseudogene	475
34467	ENSG00000235310	NA	RP11-250H24.4	pseudogene	1187
34468	ENSG00000235312	NA	KRTAP19-10P	pseudogene	187
34469	ENSG00000235313	NA	HM13-IT1	sense_intronic	356
34470	ENSG00000235314	NA	LINC00957	lincRNA	2061
34471	ENSG00000235315	NA	RPL23AP69	pseudogene	458
34472	ENSG00000235316	NA	DUSP8P5	pseudogene	1815
34473	ENSG00000235318	NA	AC005037.6	pseudogene	290
34474	ENSG00000235319	NA	AC012360.4	lincRNA	674
34475	ENSG00000235321	NA	AC007556.3	antisense	307
34476	ENSG00000235323	NA	COTL1P2	pseudogene	352
34477	ENSG00000235325	NA	AC009963.6	pseudogene	486
34478	ENSG00000235326	NA	RP11-509J21.3	lincRNA	537
34479	ENSG00000235327	NA	CYP4F61P	pseudogene	509
34480	ENSG00000235328	NA	AC006946.12	pseudogene	328
34481	ENSG00000235329	NA	RP5-1168A5.1	pseudogene	207
34482	ENSG00000235330	NA	RP11-165F24.2	pseudogene	674
34483	ENSG00000235332	NA	RP11-366O20.5	pseudogene	853
34484	ENSG00000235334	NA	RP1-203C2.3	pseudogene	716
34485	ENSG00000235335	NA	AC016723.4	antisense	681
34486	ENSG00000235337	NA	AC114765.2	lincRNA	347
34487	ENSG00000235338	NA	DUSP5P2	pseudogene	1033
34488	ENSG00000235339	NA	RP11-626A1.1	pseudogene	715
34489	ENSG00000235343	NA	AC005301.8	lincRNA	1241
34490	ENSG00000235347	NA	RP1-37M3.8	pseudogene	1178
34491	ENSG00000235349	NA	RP11-561N12.6	pseudogene	315
34492	ENSG00000235350	NA	AF196972.3	pseudogene	319
34493	ENSG00000235351	NA	AC114730.11	antisense	374
34494	ENSG00000235352	NA	AC023128.2	pseudogene	1223
34495	ENSG00000235354	NA	CTA-276O3.4	pseudogene	171
34496	ENSG00000235355	NA	RP11-381O7.4	pseudogene	704
34497	ENSG00000235356	NA	RP11-428G2.1	lincRNA	307
34498	ENSG00000235357	NA	RP1-159G19.1	lincRNA	481
34499	ENSG00000235358	NA	RP11-399E6.1	lincRNA	1459
34500	ENSG00000235361	NA	AC016292.1	antisense	235
34501	ENSG00000235363	NA	SNRPGP10	pseudogene	225
34502	ENSG00000235366	NA	LINC01055	antisense	520
34503	ENSG00000235368	NA	RP11-114G11.2	pseudogene	1174
34504	ENSG00000235369	NA	RPL36AP15	pseudogene	266
34505	ENSG00000235370	NA	DNM1P51	pseudogene	5109
34506	ENSG00000235371	NA	RP4-764D2.1	pseudogene	2310
34507	ENSG00000235373	NA	RP11-206L10.3	lincRNA	4860
34508	ENSG00000235374	NA	SSR4P1	pseudogene	916
34509	ENSG00000235376	729020	RP11-332O19.5	protein_coding	2130
34510	ENSG00000235377	NA	RP11-388B24.4	pseudogene	881
34511	ENSG00000235378	NA	MRPS10P1	pseudogene	130
34512	ENSG00000235379	NA	RPL7P31	pseudogene	724
34513	ENSG00000235381	NA	RP11-477D19.2	antisense	2668
34514	ENSG00000235382	NA	MTND4P31	pseudogene	1343
34515	ENSG00000235385	NA	GS1-600G8.5	lincRNA	1557
34516	ENSG00000235386	NA	RP11-397A15.4	pseudogene	105
34517	ENSG00000235387	158376	LINC00961	lincRNA	1612
34518	ENSG00000235388	NA	AC018696.7	pseudogene	192
34519	ENSG00000235389	NA	RP11-134K1.3	sense_intronic	486
34520	ENSG00000235390	NA	CTD-2651B20.5	pseudogene	616
34521	ENSG00000235397	NA	EPN2-AS1	antisense	1190
34522	ENSG00000235398	NA	LINC00623	lincRNA	5632
34523	ENSG00000235399	NA	RP11-204P2.3	antisense	384
34524	ENSG00000235400	NA	RP4-641G12.4	pseudogene	1587
34525	ENSG00000235403	NA	AC114808.3	antisense	432
34526	ENSG00000235407	NA	RP11-470L19.2	lincRNA	2007
34527	ENSG00000235408	NA	SNORA71B	lincRNA	137
34528	ENSG00000235410	NA	RP11-397C18.2	antisense	634
34529	ENSG00000235411	NA	AC007041.2	pseudogene	1155
34530	ENSG00000235412	NA	TTTY4B	lincRNA	1346
34531	ENSG00000235413	NA	KRT18P63	pseudogene	979
34532	ENSG00000235414	NA	AC016737.1	pseudogene	873
34533	ENSG00000235415	NA	AC005808.3	lincRNA	290
34534	ENSG00000235416	NA	RP3-339A18.3	pseudogene	757
34535	ENSG00000235419	NA	AC010149.4	antisense	692
34536	ENSG00000235420	NA	RPL29P30	pseudogene	946
34537	ENSG00000235421	NA	RP11-667F9.1	pseudogene	535
34538	ENSG00000235422	NA	KATNBL1P3	pseudogene	909
34539	ENSG00000235423	NA	RP11-282O18.3	antisense	1253
34540	ENSG00000235424	NA	AC112211.3	pseudogene	254
34541	ENSG00000235425	NA	RPS7P13	pseudogene	498
34542	ENSG00000235426	NA	RP11-342M3.5	antisense	252
34543	ENSG00000235427	NA	AC006159.5	antisense	386
34544	ENSG00000235428	NA	WI2-2998D17.2	pseudogene	886
34545	ENSG00000235429	NA	AC083875.2	pseudogene	405
34546	ENSG00000235430	NA	ZSWIM5P1	pseudogene	1970
34547	ENSG00000235431	NA	AC006373.1	lincRNA	361
34548	ENSG00000235432	NA	RP5-930J4.5	pseudogene	479
34549	ENSG00000235433	NA	AC009960.4	pseudogene	672
34550	ENSG00000235434	NA	RP11-91K11.2	antisense	260
34551	ENSG00000235435	NA	AC064865.1	lincRNA	348
34552	ENSG00000235436	NA	DPY19L2P4	pseudogene	3729
34553	ENSG00000235437	NA	RP11-357C3.3	processed_transcript	3748
34554	ENSG00000235438	NA	ESRRAP2	pseudogene	2229
34555	ENSG00000235440	NA	RP11-214J9.1	pseudogene	820
34556	ENSG00000235444	NA	PSMB3P2	pseudogene	402
34557	ENSG00000235445	NA	XXbac-B476C20.14	sense_intronic	361
34558	ENSG00000235446	NA	RP11-74K19.1	lincRNA	434
34559	ENSG00000235447	NA	RP1-279N11.1	pseudogene	1062
34560	ENSG00000235448	NA	RP11-3L8.3	antisense	799
34561	ENSG00000235449	NA	RP11-480I12.2	pseudogene	190
34562	ENSG00000235450	NA	RP11-142A5.1	lincRNA	202
34563	ENSG00000235451	NA	PNPLA4P1	pseudogene	305
34564	ENSG00000235453	100129250	TOPORS-AS1	antisense	1462
34565	ENSG00000235454	NA	RP11-678B3.2	pseudogene	1107
34566	ENSG00000235455	NA	IQCF5-AS1	antisense	1571
34567	ENSG00000235459	NA	RPS26P31	pseudogene	414
34568	ENSG00000235461	NA	RP5-928E24.2	lincRNA	1135
34569	ENSG00000235462	NA	TAB3P1	pseudogene	1831
34570	ENSG00000235463	NA	AC078974.2	pseudogene	223
34571	ENSG00000235464	NA	AC007652.1	lincRNA	562
34572	ENSG00000235467	NA	RP11-513D4.2	pseudogene	634
34573	ENSG00000235469	NA	MRPL50P4	pseudogene	475
34574	ENSG00000235470	NA	RP11-225H22.5	antisense	1017
34575	ENSG00000235472	NA	EIF4A1P7	pseudogene	1220
34576	ENSG00000235475	NA	RP11-166O4.5	lincRNA	489
34577	ENSG00000235476	NA	AF254982.2	pseudogene	311
34578	ENSG00000235477	NA	RP11-122G18.5	lincRNA	1807
34579	ENSG00000235478	NA	AC006946.15	protein_coding	1354
34580	ENSG00000235479	NA	RAB9AP4	pseudogene	609
34581	ENSG00000235480	NA	RP11-363D14.1	antisense	440
34582	ENSG00000235481	NA	RP11-133O22.6	antisense	575
34583	ENSG00000235482	NA	RPL21P135	pseudogene	791
34584	ENSG00000235483	NA	GYG2-AS1	antisense	515
34585	ENSG00000235485	NA	RP1-101G11.2	pseudogene	2194
34586	ENSG00000235486	NA	AC114755.7	pseudogene	831
34587	ENSG00000235488	NA	JARID2-AS1	antisense	455
34588	ENSG00000235489	NA	DBF4P1	pseudogene	1897
34589	ENSG00000235491	NA	AC097499.1	lincRNA	668
34590	ENSG00000235492	NA	RP11-16L9.4	lincRNA	662
34591	ENSG00000235493	NA	AC092415.1	lincRNA	850
34592	ENSG00000235494	NA	RP11-498P14.4	lincRNA	281
34593	ENSG00000235495	NA	AC010987.5	lincRNA	126
34594	ENSG00000235496	NA	RP11-101E5.2	pseudogene	400
34595	ENSG00000235497	NA	AC012506.4	lincRNA	751
34596	ENSG00000235499	NA	AC073046.25	lincRNA	390
34597	ENSG00000235500	NA	SNX19P2	pseudogene	2971
34598	ENSG00000235501	NA	RP4-639F20.1	antisense	1012
34599	ENSG00000235503	NA	AC079799.2	antisense	331
34600	ENSG00000235504	NA	RP3-453D15.1	lincRNA	138
34601	ENSG00000235505	NA	RP11-693N9.2	pseudogene	4307
34602	ENSG00000235506	NA	SLC20A1P2	pseudogene	712
34603	ENSG00000235508	NA	RPS2P7	pseudogene	885
34604	ENSG00000235510	NA	BX842568.1	pseudogene	227
34605	ENSG00000235511	NA	OFD1P18Y	pseudogene	959
34606	ENSG00000235513	NA	RP4-756G23.5	antisense	2030
34607	ENSG00000235514	NA	AP000226.9	pseudogene	396
34608	ENSG00000235518	NA	AC011196.3	lincRNA	595
34609	ENSG00000235519	NA	AC012075.2	lincRNA	520
34610	ENSG00000235521	NA	USP9YP27	pseudogene	437
34611	ENSG00000235522	NA	AC009505.2	antisense	1369
34612	ENSG00000235523	NA	RP11-63P12.7	lincRNA	361
34613	ENSG00000235524	NA	RP11-343J3.5	pseudogene	1526
34614	ENSG00000235525	NA	FTLP1	pseudogene	526
34615	ENSG00000235526	NA	RP5-1028L10.2	antisense	508
34616	ENSG00000235527	NA	RP5-1073O3.7	antisense	2051
34617	ENSG00000235529	NA	AGAP1-IT1	sense_intronic	664
34618	ENSG00000235530	NA	AC087294.2	antisense	1399
34619	ENSG00000235531	NA	RP11-383H13.1	protein_coding	5253
34620	ENSG00000235532	NA	LINC00402	lincRNA	3340
34621	ENSG00000235533	NA	RP11-284P20.3	lincRNA	436
34622	ENSG00000235534	NA	FECHP1	pseudogene	1214
34623	ENSG00000235535	NA	RP11-532N4.2	antisense	3411
34624	ENSG00000235537	NA	AC009411.2	lincRNA	539
34625	ENSG00000235538	NA	RP1-230L10.1	lincRNA	719
34626	ENSG00000235539	NA	MTND1P33	pseudogene	917
34627	ENSG00000235544	NA	RPS11P1	pseudogene	473
34628	ENSG00000235545	NA	RP11-230B22.1	antisense	1228
34629	ENSG00000235546	NA	AC087499.5	pseudogene	1179
34630	ENSG00000235547	NA	NDUFB11P1	pseudogene	465
34631	ENSG00000235548	NA	AC073551.1	pseudogene	834
34632	ENSG00000235549	NA	RP11-781D11.1	pseudogene	350
34633	ENSG00000235550	NA	ANKRD26P2	pseudogene	1710
34634	ENSG00000235552	NA	RPL6P27	pseudogene	872
34635	ENSG00000235554	NA	AC005822.1	pseudogene	1034
34636	ENSG00000235555	NA	SUMO1P4	pseudogene	302
34637	ENSG00000235559	NA	NOL5BP	pseudogene	372
34638	ENSG00000235560	NA	AC002310.12	antisense	1827
34639	ENSG00000235563	NA	RP11-334A14.8	antisense	1655
34640	ENSG00000235564	NA	AP000477.2	lincRNA	778
34641	ENSG00000235565	NA	RP11-86H7.7	lincRNA	2272
34642	ENSG00000235566	NA	RP11-435B5.7	lincRNA	814
34643	ENSG00000235568	150372	NFAM1	protein_coding	5817
34644	ENSG00000235570	NA	LINC00533	lincRNA	537
34645	ENSG00000235571	NA	SNX18P14	pseudogene	574
34646	ENSG00000235572	NA	RP11-555H7.2	lincRNA	390
34647	ENSG00000235573	NA	RP3-412A9.12	pseudogene	380
34648	ENSG00000235574	NA	AC073150.6	pseudogene	1084
34649	ENSG00000235575	NA	RP4-800F24.1	antisense	368
34650	ENSG00000235576	NA	AC092580.4	lincRNA	243
34651	ENSG00000235578	NA	XXbac-B33L19.4	lincRNA	446
34652	ENSG00000235579	NA	AC007283.4	pseudogene	197
34653	ENSG00000235581	NA	GS1-111G14.1	pseudogene	210
34654	ENSG00000235582	NA	RP11-448G4.2	pseudogene	311
34655	ENSG00000235583	NA	AC007562.1	pseudogene	517
34656	ENSG00000235584	NA	AC008268.1	lincRNA	1119
34657	ENSG00000235586	NA	AC011247.3	antisense	233
34658	ENSG00000235587	NA	GAPDHP65	pseudogene	1006
34659	ENSG00000235590	NA	GNAS-AS1	antisense	1316
34660	ENSG00000235592	NA	GS1-600G8.4	pseudogene	739
34661	ENSG00000235593	NA	RBMS3-AS1	antisense	554
34662	ENSG00000235594	NA	RP11-380D15.2	pseudogene	1095
34663	ENSG00000235595	NA	GAPDHP23	pseudogene	993
34664	ENSG00000235597	NA	AC013402.2	lincRNA	5098
34665	ENSG00000235598	NA	RRM2P4	pseudogene	562
34666	ENSG00000235601	NA	RP11-231K24.2	lincRNA	1704
34667	ENSG00000235602	642559	POU5F1P3	pseudogene	1080
34668	ENSG00000235604	NA	SPANXB1	protein_coding	469
34669	ENSG00000235605	NA	RP5-827C21.1	pseudogene	353
34670	ENSG00000235606	NA	AK4P6	pseudogene	528
34671	ENSG00000235608	54729	NKX1-1	protein_coding	1236
34672	ENSG00000235609	NA	AF127936.7	lincRNA	7034
34673	ENSG00000235610	NA	AC013448.2	lincRNA	787
34674	ENSG00000235612	NA	RP1-158P9.1	lincRNA	731
34675	ENSG00000235613	NA	NSRP1P1	pseudogene	1693
34676	ENSG00000235615	NA	AJ239322.1	lincRNA	1695
34677	ENSG00000235616	NA	ST13P2	pseudogene	1109
34678	ENSG00000235618	NA	RP11-324H6.5	pseudogene	2549
34679	ENSG00000235619	NA	RPL36AP33	pseudogene	310
34680	ENSG00000235620	NA	AC020743.4	lincRNA	360
34681	ENSG00000235621	NA	LINC00494	lincRNA	4204
34682	ENSG00000235623	NA	OR7E110P	pseudogene	501
34683	ENSG00000235625	NA	RP11-203P2.2	lincRNA	342
34684	ENSG00000235626	NA	KRT18P66	pseudogene	1177
34685	ENSG00000235627	NA	SNRPFP4	pseudogene	242
34686	ENSG00000235628	NA	TNR-IT1	sense_intronic	630
34687	ENSG00000235629	NA	AC090952.5	antisense	446
34688	ENSG00000235631	378925	RNF148	protein_coding	1304
34689	ENSG00000235635	NA	AC016644.1	antisense	339
34690	ENSG00000235636	NA	NUS1P1	pseudogene	882
34691	ENSG00000235637	NA	RP11-457D2.3	antisense	221
34692	ENSG00000235638	NA	MTND6P14	pseudogene	522
34693	ENSG00000235639	NA	AC002069.6	pseudogene	1159
34694	ENSG00000235640	NA	AC092646.1	pseudogene	2095
