sampleID	ENSG00000049768.15	ENST00000376207.9	ENST00000376199.7
TCGA.C8.A12N.01A.11R.A115.07	0.038118	0.038118	0
TCGA.C8.A12O.01A.11R.A115.07	0.089583	0.089583	0
TCGA.C8.A12P.01A.11R.A115.07	0.251491	0.223043	0
TCGA.C8.A12Q.01A.11R.A115.07	0.292504	0.292504	0
TCGA.C8.A12T.01A.11R.A115.07	0.359805	0.32035	0
TCGA.C8.A12U.01A.11R.A115.07	0.304161	0.286259	0
TCGA.C8.A12V.01A.11R.A115.07	4.036923	3.974806	0.062117
TCGA.C8.A12W.01A.11R.A115.07	0.607472	0.551534	0
TCGA.C8.A12X.01A.11R.A115.07	0.558751	0.506872	0
TCGA.C8.A12Y.01A.11R.A12D.07	0.018686	0.018686	0
TCGA.C8.A12Z.01A.11R.A115.07	0.005291	0.005291	0
TCGA.C8.A130.01A.31R.A115.07	0.380992	0.374951	0
TCGA.C8.A131.01A.11R.A115.07	0.917492	0.917492	0
TCGA.C8.A132.01A.31R.A115.07	4.147393	3.730437	0.047221
TCGA.C8.A133.01A.32R.A12D.07	0.066382	0.066382	0
TCGA.C8.A134.01A.11R.A115.07	0.208718	0.208718	0
TCGA.C8.A135.01A.11R.A115.07	0.149744	0.149744	0
TCGA.C8.A137.01A.11R.A115.07	0.056681	0.056681	0
TCGA.C8.A138.01A.11R.A115.07	0.380209	0.380209	0
TCGA.C8.A1HE.01A.11R.A13Q.07	0.053982	0.053982	0
TCGA.C8.A1HF.01A.11R.A137.07	1.393851	1.24308	0
TCGA.C8.A1HG.01A.11R.A137.07	0.290937	0.290937	0
TCGA.C8.A1HI.01A.11R.A137.07	0.096266	0.096266	0
TCGA.C8.A1HJ.01A.11R.A13Q.07	0.535188	0.535188	0
TCGA.C8.A1HK.01A.21R.A13Q.07	2.404977	2.252358	0
TCGA.C8.A1HL.01A.11R.A137.07	0.262788	0.262788	0
TCGA.C8.A1HM.01A.12R.A137.07	0.239834	0.239834	0
TCGA.C8.A1HN.01A.11R.A137.07	0.245528	0.122489	0
TCGA.C8.A1HO.01A.11R.A13Q.07	0.501024	0.501024	0
TCGA.C8.A26V.01A.11R.A16F.07	0.164126	0.120821	0
TCGA.C8.A26W.01A.11R.A16F.07	0.080883	0.080883	0
TCGA.C8.A26X.01A.31R.A16F.07	0.091983	0.091983	0
TCGA.C8.A26Y.01A.11R.A16F.07	0.410718	0.394453	0
TCGA.C8.A26Z.01A.11R.A16F.07	0.275102	0.153721	0
TCGA.C8.A273.01A.11R.A16F.07	0.20745	0.20745	0
TCGA.C8.A274.01A.11R.A16F.07	0.335634	0.335634	0
TCGA.C8.A275.01A.21R.A16F.07	0.826684	0.619354	0
TCGA.C8.A278.01A.11R.A169.07	2.946175	2.900057	0
TCGA.C8.A27A.01A.11R.A169.07	0.844094	0.844094	0
TCGA.C8.A27B.01A.11R.A169.07	0.158192	0.147975	0.010217
TCGA.C8.A3M7.01A.12R.A21T.07	0.038354	0.038354	0
TCGA.C8.A3M8.01A.11R.A213.07	0.191888	0.191888	0
TCGA.C8.A8HP.01A.11R.A36F.07	2.852946	1.397477	0
TCGA.C8.A8HQ.01A.11R.A36F.07	3.305077	3.305077	0
TCGA.C8.A8HR.01A.11R.A36F.07	2.349963	2.279853	0.043389
TCGA.D8.A13Y.01A.11R.A115.07	0.061995	0.061995	0
TCGA.D8.A13Z.01A.11R.A115.07	0.649036	0.4485	0
TCGA.D8.A140.01A.11R.A115.07	1.222892	1.021494	0
TCGA.D8.A141.01A.11R.A115.07	1.160262	1.160262	0
TCGA.D8.A142.01A.11R.A115.07	0.466661	0.454481	0
TCGA.D8.A143.01A.11R.A115.07	0.098509	0.098509	0
TCGA.D8.A145.01A.11R.A115.07	0.266382	0.266382	0
TCGA.D8.A146.01A.31R.A115.07	0.592467	0.556802	0
TCGA.D8.A147.01A.11R.A115.07	0.618484	0.618484	0
TCGA.D8.A1J8.01A.11R.A13Q.07	0.079045	0.079045	0
TCGA.D8.A1J9.01A.11R.A13Q.07	0.116637	0.116637	0
TCGA.D8.A1JA.01A.11R.A13Q.07	1.513018	1.499327	0
TCGA.D8.A1JB.01A.11R.A13Q.07	1.376668	1.376668	0
TCGA.D8.A1JC.01A.11R.A13Q.07	0.378605	0.378605	0
TCGA.D8.A1JD.01A.11R.A13Q.07	1.418559	0.315551	0
TCGA.D8.A1JE.01A.11R.A13Q.07	0.095345	0.095345	0
TCGA.D8.A1JF.01A.11R.A13Q.07	0.448189	0.448189	0
TCGA.D8.A1JG.01B.11R.A13Q.07	0.558338	0.520435	0.023373
TCGA.D8.A1JH.01A.11R.A13Q.07	1.970363	1.970363	0
TCGA.D8.A1JI.01A.11R.A13Q.07	0.096121	0.065071	0
TCGA.D8.A1JJ.01A.31R.A14M.07	0.195578	0.195578	0
TCGA.D8.A1JK.01A.11R.A13Q.07	1.390058	1.390058	0
TCGA.D8.A1JL.01A.11R.A13Q.07	1.214608	1.214608	0
TCGA.D8.A1JM.01A.11R.A13Q.07	0.063409	0.063409	0
TCGA.D8.A1JN.01A.11R.A13Q.07	0.753153	0.599468	0
TCGA.D8.A1JP.01A.11R.A13Q.07	0.478707	0.442294	0
TCGA.D8.A1JS.01A.11R.A13Q.07	0.984799	0.942909	0
TCGA.D8.A1JT.01A.31R.A13Q.07	0	0	0
TCGA.D8.A1JU.01A.11R.A13Q.07	0.032128	0.032128	0
TCGA.D8.A1X5.01A.11R.A14D.07	0.027004	0.027004	0
TCGA.D8.A1X6.01A.11R.A14M.07	0.602651	0.602651	0
TCGA.D8.A1X7.01A.11R.A14M.07	0.094344	0.094344	0
TCGA.D8.A1X8.01A.11R.A14M.07	0.144418	0.144418	0
TCGA.D8.A1X9.01A.12R.A157.07	0.710626	0.710626	0
TCGA.D8.A1XA.01A.11R.A14D.07	0.105655	0.105655	0
TCGA.D8.A1XB.01A.11R.A14D.07	0.058273	0.058273	0
TCGA.D8.A1XC.01A.11R.A14D.07	0.006005	0.006005	0
TCGA.D8.A1XD.01A.11R.A14D.07	0.276836	0.276836	0
TCGA.D8.A1XF.01A.11R.A14D.07	0.049645	0.003672	0
TCGA.D8.A1XG.01A.11R.A14D.07	0.08327	0.049832	0
TCGA.D8.A1XJ.01A.11R.A14M.07	0.068517	0.068517	0
TCGA.D8.A1XK.01A.21R.A14M.07	1.050172	1.040191	0
TCGA.D8.A1XL.01A.11R.A14M.07	0.064681	0.064681	0
TCGA.D8.A1XM.01A.21R.A14M.07	0.193685	0.193685	0
TCGA.D8.A1XO.01A.11R.A14M.07	0.044807	0.044807	0
TCGA.D8.A1XQ.01A.11R.A14M.07	0.058503	0.027529	0
TCGA.D8.A1XR.01A.11R.A14M.07	0.009311	0.009311	0
TCGA.D8.A1XS.01A.11R.A14M.07	0.045253	0.045253	0
TCGA.D8.A1XT.01A.11R.A14M.07	0.053061	0.053061	0
TCGA.D8.A1XU.01A.11R.A14M.07	0.009616	0.009616	0
TCGA.D8.A1XV.01A.11R.A14M.07	0.027377	0.027377	0
TCGA.D8.A1XW.01A.11R.A14M.07	0.064264	0.064264	0
TCGA.D8.A1XY.01A.11R.A14M.07	1.299031	1.299031	0
TCGA.D8.A1XZ.01A.11R.A14M.07	0.637443	0.637443	0
TCGA.D8.A1Y0.01A.11R.A14M.07	0.102135	0.102135	0
TCGA.D8.A1Y1.01A.21R.A14M.07	0.053426	0.053426	0
TCGA.D8.A1Y2.01A.11R.A157.07	0.591502	0.583013	0
TCGA.D8.A1Y3.01A.11R.A157.07	0.255944	0.241427	0
TCGA.D8.A27E.01A.11R.A16F.07	0.179282	0.179282	0
TCGA.D8.A27F.01A.11R.A16F.07	0.10402	0.10402	0
TCGA.D8.A27G.01A.11R.A16F.07	0.204047	0.204047	0
TCGA.D8.A27H.01A.11R.A16F.07	0.441681	0.441681	0
TCGA.D8.A27I.01A.11R.A16F.07	0.024737	0.024737	0
TCGA.D8.A27K.01A.11R.A16F.07	0.26235	0.217644	0
TCGA.D8.A27L.01A.11R.A16F.07	0.132318	0.132318	0
TCGA.D8.A27M.01A.11R.A16F.07	0.169413	0.169413	0
TCGA.D8.A27N.01A.11R.A16F.07	0.015889	0.015889	0
TCGA.D8.A27P.01A.11R.A16F.07	0.083615	0.039792	0
TCGA.D8.A27R.01A.11R.A16F.07	0.045216	0.045216	0
TCGA.D8.A27T.01A.11R.A16F.07	0.043205	0.043205	0
TCGA.D8.A27V.01A.12R.A17B.07	0.179724	0.179724	0
TCGA.D8.A27W.01A.11R.A16F.07	0.05444	0.043206	0
TCGA.D8.A3Z5.01A.41R.A24H.07	0.052992	0.023637	0
TCGA.D8.A3Z6.01A.11R.A239.07	0.229306	0.084655	0
TCGA.D8.A4Z1.01A.21R.A266.07	0.916614	0.304347	0.204656
TCGA.D8.A73U.01A.11R.A33J.07	0.942233	0.942233	0
TCGA.D8.A73W.01A.22R.A352.07	0.040409	0.040409	0
TCGA.D8.A73X.01A.11R.A32P.07	0.355986	0.355986	0
TCGA.E2.A105.01A.11R.A10J.07	0.050842	0.050842	0
TCGA.E2.A106.01A.11R.A10J.07	0.052094	0.003923	0
TCGA.E2.A107.01A.11R.A10J.07	0.178888	0.178888	0
TCGA.E2.A108.01A.13R.A10J.07	0.423123	0.423123	0
TCGA.E2.A109.01A.11R.A10J.07	0.44403	0.122489	0.321541
TCGA.E2.A10A.01A.21R.A115.07	0.12103	0.12103	0
TCGA.E2.A10B.01A.11R.A10J.07	0.376719	0.376719	0
TCGA.E2.A10C.01A.21R.A10J.07	0.096659	0.096659	0
TCGA.E2.A10E.01A.21R.A10J.07	0.011186	0.011186	0
TCGA.E2.A10F.01A.11R.A10J.07	0.086988	0.086988	0
TCGA.E2.A14N.01A.31R.A137.07	0.24375	0.24375	0
TCGA.E2.A14O.01A.31R.A115.07	0.132748	0.079038	0
TCGA.E2.A14P.01A.31R.A12D.07	0.848541	0.848541	0
TCGA.E2.A14Q.01A.11R.A12D.07	0.30268	0.30268	0
TCGA.E2.A14R.01A.11R.A115.07	0.755443	0.732963	0.008858
TCGA.E2.A14S.01A.11R.A12D.07	0.241713	0.241713	0
TCGA.E2.A14T.01A.11R.A115.07	0.0374	0.0374	0
TCGA.E2.A14U.01A.11R.A22K.07	0.157128	0.157128	0
TCGA.E2.A14V.01A.11R.A12D.07	0.092603	0.092603	0
TCGA.E2.A14W.01A.11R.A12D.07	0.072294	0.072294	0
TCGA.E2.A14X.01A.11R.A115.07	0.724074	0.503863	0.071269
TCGA.E2.A14Y.01A.21R.A12D.07	0.03292	0.03292	0
TCGA.E2.A14Z.01A.11R.A115.07	6.42791	5.884092	0.151608
TCGA.E2.A150.01A.11R.A12D.07	0.508304	0.508304	0
TCGA.E2.A152.01A.11R.A12D.07	0.382788	0.382788	0
TCGA.E2.A153.01A.12R.A12D.07	0.032295	0.032295	0
TCGA.E2.A153.11A.31R.A12D.07	0.398871	0.398871	0
TCGA.E2.A154.01A.11R.A115.07	0.016328	0.016328	0
TCGA.E2.A155.01A.11R.A12D.07	0.180018	0.180018	0
TCGA.E2.A156.01A.11R.A12D.07	0.295545	0.295545	0
TCGA.E2.A158.01A.11R.A12D.07	0.189319	0.076856	0
TCGA.E2.A158.11A.22R.A12D.07	0.051511	0.051511	0
TCGA.E2.A159.01A.11R.A115.07	0.0985	0.0985	0
TCGA.E2.A15A.01A.11R.A12D.07	0.157346	0.157346	0
TCGA.E2.A15A.06A.11R.A12D.07	0.090337	0.090337	0
TCGA.E2.A15C.01A.31R.A12D.07	0.231091	0.231091	0
TCGA.E2.A15D.01A.11R.A115.07	0.08044	0.08044	0
TCGA.E2.A15E.01A.11R.A12D.07	0.777012	0.490962	0
TCGA.E2.A15E.06A.11R.A12D.07	0.141408	0.141408	0
TCGA.E2.A15F.01A.11R.A115.07	0.127098	0.127098	0
TCGA.E2.A15G.01A.11R.A12D.07	0.077234	0.077234	0
TCGA.E2.A15H.01A.11R.A12D.07	0.011804	0.011804	0
TCGA.E2.A15I.01A.21R.A137.07	0.416179	0.416179	0
TCGA.E2.A15I.11A.32R.A137.07	0.008443	0.008443	0
TCGA.E2.A15J.01A.11R.A12P.07	0.011964	0	0.011964
TCGA.E2.A15K.01A.11R.A12P.07	0.081053	0.081053	0
TCGA.E2.A15K.06A.11R.A12P.07	0.056815	0.056815	0
TCGA.E2.A15K.11A.13R.A12P.07	0	0	0
TCGA.E2.A15L.01A.11R.A12D.07	0.025735	0.025735	0
TCGA.E2.A15M.01A.11R.A12D.07	0.303575	0.303575	0
TCGA.E2.A15M.11A.22R.A12D.07	0.014621	0.014621	0
TCGA.E2.A15O.01A.11R.A115.07	0.413726	0.413726	0
TCGA.E2.A15P.01A.11R.A115.07	0.143118	0.105916	0
TCGA.E2.A15R.01A.11R.A115.07	0.3545	0.3545	0
TCGA.E2.A15S.01A.11R.A115.07	0.042211	0.042211	0
TCGA.E2.A15T.01A.11R.A115.07	0.143173	0.143173	0
TCGA.E2.A1AZ.01A.11R.A12P.07	2.401406	2.401406	0
TCGA.E2.A1B0.01A.11R.A12P.07	0.355798	0.355798	0
TCGA.E2.A1B1.01A.21R.A12P.07	0.532733	0.500378	0.016341
TCGA.E2.A1B4.01A.11R.A12P.07	0.640223	0.640223	0
TCGA.E2.A1B5.01A.21R.A12P.07	0.709649	0.709649	0
TCGA.E2.A1B6.01A.31R.A12P.07	18.277984	18.16852	0.068737
TCGA.E2.A1BC.01A.11R.A12P.07	0.126684	0	0
TCGA.E2.A1BC.11A.32R.A12P.07	0.026017	0	0
TCGA.E2.A1BD.01A.11R.A12P.07	0.154553	0.154553	0
TCGA.E2.A1IE.01A.11R.A13Q.07	0.008759	0.008759	0
TCGA.E2.A1IF.01A.11R.A144.07	0.122463	0.122463	0
TCGA.E2.A1IG.01A.11R.A144.07	0.347052	0.347052	0
TCGA.E2.A1IG.11A.22R.A144.07	0	0	0
TCGA.E2.A1IH.01A.11R.A13Q.07	3.480684	3.438696	0.034315
TCGA.E2.A1II.01A.11R.A144.07	0.235523	0.235523	0
TCGA.E2.A1IJ.01A.11R.A144.07	0.32341	0.32341	0
TCGA.E2.A1IK.01A.11R.A144.07	0.082893	0.082893	0
TCGA.E2.A1IL.01A.11R.A14D.07	0.464452	0.464452	0
TCGA.E2.A1IN.01A.11R.A13Q.07	0.074498	0.074498	0
TCGA.E2.A1IO.01A.11R.A144.07	0.126889	0.10959	0
TCGA.E2.A1IU.01A.11R.A14D.07	0.205189	0.205189	0
TCGA.E2.A1L6.01A.11R.A13Q.07	0.043789	0.043789	0
TCGA.E2.A1L7.01A.11R.A144.07	0.109796	0.109796	0
TCGA.E2.A1L7.11A.33R.A144.07	0.062639	0.050176	0
TCGA.E2.A1L8.01A.11R.A13Q.07	0.014455	0.014455	0
TCGA.E2.A1L9.01A.11R.A13Q.07	1.506891	1.447616	0
TCGA.E2.A1LA.01A.11R.A144.07	0.252296	0.252296	0
TCGA.E2.A1LB.01A.11R.A144.07	0.20705	0.20705	0
TCGA.E2.A1LB.11A.22R.A144.07	0	0	0
TCGA.E2.A1LE.01A.12R.A19W.07	2.380876	2.380876	0
TCGA.E2.A1LG.01A.21R.A14M.07	0.28816	0.28816	0
TCGA.E2.A1LH.01A.11R.A14D.07	0.573786	0.573786	0
TCGA.E2.A1LH.11A.22R.A14D.07	0.089143	0.089143	0
TCGA.E2.A1LI.01A.12R.A157.07	0.051614	0.051614	0
TCGA.E2.A1LK.01A.21R.A14D.07	0.173288	0.173288	0
TCGA.E2.A1LL.01A.11R.A144.07	0.25092	0.25092	0
TCGA.E2.A1LS.01A.12R.A157.07	0.01562	0.01562	0
TCGA.E2.A1LS.11A.32R.A157.07	0	0	0
TCGA.E2.A2P5.01A.11R.A19W.07	0.897658	0.897658	0
TCGA.E2.A2P6.01A.11R.A19W.07	0.027711	0.01605	0.011661
TCGA.E2.A3DX.01A.21R.A213.07	0.423694	0.423694	0
TCGA.E2.A56Z.01A.12R.A29R.07	0.128553	0.128553	0
TCGA.E2.A570.01A.11R.A29R.07	0.589227	0.079462	0
TCGA.E2.A572.01A.13R.A31O.07	0.052383	0.03464	0
TCGA.E2.A573.01A.11R.A29R.07	0.153884	0.153884	0
TCGA.E2.A574.01A.11R.A29R.07	0.011106	0.011106	0
TCGA.E2.A576.01A.11R.A31O.07	0.476611	0.466526	0
TCGA.E2.A9RU.01A.11R.A41B.07	0.351358	0.351358	0
TCGA.E9.A1N3.01A.12R.A157.07	0.011759	0.011759	0
TCGA.E9.A1N4.01A.11R.A14M.07	0.129828	0.129828	0
TCGA.E9.A1N4.11A.33R.A14M.07	0.067728	0.067728	0
TCGA.E9.A1N5.01A.11R.A14D.07	0.276195	0.276195	0
TCGA.E9.A1N5.11A.41R.A14D.07	0.225723	0.225723	0
TCGA.E9.A1N6.01A.11R.A144.07	0.532474	0.532474	0
TCGA.E9.A1N6.11A.32R.A144.07	0.131011	0.115417	0
TCGA.E9.A1N8.01A.11R.A144.07	0.083277	0.083277	0
TCGA.E9.A1N9.01A.11R.A14D.07	0.675487	0.675487	0
TCGA.E9.A1N9.11A.71R.A14D.07	0.043774	0.043774	0
TCGA.E9.A1NA.01A.11R.A144.07	0.248116	0.248116	0
TCGA.E9.A1NA.11A.33R.A144.07	0.021648	0	0.021648
TCGA.E9.A1NC.01A.21R.A26B.07	0.973747	0.961097	0
TCGA.E9.A1ND.01A.11R.A144.07	6.40439	6.373222	0
TCGA.E9.A1ND.11A.43R.A144.07	0.04866	0.04866	0
TCGA.E9.A1NE.01A.21R.A14M.07	2.500573	2.469285	0.031288
TCGA.E9.A1NF.01A.11R.A14D.07	0.149385	0.149385	0
TCGA.E9.A1NF.11A.73R.A14D.07	0.009807	0.009807	0
TCGA.E9.A1NG.01A.21R.A14M.07	0.21982	0.21982	0
TCGA.E9.A1NG.11A.52R.A14M.07	0.018246	0.018246	0
TCGA.E9.A1NH.01A.11R.A14D.07	0.077078	0.077078	0
TCGA.E9.A1NI.01A.11R.A14D.07	0.063012	0.063012	0
TCGA.E9.A1QZ.01A.21R.A169.07	0.286029	0.274238	0
TCGA.E9.A1R0.01A.22R.A16F.07	0.013493	0.013493	0
TCGA.E9.A1R2.01A.11R.A14D.07	2.07801	1.97431	0.1037
TCGA.E9.A1R3.01A.31R.A14M.07	0.041523	0.041523	0
TCGA.E9.A1R4.01A.21R.A14D.07	0.327685	0.327685	0
TCGA.E9.A1R5.01A.11R.A14M.07	0.068401	0.068401	0
TCGA.E9.A1R6.01A.11R.A14D.07	0.040744	0.040744	0
TCGA.E9.A1R7.01A.11R.A14M.07	0.059618	0.059618	0
TCGA.E9.A1R7.11A.42R.A14M.07	0.029108	0.029108	0
TCGA.E9.A1RA.01A.11R.A14D.07	0.152837	0.152837	0
TCGA.E9.A1RB.01A.11R.A157.07	0.040481	0.040481	0
TCGA.E9.A1RB.11A.33R.A157.07	0.011915	0.011915	0
TCGA.E9.A1RC.01A.11R.A157.07	0.005001	0.005001	0
TCGA.E9.A1RC.11A.33R.A157.07	0	0	0
TCGA.E9.A1RD.01A.11R.A157.07	0.113549	0.113549	0
TCGA.E9.A1RD.11A.33R.A157.07	0	0	0
TCGA.E9.A1RE.01A.11R.A157.07	0.08058	0.08058	0
TCGA.E9.A1RF.01A.11R.A157.07	0.630438	0.630438	0
TCGA.E9.A1RF.11A.32R.A157.07	0.00319	0.00319	0
TCGA.E9.A1RG.01A.11R.A14D.07	0.110831	0.110831	0
TCGA.E9.A1RH.01A.21R.A169.07	0.044179	0.044179	0
TCGA.E9.A1RH.11A.34R.A169.07	0.054551	0.054551	0
TCGA.E9.A1RI.01A.11R.A169.07	0.191773	0.184496	0
TCGA.E9.A1RI.11A.41R.A169.07	0.012697	0	0
TCGA.E9.A226.01A.21R.A157.07	0.135324	0.083861	0
TCGA.E9.A227.01A.11R.A157.07	0.024374	0.024374	0
TCGA.E9.A228.01A.31R.A157.07	0.023944	0.023944	0
TCGA.E9.A229.01A.31R.A157.07	0.102311	0.102311	0
TCGA.E9.A22A.01A.11R.A157.07	0.129501	0.129501	0
TCGA.E9.A22B.01A.11R.A157.07	0.012038	0.012038	0
TCGA.E9.A22D.01A.11R.A157.07	0.189257	0.189257	0
TCGA.E9.A22E.01A.11R.A157.07	0.193622	0.193622	0
TCGA.E9.A22G.01A.11R.A157.07	0.285875	0.285875	0
TCGA.E9.A22H.01A.11R.A157.07	0.038209	0.038209	0
TCGA.E9.A243.01A.21R.A169.07	0.589778	0.574459	0
TCGA.E9.A244.01A.11R.A169.07	0.005687	0.005687	0
TCGA.E9.A245.01A.22R.A16F.07	0.394368	0.312976	0
TCGA.E9.A247.01A.11R.A169.07	0.124654	0.124654	0
TCGA.E9.A248.01A.11R.A169.07	0.451509	0.365723	0
TCGA.E9.A249.01A.11R.A169.07	0.010726	0.010726	0
TCGA.E9.A24A.01A.11R.A169.07	0.392177	0.221483	0
TCGA.E9.A295.01A.11R.A16F.07	0.047267	0.047267	0
TCGA.E9.A2JS.01A.11R.A180.07	1.221102	1.221102	0
TCGA.E9.A2JT.01A.22R.A18M.07	4.530337	4.057279	0.088554
TCGA.E9.A3HO.01A.11R.A213.07	0.676855	0.676855	0
TCGA.E9.A3Q9.01A.11R.A21T.07	0.295442	0.295442	0
TCGA.E9.A3QA.01A.61R.A22K.07	2.50953	2.50953	0
TCGA.E9.A3X8.01A.31R.A22U.07	0.305606	0.305606	0
TCGA.E9.A54X.01A.11R.A266.07	0.057319	0.057319	0
TCGA.E9.A54Y.01A.11R.A466.07	0.068821	0.05983	0
TCGA.E9.A5FK.01A.11R.A27Q.07	0.512245	0.512245	0
TCGA.E9.A5FL.01A.11R.A27Q.07	0.069078	0.069078	0
TCGA.E9.A5UO.01A.11R.A28M.07	0.029558	0.029558	0
TCGA.E9.A5UP.01A.11R.A28M.07	0.052524	0.052524	0
TCGA.E9.A6HE.01A.11R.A31O.07	0.115136	0.115136	0
TCGA.EW.A1IW.01A.11R.A13Q.07	0.036114	0.036114	0
TCGA.EW.A1IX.01A.12R.A144.07	0.025638	0.025638	0
TCGA.EW.A1IY.01A.11R.A13Q.07	0.059673	0.059673	0
TCGA.EW.A1IZ.01A.11R.A13Q.07	0.938698	0.938698	0
TCGA.EW.A1J1.01A.11R.A13Q.07	0.043276	0.043276	0
TCGA.EW.A1J2.01A.21R.A13Q.07	0.104189	0.104189	0
TCGA.EW.A1J3.01A.11R.A13Q.07	0.136249	0.136249	0
TCGA.EW.A1J5.01A.11R.A13Q.07	1.178245	1.178245	0
TCGA.EW.A1J6.01A.11R.A13Q.07	0.122017	0.122017	0
TCGA.EW.A1OV.01A.11R.A144.07	4.929583	4.768508	0
TCGA.EW.A1OW.01A.21R.A144.07	2.485664	2.485664	0
TCGA.EW.A1OX.01A.11R.A144.07	0.232412	0.137926	0
TCGA.EW.A1OY.01A.11R.A144.07	0.300101	0.300101	0
TCGA.EW.A1OZ.01A.11R.A144.07	0.09135	0.09135	0
TCGA.EW.A1P0.01A.11R.A144.07	0.310869	0.242748	0
TCGA.EW.A1P1.01A.31R.A14D.07	0.717158	0.717158	0
TCGA.EW.A1P3.01A.11R.A144.07	0.562077	0.539769	0
TCGA.EW.A1P4.01A.21R.A144.07	0.013133	0	0.013133
TCGA.EW.A1P5.01A.11R.A144.07	0.816429	0.816429	0
TCGA.EW.A1P6.01A.11R.A144.07	0.689819	0.689819	0
TCGA.EW.A1P7.01A.21R.A144.07	2.259272	2.23434	0
TCGA.EW.A1P8.01A.11R.A144.07	1.345103	1.327094	0
TCGA.EW.A1PA.01A.11R.A144.07	0.886596	0.886596	0
TCGA.EW.A1PB.01A.11R.A144.07	0.124347	0.124347	0
TCGA.EW.A1PC.01B.11R.A21T.07	0.125857	0.125857	0
TCGA.EW.A1PD.01A.11R.A144.07	0.050262	0.02084	0.029422
TCGA.EW.A1PE.01A.11R.A144.07	1.57646	1.540696	0
TCGA.EW.A1PF.01A.11R.A144.07	0.229934	0.212883	0
TCGA.EW.A1PG.01A.11R.A144.07	0.077485	0.077485	0
TCGA.EW.A1PH.01A.11R.A14M.07	0.126434	0.126434	0
TCGA.EW.A2FR.01A.11R.A21T.07	0.622444	0.622444	0
TCGA.EW.A2FS.01A.11R.A17B.07	0.058795	0.058795	0
TCGA.EW.A2FV.01A.11R.A17B.07	1.052976	0.982228	0.01692
TCGA.EW.A2FW.01A.11R.A17B.07	0.015267	0.015267	0
TCGA.EW.A3E8.01B.11R.A24H.07	3.29071	2.417345	0
TCGA.EW.A3U0.01A.11R.A22K.07	1.694224	1.678008	0
TCGA.EW.A423.01A.11R.A24H.07	1.279455	1.279455	0
TCGA.EW.A424.01A.11R.A24H.07	0.227126	0.208444	0
TCGA.EW.A6S9.01A.22R.A33J.07	0.209973	0.209973	0
TCGA.EW.A6SA.01A.21R.A32P.07	0.140291	0.125583	0
TCGA.EW.A6SB.01A.12R.A32P.07	0.202554	0.197118	0
TCGA.EW.A6SC.01A.12R.A32P.07	0.231469	0.198111	0.033358
TCGA.EW.A6SD.01A.12R.A33J.07	1.254262	1.254262	0
TCGA.GI.A2C8.01A.11R.A16F.07	0.034473	0.034473	0
TCGA.GI.A2C8.11A.22R.A16F.07	0	0	0
TCGA.GI.A2C9.01A.11R.A21T.07	0.083379	0.083379	0
TCGA.GI.A2C9.11A.22R.A21T.07	0.101285	0.101285	0
TCGA.GM.A2D9.01A.11R.A18M.07	0.215602	0.215602	0
TCGA.GM.A2DA.01A.11R.A18M.07	0.302104	0.229893	0
TCGA.GM.A2DB.01A.31R.A18M.07	2.112889	2.112889	0
TCGA.GM.A2DC.01A.11R.A18M.07	0.218214	0.218214	0
TCGA.GM.A2DD.01A.11R.A180.07	9.539952	9.539952	0
TCGA.GM.A2DF.01A.11R.A180.07	0.44209	0.426076	0
TCGA.GM.A2DH.01A.11R.A180.07	3.934652	3.884056	0.017849
TCGA.GM.A2DI.01A.31R.A18M.07	2.030727	1.981105	0.049622
TCGA.GM.A2DK.01A.21R.A180.07	0.199999	0.177667	0
TCGA.GM.A2DL.01A.11R.A18M.07	0.444762	0.444762	0
TCGA.GM.A2DM.01A.11R.A180.07	0.076353	0.076353	0
TCGA.GM.A2DN.01A.11R.A180.07	0.258028	0.258028	0
TCGA.GM.A2DO.01A.11R.A18M.07	2.244902	2.093849	0
TCGA.GM.A3NW.01A.21R.A22K.07	0.147749	0.147749	0
TCGA.GM.A3NY.01A.11R.A21T.07	1.126782	1.119777	0
TCGA.GM.A3XG.01A.31R.A24H.07	0.359982	0.348979	0
TCGA.GM.A3XL.01A.11R.A22U.07	0.04252	0.04252	0
TCGA.GM.A3XN.01A.12R.A22U.07	0.132602	0.132602	0
TCGA.GM.A4E0.01A.12R.A266.07	0.14456	0.14456	0
TCGA.GM.A5PV.01A.11R.A28M.07	0.148695	0.148695	0
TCGA.GM.A5PX.01A.12R.A28M.07	0.098731	0.098731	0
TCGA.HN.A2NL.01A.11R.A18M.07	0.432053	0.432053	0
TCGA.HN.A2OB.01A.21R.A27Q.07	0.731197	0.348414	0.014092
TCGA.JL.A3YW.01A.12R.A239.07	2.724404	2.526915	0.17783
TCGA.JL.A3YX.01A.11R.A22U.07	0.047434	0.047434	0
TCGA.LD.A66U.01A.11R.A31O.07	0.110856	0.110856	0
TCGA.LD.A74U.01A.13R.A33J.07	0.025396	0.025396	0
TCGA.LD.A7W5.01A.22R.A352.07	1.345242	1.291919	0
TCGA.LD.A7W6.01A.81R.A352.07	0.829953	0.754039	0
TCGA.LD.A9QF.01A.32R.A41B.07	4.38676	4.363522	0.011589
TCGA.LL.A440.01A.11R.A24H.07	0.809814	0.790124	0
TCGA.LL.A441.01A.11R.A24H.07	0.295481	0.269436	0
TCGA.LL.A442.01A.11R.A24H.07	0.292817	0.272462	0
