ID	seqname	strand	start	stop	Geneid	hgnc_symbol	entrezgene_id	biotype
16849337	chr17	-	75148643	75148756	ENSG00000222808	RNU4-47P	NA	snRNA
17112058	chrX	-	71596829	71597019	ENSG00000222810	RNU2-68P	NA	snRNA
17112032	chrX	-	71549366	71792953	ENSG00000222810	RNU2-68P	NA	snRNA
16685253	chr1	-	36868322	36868460	ENSG00000222821	RNU4-27P	NA	snRNA
16903172	chr2	-	139621167	139621465	ENSG00000222826	RN7SKP286	NA	misc_RNA
16700878	chr1	-	236016300	236016360	ENSG00000222831	MIR1537	100302139	miRNA
16908206	chr2	-	217658212	217658323	ENSG00000222832	RNA5SP120	NA	rRNA_pseudogene
16882808	chr2	+	91862883	91862992	ENSG00000222835	RNA5SP100	NA	rRNA_pseudogene
16956258	chr3	-	72740856	72740962	ENSG00000222838	RNA5SP136	NA	rRNA_pseudogene
16894733	chr2	-	17304108	17304407	ENSG00000222842	RN7SKP168	NA	misc_RNA
16733038	chr11	+	125147448	125147553	ENSG00000222844	RNU6-321P	NA	snRNA
16733009	chr11	+	125034559	125303285	ENSG00000222844	RNU6-321P	NA	snRNA
16906281	chr2	-	187987289	187987588	ENSG00000222845	RN7SKP42	NA	misc_RNA
16993557	chr5	+	180336838	180336927	ENSG00000222852	Y_RNA	NA	misc_RNA
16692559	chr1	-	148913273	148913382	ENSG00000222854	RNA5SP59	NA	rRNA_pseudogene
16843072	chr17	-	27968629	27968720	ENSG00000222858	RNU6-920P	NA	snRNA
16972614	chr4	+	178102596	178102895	ENSG00000222859	RN7SKP136	NA	misc_RNA
17067324	chr8	+	27537349	27537452	ENSG00000222862	RNU6-1086P	NA	snRNA
17045249	chr7	+	37390747	37390846	ENSG00000222869	RNU6-565P	NA	snRNA
17048536	chr7	+	94124611	94124716	ENSG00000222870	RNU6-1328P	NA	snRNA
16939635	chr3	+	42263332	42263457	ENSG00000222872	RNU4-78P	NA	snRNA
16939592	chr3	+	42002914	42267381	ENSG00000222872	RNU4-78P	NA	snRNA
16914476	chr20	+	45487972	45488311	ENSG00000222874	RN7SKP33	NA	misc_RNA
16767981	chr12	-	80737295	80737572	ENSG00000222880	RN7SKP261	NA	misc_RNA
16844312	chr17	-	38544768	38574408	ENSG00000222881	Y_RNA	NA	misc_RNA
16844354	chr17	-	38547484	38547590	ENSG00000222881	Y_RNA	NA	misc_RNA
16956373	chr3	-	76014131	76014220	ENSG00000222883	Y_RNA	NA	misc_RNA
17069859	chr8	+	70612459	70612730	ENSG00000222889	RN7SKP29	NA	misc_RNA
16755818	chr12	+	101805135	101805237	ENSG00000222890	RNU6-1068P	NA	snRNA
17006552	chr6	+	31050787	31050886	ENSG00000222895	RNU6-1133P	NA	snRNA
17077646	chr8	-	62544239	62544571	ENSG00000222898	RN7SKP97	NA	misc_RNA
17077594	chr8	-	62413115	62627199	ENSG00000222898	RN7SKP97	NA	misc_RNA
16703856	chr10	+	35231897	35232003	ENSG00000222909	RNU6-193P	NA	snRNA
16928938	chr22	+	30792846	30821291	ENSG00000222915	RNU6-564P	NA	snRNA
16928965	chr22	+	30817034	30817137	ENSG00000222915	RNU6-564P	NA	snRNA
16779217	chr13	-	51601883	51601988	ENSG00000222920	RNA5SP29	NA	rRNA_pseudogene
16779199	chr13	-	51568647	51640293	ENSG00000222920	RNA5SP29	NA	rRNA_pseudogene
16885895	chr2	+	134988766	134988883	ENSG00000222921	RNA5SP104	NA	rRNA_pseudogene
16885874	chr2	+	134877554	135212192	ENSG00000222921	RNA5SP104	NA	rRNA_pseudogene
17102407	chrX	+	32120182	32120293	ENSG00000222922	RNA5SP501	NA	rRNA_pseudogene
16884825	chr2	+	115177702	115177879	ENSG00000222923	RNU2-41P	NA	snRNA
17000340	chr5	-	137405044	137405147	ENSG00000222924	RNU6-1148P	NA	snRNA
16782412	chr14	+	24261139	24261445	ENSG00000222931	RN7SKP205	NA	misc_RNA
16769196	chr12	-	102190188	102190280	ENSG00000222932	RNU6-172P	NA	snRNA
16769159	chr12	-	102139275	102224716	ENSG00000222932	RNU6-172P	NA	snRNA
16942887	chr3	+	86411282	86411624	ENSG00000222934	RN7SKP284	NA	misc_RNA
17000518	chr5	-	137894659	137894728	ENSG00000222937	SNORD63B	NA	snoRNA
16877679	chr2	+	24268705	24268808	ENSG00000222940	RNU6-370P	NA	snRNA
17053709	chr7	+	151613412	151613503	ENSG00000222941	Y_RNA	NA	misc_RNA
16952525	chr3	-	41808107	41808411	ENSG00000222942	RN7SKP58	NA	misc_RNA
16762443	chr12	-	25932221	25932503	ENSG00000222950	RN7SKP262	NA	misc_RNA
16681945	chr1	-	13949679	13949779	ENSG00000222952	RNA5SP41	NA	rRNA_pseudogene
17069043	chr8	+	56657791	56657901	ENSG00000222955	RNA5SP265	NA	rRNA_pseudogene
17025664	chr6	-	166922842	166922921	ENSG00000222958	MIR1913	100302141	miRNA
16996131	chr5	-	53207850	53207953	ENSG00000222960	RNU6-272P	NA	snRNA
17049062	chr7	+	99549656	99549781	ENSG00000222966	AC004522.1	NA	snoRNA
16780451	chr13	-	98856089	98856446	ENSG00000222969	RN7SKP8	NA	misc_RNA
17013385	chr6	+	146348782	146758734	ENSG00000222971	RNA5SP222	NA	rRNA_pseudogene
17013402	chr6	+	146661556	146661660	ENSG00000222971	RNA5SP222	NA	rRNA_pseudogene
16889528	chr2	+	202511439	202511543	ENSG00000222972	RNU6-651P	NA	snRNA
17092001	chr9	-	2162763	2162953	ENSG00000222973	RNU2-25P	NA	snRNA
17043767	chr7	+	12916309	12916571	ENSG00000222974	RN7SKP228	NA	misc_RNA
16836402	chr17	+	55866810	55867093	ENSG00000222976	RN7SKP94	NA	misc_RNA
16710009	chr10	+	123170430	123170714	ENSG00000222979	RN7SKP167	NA	misc_RNA
16770681	chr12	-	114942681	114942992	ENSG00000222982	RN7SKP216	NA	misc_RNA
16938579	chr3	+	31270207	31270339	ENSG00000222983	RNA5SP127	NA	rRNA_pseudogene
16793923	chr14	-	65591070	65591260	ENSG00000222985	RNU2-14P	NA	snRNA
16678801	chr1	+	231806381	231806496	ENSG00000222986	RNU5A-5P	NA	snRNA
16987658	chr5	+	101638208	101638514	ENSG00000222987	RN7SKP68	NA	misc_RNA
16787268	chr14	+	88965678	88981433	ENSG00000222990	RNU4-22P	NA	snRNA
16787274	chr14	+	88979842	88980007	ENSG00000222990	RNU4-22P	NA	snRNA
16710664	chr10	+	132303370	132303465	ENSG00000222997	Y_RNA	NA	misc_RNA
16724838	chr11	+	57219163	57219495	ENSG00000222998	RN7SKP259	NA	misc_RNA
17021544	chr6	-	89773219	89773409	ENSG00000223001	RNU2-61P	NA	snRNA
16996343	chr5	-	55442566	55442673	ENSG00000223003	RNA5SP184	NA	rRNA_pseudogene
16996324	chr5	-	55395507	55529186	ENSG00000223003	RNA5SP184	NA	rRNA_pseudogene
16983585	chr5	+	24811590	24811657	ENSG00000223004	SNORD29	NA	snoRNA
16979442	chr4	-	121982327	121982633	ENSG00000223006	RN7SKP137	NA	misc_RNA
16979432	chr4	-	121956768	121994176	ENSG00000223006	RN7SKP137	NA	misc_RNA
16982868	chr5	+	5126159	5126450	ENSG00000223007	RN7SKP73	NA	misc_RNA
17095440	chr9	-	88836224	88874572	ENSG00000223012	RN7SKP264	NA	misc_RNA
17095448	chr9	-	88873273	88873561	ENSG00000223012	RN7SKP264	NA	misc_RNA
16729188	chr11	+	75526212	75855282	ENSG00000223013	RNA5SP344	NA	rRNA_pseudogene
16729220	chr11	+	75645980	75646083	ENSG00000223013	RNA5SP344	NA	rRNA_pseudogene
16729838	chr11	+	87317675	87317777	ENSG00000223015	RNU6-1135P	NA	snRNA
16712603	chr10	-	26102740	26102846	ENSG00000223019	RNA5SP306	NA	rRNA_pseudogene
16851397	chr18	+	20513290	20606449	ENSG00000223023	Y_RNA	NA	misc_RNA
16851422	chr18	+	20604559	20604666	ENSG00000223023	Y_RNA	NA	misc_RNA
16777065	chr13	-	19408543	19446109	ENSG00000223024	RNU6-55P	NA	snRNA
16666543	chr1	+	81717474	81717781	ENSG00000223026	RN7SKP247	NA	misc_RNA
16703471	chr10	+	27077946	27078086	ENSG00000223027	AL139404.1	NA	snoRNA
16972098	chr4	+	165541884	165541989	ENSG00000223037	RNU6-284P	NA	snRNA
17013782	chr6	+	151640770	151641085	ENSG00000223039	RN7SKP268	NA	misc_RNA
17013773	chr6	+	151561134	151679694	ENSG00000223039	RN7SKP268	NA	misc_RNA
16950203	chr3	-	2130617	2130895	ENSG00000223040	RN7SKP144	NA	misc_RNA
16748290	chr12	+	10236785	10237089	ENSG00000223042	RN7SKP161	NA	misc_RNA
17021162	chr6	-	82920055	82920157	ENSG00000223044	RNU6-130P	NA	snRNA
17021122	chr6	-	82879700	82957471	ENSG00000223044	RNU6-130P	NA	snRNA
16755906	chr12	+	102230598	102230705	ENSG00000223046	RNA5SP369	NA	rRNA_pseudogene
16703854	chr10	+	35215703	35215810	ENSG00000223047	RNU6-847P	NA	snRNA
16933300	chr22	-	26359949	26360239	ENSG00000223056	RN7SKP169	NA	misc_RNA
16933297	chr22	-	26355040	26379492	ENSG00000223056	RN7SKP169	NA	misc_RNA
16865840	chr19	+	56616785	56616879	ENSG00000223060	Y_RNA	NA	misc_RNA
16661475	chr1	+	28151049	28151154	ENSG00000223062	RNU6-1245P	NA	snRNA
16706818	chr10	+	87297136	87297240	ENSG00000223064	RNU6-325P	NA	snRNA
16697425	chr1	-	192844816	192845115	ENSG00000223075	RN7SKP126	NA	misc_RNA
16775189	chr13	+	61187742	61187868	ENSG00000223076	RNA5SP31	NA	rRNA_pseudogene
16924459	chr21	-	24654058	24654231	ENSG00000223078	RNU2-55P	NA	snRNA
16735529	chr11	-	8964927	8965014	ENSG00000223080	Y_RNA	NA	misc_RNA
16974280	chr4	-	10075963	10118573	ENSG00000223086	RNA5SP155	NA	rRNA_pseudogene
16974315	chr4	-	10117380	10117508	ENSG00000223086	RNA5SP155	NA	rRNA_pseudogene
16791803	chr14	-	32131244	32131349	ENSG00000223087	RNU6-602P	NA	snRNA
17084067	chr9	+	24905467	24905733	ENSG00000223088	RMRPP5	NA	ribozyme
16907128	chr2	-	201713761	201713867	ENSG00000223092	RNA5SP115	NA	rRNA_pseudogene
16888104	chr2	+	179007275	179007378	ENSG00000223096	RNU5E-9P	NA	snRNA
16714699	chr10	-	62629196	62761198	ENSG00000223107	RNU2-72P	NA	snRNA
16714720	chr10	-	62672523	62672685	ENSG00000223107	RNU2-72P	NA	snRNA
16827675	chr16	-	69599711	69599771	ENSG00000223109	MIR1538	100302119	miRNA
17052293	chr7	+	140070241	140070345	ENSG00000223113	RNA5SP247	NA	rRNA_pseudogene
16949584	chr3	+	190231840	190375843	ENSG00000223117	RN7SKP296	NA	misc_RNA
16949615	chr3	+	190359952	190360292	ENSG00000223117	RN7SKP296	NA	misc_RNA
16902396	chr2	-	124626833	124627147	ENSG00000223118	RN7SKP102	NA	misc_RNA
16902392	chr2	-	124597399	124671069	ENSG00000223118	RN7SKP102	NA	misc_RNA
16805458	chr15	+	97385299	97385614	ENSG00000223120	RN7SKP181	NA	misc_RNA
16834174	chr17	+	39624208	39624398	ENSG00000223125	RNU2-32P	NA	snRNA
16768563	chr12	-	94402515	94402823	ENSG00000223126	RN7SKP263	NA	misc_RNA
16917772	chr20	-	21405396	21405679	ENSG00000223128	RN7SKP140	NA	misc_RNA
16703182	chr10	+	23216953	23326518	ENSG00000223131	RNA5SP304	NA	rRNA_pseudogene
16703218	chr10	+	23286184	23286287	ENSG00000223131	RNA5SP304	NA	rRNA_pseudogene
16983647	chr5	+	29948935	29949237	ENSG00000223136	RN7SKP207	NA	misc_RNA
16850944	chr18	+	9913955	9960018	ENSG00000223138	RNA5SP450	NA	rRNA_pseudogene
16850954	chr18	+	9923917	9924018	ENSG00000223138	RNA5SP450	NA	rRNA_pseudogene
16931556	chr22	+	50132325	50132651	ENSG00000223142	RN7SKP252	NA	misc_RNA
16894153	chr2	-	7281358	7281675	ENSG00000223145	RN7SKP112	NA	misc_RNA
16688223	chr1	-	66560144	66560229	ENSG00000223152	RNU4-88P	NA	snRNA
16702747	chr10	+	16478964	16555736	ENSG00000223156	RNU2-18P	NA	snRNA
16702759	chr10	+	16518002	16518163	ENSG00000223156	RNU2-18P	NA	snRNA
16777569	chr13	-	26524842	26524959	ENSG00000223158	RNY1P3	NA	misc_RNA
17084159	chr9	+	27198285	27198399	ENSG00000223162	RNA5SP280	NA	rRNA_pseudogene
16826479	chr16	-	51705147	51705474	ENSG00000223168	RN7SKP142	NA	misc_RNA
17020962	chr6	-	76574956	76575052	ENSG00000223169	RNA5SP209	NA	rRNA_pseudogene
16786843	chr14	+	77356606	77356956	ENSG00000223174	RN7SKP17	NA	misc_RNA
16664514	chr1	+	48913608	48913714	ENSG00000223175	RNU4-61P	NA	snRNA
16780904	chr13	-	108953560	108953679	ENSG00000223177	RNA5SP39	NA	rRNA_pseudogene
16988299	chr5	+	118343266	118343363	ENSG00000223179	RNU6-373P	NA	snRNA
16679950	chr1	-	693613	693716	ENSG00000223181	RNU6-1199P	NA	snRNA
17090188	chr9	+	132883085	132883191	ENSG00000223188	Y_RNA	NA	misc_RNA
17090161	chr9	+	132815705	132902448	ENSG00000223188	Y_RNA	NA	misc_RNA
17051189	chr7	+	128267226	128267329	ENSG00000223189	RNU6-177P	NA	snRNA
16913848	chr20	+	41691966	41692249	ENSG00000223190	RN7SKP100	NA	misc_RNA
17025213	chr6	-	159347498	159347603	ENSG00000223191	RNU6-293P	NA	snRNA
16903882	chr2	-	155945951	155946050	ENSG00000223197	RNU6-1001P	NA	snRNA
16909526	chr2	-	232366701	232366912	ENSG00000223198	RNU2-22P	NA	snRNA
16729023	chr11	+	74396269	74396550	ENSG00000223202	RN7SKP297	NA	misc_RNA
17013195	chr6	+	143770946	143771048	ENSG00000223203	RNA5SP221	NA	rRNA_pseudogene
16979334	chr4	-	120355160	120355263	ENSG00000223208	RNU6-1217P	106481564	snRNA
17052346	chr7	+	140752049	140752209	ENSG00000223212	RNU4-74P	NA	snRNA
17067888	chr8	+	37526416	37526523	ENSG00000223215	RNU6-607P	NA	snRNA
16848819	chr17	-	73405167	73405269	ENSG00000223217	RNU6-938P	NA	snRNA
17078132	chr8	-	71693149	71693243	ENSG00000223220	Y_RNA	NA	misc_RNA
16738763	chr11	-	59473530	59473856	ENSG00000223223	RN7SKP192	NA	misc_RNA
16828074	chr16	-	71762903	71842979	ENSG00000223224	SNORD71	692111	snoRNA
16828108	chr16	-	71792305	71792390	ENSG00000223224	SNORD71	692111	snoRNA
16970089	chr4	+	119527605	119527708	ENSG00000223225	RNU6-1054P	NA	snRNA
16689967	chr1	-	97161412	97161723	ENSG00000223229	RN7SKP270	NA	misc_RNA
17097209	chr9	-	114173924	114174022	ENSG00000223238	RNA5SP294	NA	rRNA_pseudogene
17097152	chr9	-	114122972	114247025	ENSG00000223238	RNA5SP294	NA	rRNA_pseudogene
16879376	chr2	+	42098411	42098528	ENSG00000223245	RNU4-63P	NA	snRNA
16942687	chr3	+	73160143	73160333	ENSG00000223247	RNU2-64P	NA	snRNA
16666728	chr1	+	85729979	85730085	ENSG00000223254	Y_RNA	NA	misc_RNA
17091901	chr9	+	141150045	141150148	ENSG00000223256	RNU6-785P	106479913	snRNA
17057054	chr7	-	43247361	43247465	ENSG00000223258	RNU6-575P	NA	snRNA
17112263	chrX	-	75875410	75875528	ENSG00000223259	RNA5SP508	NA	rRNA_pseudogene
17112572	chrX	-	95665431	95665781	ENSG00000223260	RN7SKP194	NA	misc_RNA
16923145	chr21	+	43619799	43720714	ENSG00000223262	RNA5SP492	NA	rRNA_pseudogene
16923177	chr21	+	43641283	43641396	ENSG00000223262	RNA5SP492	NA	rRNA_pseudogene
16665923	chr1	+	67882897	67883001	ENSG00000223263	RNU6-387P	NA	snRNA
16730427	chr11	+	98990906	98991220	ENSG00000223269	RN7SKP53	NA	misc_RNA
16802188	chr15	+	66640614	66640713	ENSG00000223271	Y_RNA	NA	misc_RNA
16754410	chr12	+	76709531	76709828	ENSG00000223273	RN7SKP172	NA	misc_RNA
17108703	chrX	-	1419149	1419268	ENSG00000223274	RNA5SP498	NA	rRNA_pseudogene
16778489	chr13	-	41928693	41928795	ENSG00000223280	RNU6-57P	NA	snRNA
17079477	chr8	-	99413631	99955055	ENSG00000223281	RN7SKP85	NA	misc_RNA
17079515	chr8	-	99933461	99933778	ENSG00000223281	RN7SKP85	NA	misc_RNA
16678157	chr1	+	226633638	226633993	ENSG00000223282	RN7SKP165	NA	misc_RNA
16872489	chr19	-	41213960	41214068	ENSG00000223284	RNU6-195P	NA	snRNA
16872472	chr19	-	41197434	41222790	ENSG00000223284	RNU6-195P	NA	snRNA
16924190	chr21	-	15340810	15340916	ENSG00000223287	RNU6-954P	NA	snRNA
16924183	chr21	-	15316090	15352765	ENSG00000223287	RNU6-954P	NA	snRNA
16886654	chr2	+	155446919	155447040	ENSG00000223290	RNA5SP107	NA	rRNA_pseudogene
17069871	chr8	+	70842140	70842257	ENSG00000223293	RNA5SP270	NA	rRNA_pseudogene
16753531	chr12	+	64969445	64969521	ENSG00000223294	SNORD83	NA	snoRNA
16780313	chr13	-	95963084	95963209	ENSG00000223298	RNY3P8	NA	misc_RNA
16796536	chr14	-	97104524	97104851	ENSG00000223299	RN7SKP108	NA	misc_RNA
16794584	chr14	-	74324764	74324868	ENSG00000223300	Y_RNA	NA	misc_RNA
16718389	chr10	-	112402436	112402543	ENSG00000223302	Y_RNA	NA	misc_RNA
16976108	chr4	-	56406669	56407002	ENSG00000223305	RN7SKP30	NA	misc_RNA
16976074	chr4	-	56298643	56413305	ENSG00000223305	RN7SKP30	NA	misc_RNA
16678103	chr1	+	225928977	225929084	ENSG00000223306	RNU6-1304P	NA	snRNA
16678095	chr1	+	225888306	225939945	ENSG00000223306	RNU6-1304P	NA	snRNA
16808712	chr15	-	47012391	47012710	ENSG00000223308	RN7SKP101	NA	misc_RNA
17110698	chrX	-	48816440	48816543	ENSG00000223309	RNU6-722P	NA	snRNA
16799588	chr15	+	40821769	40821872	ENSG00000223313	RNU6-516P	NA	snRNA
16799582	chr15	+	40780240	40850183	ENSG00000223313	RNU6-516P	NA	snRNA
16733363	chr11	+	127277746	127278043	ENSG00000223315	RN7SKP279	NA	misc_RNA
16904486	chr2	-	165752187	165752287	ENSG00000223318	RNA5SP111	NA	rRNA_pseudogene
17015710	chr6	-	12406718	12407013	ENSG00000223321	RN7SKP293	NA	misc_RNA
16731084	chr11	+	111473115	111601577	ENSG00000223324	RN7SKP273	NA	misc_RNA
16731103	chr11	+	111553835	111554148	ENSG00000223324	RN7SKP273	NA	misc_RNA
17078537	chr8	-	81497820	81498008	ENSG00000223327	RNU2-71P	NA	snRNA
17058000	chr7	-	56469763	56469866	ENSG00000223330	RNU6-1052P	NA	snRNA
17007250	chr6	+	32320654	32320760	ENSG00000223335	RNU6-603P	NA	snRNA
16778887	chr13	-	46916136	47012325	ENSG00000223336	RNU2-6P	NA	snRNA
16778916	chr13	-	46948536	46948725	ENSG00000223336	RNU2-6P	NA	snRNA
16774489	chr13	+	45620725	45657260	ENSG00000223341	RN7SKP3	NA	misc_RNA
16774495	chr13	+	45634864	45635221	ENSG00000223341	RN7SKP3	NA	misc_RNA
16697418	chr1	-	191827837	191859359	ENSG00000223344	AL359081.1	NA	lncRNA
16927734	chr22	+	22697539	22698084	ENSG00000223350	IGLV9-49	NA	IG_V_gene
16938315	chr3	+	21984058	22021320	ENSG00000223351	ZNF385D-AS2	100874221	lncRNA
16694711	chr1	-	156681159	156682982	ENSG00000223356	AL590666.1	NA	lncRNA
16949172	chr3	+	184880659	184909743	ENSG00000223358	EHHADH-AS1	339926	lncRNA
16877292	chr2	+	12739113	12745271	ENSG00000223360	AC096559.1	NA	lncRNA
16890413	chr2	+	213775727	213784533	ENSG00000223373	AC108066.1	NA	lncRNA
16910443	chr2	-	242290755	242292519	ENSG00000223374	AC005104.1	NA	lncRNA
17085363	chr9	+	45004879	45023236	ENSG00000223379	AL391987.3	NA	lncRNA
16709052	chr10	+	110469961	110600418	ENSG00000223381	LINC02661	NA	lncRNA
16661800	chr1	+	31297075	31306693	ENSG00000223382	LINC01778	NA	lncRNA
16961629	chr3	-	172278678	172313397	ENSG00000223387	LINC02068	105374219	lncRNA
16664687	chr1	+	52499063	52509951	ENSG00000223390	AL445685.1	NA	lncRNA
16780317	chr13	-	96131698	96186164	ENSG00000223392	CLDN10-AS1	100874194	lncRNA
16678676	chr1	+	231010592	231014761	ENSG00000223393	AL118511.1	NA	lncRNA
17084389	chr9	+	33750464	33799230	ENSG00000223394	TRBV29OR9-2	NA	TR_V_pseudogene
16925897	chr21	-	42948062	42953246	ENSG00000223400	AP006748.1	NA	lncRNA
16788798	chr14	+	101536248	101539274	ENSG00000223403	MEG9	100507257	lncRNA
16913727	chr20	+	38749682	38754998	ENSG00000223410	AL009050.1	NA	lncRNA
16743200	chr11	-	89644577	89653576	ENSG00000223417	TRIM49D1	399939	protein_coding
16885868	chr2	+	134311886	134315798	ENSG00000223430	AC011243.1	NA	lncRNA
16719063	chr10	-	123374939	123375353	ENSG00000223432	AC009988.1	NA	lncRNA
17051717	chr7	+	132037093	132052735	ENSG00000223436	AC011625.1	NA	lncRNA
17107425	chrX	+	140713994	140714879	ENSG00000223438	AC235097.1	645188	lncRNA
17107416	chrX	+	140590843	140738069	ENSG00000223438	AC235097.1	645188	lncRNA
17084221	chr9	+	32633452	32648683	ENSG00000223440	AL589642.1	NA	lncRNA
16999808	chr5	-	131966281	131999964	ENSG00000223442	TH2LCRR	101927761	lncRNA
17074732	chr8	-	11994677	11996586	ENSG00000223443	USP17L2	377630	protein_coding
17095956	chr9	-	95857221	95857811	ENSG00000223446	AL451065.1	NA	lncRNA
16775491	chr13	+	76445174	76457948	ENSG00000223458	LMO7DN-IT1	104326189	lncRNA
16775498	chr13	+	76452849	76455263	ENSG00000223458	LMO7DN-IT1	104326189	lncRNA
17052859	chr7	+	143294903	143298761	ENSG00000223459	TCAF1P1	NA	unprocessed_pseudogene
16773596	chr13	+	29598748	30080084	ENSG00000223460	GAPDHP69	NA	processed_pseudogene
16927027	chr22	+	19109042	19112016	ENSG00000223461	AC004471.1	NA	lncRNA
16704316	chr10	+	45432956	45451176	ENSG00000223462	AL353801.1	NA	lncRNA
16889023	chr2	+	196397759	196403405	ENSG00000223466	LINC01825	124908063	lncRNA
17019530	chr6	-	43812608	43820084	ENSG00000223469	AL157371.1	NA	lncRNA
16703845	chr10	+	34198166	34206732	ENSG00000223470	LINC02629	NA	lncRNA
17046198	chr7	+	55640864	55656029	ENSG00000223475	AC099681.1	NA	lncRNA
17089844	chr9	+	131486724	131495473	ENSG00000223478	AL441992.1	100506100	lncRNA
16666135	chr1	+	74100899	74180897	ENSG00000223479	LINC02238	NA	lncRNA
16716267	chr10	-	88963610	89102369	ENSG00000223482	NUTM2A-AS1	728190	lncRNA
17025833	chr6	-	169557257	169563089	ENSG00000223485	LINC01615	NA	lncRNA
17102655	chrX	+	39868529	39871435	ENSG00000223486	AC092198.1	NA	lncRNA
17109111	chrX	-	12391286	12393252	ENSG00000223487	FRMPD4-AS1	NA	lncRNA
16920439	chr20	-	51785182	51796089	ENSG00000223492	AL391097.1	NA	lncRNA
16827761	chr16	-	70284134	70285833	ENSG00000223496	EXOSC6	118460	protein_coding
17051914	chr7	+	134671259	134832715	ENSG00000223500	RNF14P4	NA	processed_pseudogene
17018130	chr6	-	33218049	33239824	ENSG00000223501	VPS52	6293	protein_coding
16714373	chr10	-	52822339	52828313	ENSG00000223502	AL731537.1	102724719	lncRNA
17010002	chr6	+	68765243	68770394	ENSG00000223504	AL646090.1	102723883	lncRNA
17009996	chr6	+	68750266	68819883	ENSG00000223504	AL646090.1	102723883	lncRNA
17074015	chr8	-	158344	182318	ENSG00000223508	RPL23AP53	NA	transcribed_processed_pseudogene
16806732	chr15	-	32812049	32828671	ENSG00000223509	AC135983.2	NA	transcribed_processed_pseudogene
16841546	chr17	-	14138990	14140179	ENSG00000223510	CDRT15	146822	protein_coding
17101169	chrX	+	1851477	1874878	ENSG00000223511	AL683807.1	NA	lncRNA
17101174	chrX	+	1862407	1862778	ENSG00000223511	AL683807.1	NA	lncRNA
17107585	chrX	+	147628399	147628918	ENSG00000223516	AFF2-IT1	NA	lncRNA
17107559	chrX	+	147582139	148082193	ENSG00000223516	AFF2-IT1	NA	lncRNA
17117024	chrY	-	16388092	16389369	ENSG00000223517	AC010723.1	NA	lncRNA
16807119	chr15	-	37090798	37110707	ENSG00000223518	CSNK1A1P1	NA	transcribed_processed_pseudogene
16701418	chr1	-	246935180	246952963	ENSG00000223519	KIF28P	NA	transcribed_unitary_pseudogene
16896003	chr2	-	28530558	28533326	ENSG00000223522	AC093690.1	NA	lncRNA
16674084	chr1	+	174866095	174867133	ENSG00000223525	RABGAP1L-IT1	NA	lncRNA
16674025	chr1	+	174128548	174964445	ENSG00000223525	RABGAP1L-IT1	NA	lncRNA
16895096	chr2	-	23553535	23554915	ENSG00000223530	AC012506.1	NA	lncRNA
17007285	chr6	+	32627657	32628506	ENSG00000223534	HLA-DQB1-AS1	106480429	lncRNA
16877448	chr2	+	16909391	16948822	ENSG00000223536	AC008164.1	NA	lncRNA
16988957	chr5	+	131339285	131342715	ENSG00000223548	ACSL6-AS1	101927693	lncRNA
17089622	chr9	+	131104432	131105049	ENSG00000223551	TMSB4XP4	NA	processed_pseudogene
17089606	chr9	+	131102839	131123749	ENSG00000223551	TMSB4XP4	NA	processed_pseudogene
16952878	chr3	-	46406446	46448550	ENSG00000223552	CCR5AS	NA	lncRNA
16903178	chr2	-	140582465	140583446	ENSG00000223554	AC078851.1	NA	lncRNA
16921892	chr21	+	28261695	28312061	ENSG00000223563	AP001599.1	NA	lncRNA
16965004	chr4	+	9236111	9238060	ENSG00000223569	USP17L15	100288520	protein_coding
17108764	chrX	-	2252336	2254451	ENSG00000223571	DHRSX-IT1	NA	lncRNA
16800268	chr15	+	43886225	43991420	ENSG00000223572	CKMT1A	548596	protein_coding
16867471	chr19	-	5558178	5568045	ENSG00000223573	TINCR	257000	protein_coding
16772930	chr13	+	20417276	20417812	ENSG00000223576	AL355001.1	NA	lncRNA
16702269	chr10	+	7139114	7139637	ENSG00000223581	LINC02665	105376386	lncRNA
17012756	chr6	+	134142285	134175130	ENSG00000223586	LINC01312	NA	lncRNA
16936753	chr3	+	62254	66367	ENSG00000223587	LINC01986	NA	lncRNA
17103797	chrX	+	51453925	51455227	ENSG00000223591	CENPVL1	389857	protein_coding
16983019	chr5	+	7372699	7391998	ENSG00000223597	LINC02142	105374644	lncRNA
16693546	chr1	-	153777201	153895451	ENSG00000223599	AL513523.1	NA	processed_pseudogene
17116765	chrY	-	2834873	2870667	ENSG00000223600	EEF1A1P41	NA	processed_pseudogene
16712475	chr10	-	22497743	22498912	ENSG00000223601	EBLN1	340900	protein_coding
17094590	chr9	-	69896513	69901078	ENSG00000223602	AC125634.1	NA	unprocessed_pseudogene
17118415	chr9	-	69882492	69891468	ENSG00000223602	AC125634.1	NA	unprocessed_pseudogene
16886448	chr2	+	150186499	150330662	ENSG00000223604	RPL17P13	NA	processed_pseudogene
16925573	chr21	-	39323728	39493454	ENSG00000223608	DSCR4-IT1	NA	lncRNA
16925586	chr21	-	39378846	39382920	ENSG00000223608	DSCR4-IT1	NA	lncRNA
16734849	chr11	-	5253908	5256600	ENSG00000223609	HBD	3045	protein_coding
17109830	chrX	-	24328979	24331432	ENSG00000223611	SUPT20HL2	170067	protein_coding
17046422	chr7	+	63667581	63680668	ENSG00000223614	ZNF735	730291	protein_coding
