ID	CHROMOSOMAL_LOCATION	Geneid	hgnc_symbol	entrezgene_id	biotype
A_24_P160088	chr21:45178640-45178699	ENSG00000160209	PDXK	8566	protein_coding
A_32_P165993	chr21:045180557-045180498	ENSG00000160209	PDXK	8566	protein_coding
A_24_P65949	chr21:45157297-45157356	ENSG00000160209	PDXK	8566	protein_coding
A_23_P301328	chr21:45157704-45157763	ENSG00000160209	PDXK	8566	protein_coding
A_23_P34093	chrX:153760297-153760238	ENSG00000160211	G6PD	2539	protein_coding
A_24_P913947	chrX:153761987-153761928	ENSG00000160211	G6PD	2539	protein_coding
A_24_P784203	chr21:45192661-45192720	ENSG00000160213	CSTB	1476	protein_coding
A_23_P154894	chr21:45194115-45194056	ENSG00000160213	CSTB	1476	protein_coding
A_23_P80136	chr21:45217868-45217927	ENSG00000160214	RRP1	8568	protein_coding
A_23_P80129	chr21:45223852-45223911	ENSG00000160214	RRP1	8568	protein_coding
A_23_P218743	chr21:45402246-45402305	ENSG00000160216	AGPAT3	56894	protein_coding
A_24_P344711	chr21:45404347-45404406	ENSG00000160216	AGPAT3	56894	protein_coding
A_23_P356466	chr21:45406211-45406270	ENSG00000160216	AGPAT3	56894	protein_coding
A_23_P317683	chr21:45525688-45525747	ENSG00000160218	TRAPPC10	7109	protein_coding
A_23_P255126	chrX:153904051-153903992	ENSG00000160219	GAB3	139716	protein_coding
A_23_P109333	chr21:45565392-45565451	ENSG00000160221	GATD3A	8209	protein_coding
A_32_P197432	chr21:045565198-045565139	ENSG00000160221	GATD3A	8209	protein_coding
A_23_P317667	chr21:45655354-45655295	ENSG00000160223	ICOSLG	23308	protein_coding
A_23_P6272	chr21:45648040-45647981	ENSG00000160223	ICOSLG	23308	protein_coding
A_23_P166280	chr21:45642999-45642940	ENSG00000160223	ICOSLG	23308	protein_coding
A_24_P254355	chr21:45710866-45710925	ENSG00000160224	AIRE	326	protein_coding
A_23_P68740	chr21:45717745-45717804	ENSG00000160224	AIRE	326	protein_coding
A_23_P211167	chr21:45749379-45749320	ENSG00000160226	CFAP410	755	protein_coding
A_32_P14669	chr19:20989001-20989060	ENSG00000160229	ZNF66	7617	protein_coding
A_24_P928489	chr19:020989695-020989754	ENSG00000160229	ZNF66	7617	protein_coding
A_23_P253597	chr21:45877030-45877089	ENSG00000160233	LRRC3	81543	protein_coding
A_23_P329573	chr21:46305985-46305926	ENSG00000160255	ITGB2	3689	protein_coding
A_23_P430411	chr21:46326865-46321625	ENSG00000160255	ITGB2	3689	protein_coding
A_32_P22883	chr21:46393173-46396646	ENSG00000160256	FAM207A	85395	protein_coding
A_23_P61202	chr21:46393155-46396628	ENSG00000160256	FAM207A	85395	protein_coding
A_23_P135190	chr9:135974093-135974034	ENSG00000160271	RALGDS	5900	protein_coding
A_23_P135184	chr9:135973271-135973212	ENSG00000160271	RALGDS	5900	protein_coding
A_23_P91552	chr21:47557190-47556966	ENSG00000160282	FTCD	10841	protein_coding
A_23_P371765	chr21:47581854-47581585	ENSG00000160284	SPATC1L	84221	protein_coding
A_24_P110799	chr21:47609358-47609299	ENSG00000160285	LSS	4047	protein_coding
A_23_P211252	chr21:47608626-47608567	ENSG00000160285	LSS	4047	protein_coding
A_24_P162211	chr21:47608646-47608587	ENSG00000160285	LSS	4047	protein_coding
A_24_P384839	chr21:47609102-47609043	ENSG00000160285	LSS	4047	protein_coding
A_23_P146468	chr9:136629212-136629153	ENSG00000160293	VAV2	7410	protein_coding
A_24_P84419	chr9:136627526-136627467	ENSG00000160293	VAV2	7410	protein_coding
A_23_P120744	chr21:47656825-47656766	ENSG00000160294	MCM3AP	8888	protein_coding
A_23_P132139	chr21:47731417-47722479	ENSG00000160298	C21orf58	54058	protein_coding
A_23_P132138	chr21:47720485-47720426	ENSG00000160298	C21orf58	54058	protein_coding
A_32_P12282	chr21:047859087-047859028	ENSG00000160299	PCNT	5116	protein_coding
A_23_P57347	chr21:47865390-47865449	ENSG00000160299	PCNT	5116	protein_coding
A_24_P8350	chr21:47783419-47783478	ENSG00000160299	PCNT	5116	protein_coding
A_24_P7179	chr21:47961742-47961801	ENSG00000160305	DIP2A	23181	protein_coding
A_23_P68752	chr21:47986475-47986534	ENSG00000160305	DIP2A	23181	protein_coding
A_23_P143526	chr21:48019158-48019099	ENSG00000160307	S100B	6285	protein_coding
A_24_P151498	chr21:48064366-48068394	ENSG00000160310	PRMT2	3275	protein_coding
A_23_P211244	chr21:48080822-48081718	ENSG00000160310	PRMT2	3275	protein_coding
A_23_P211247	chr21:48084226-48084285	ENSG00000160310	PRMT2	3275	protein_coding
A_23_P80156	chr21:48078756-48078815	ENSG00000160310	PRMT2	3275	protein_coding
A_23_P374902	chr19:51870797-51870738	ENSG00000160318	CLDND2	125875	protein_coding
A_24_P938015	chr19:22156485-22156426	ENSG00000160321	ZNF208	7757	protein_coding
A_23_P165239	chr19:22154324-22154265	ENSG00000160321	ZNF208	7757	protein_coding
A_24_P923832	chr9:136307536-136307595	ENSG00000160323	ADAMTS13	11093	protein_coding
A_24_P172304	chr9:136314978-136315037	ENSG00000160323	ADAMTS13	11093	protein_coding
A_23_P393645	chr9:136324399-136324458	ENSG00000160323	ADAMTS13	11093	protein_coding
A_23_P123692	chr9:136335390-136335449	ENSG00000160325	CACFD1	11094	protein_coding
A_23_P169249	chr9:136336934-136336875	ENSG00000160326	SLC2A6	11182	protein_coding
A_24_P332683	chr19:53958898-53958957	ENSG00000160336	ZNF761	388561	protein_coding
A_24_P941487	chr19:53960813-53960872	ENSG00000160336	ZNF761	388561	protein_coding
A_23_P216756	chr9:137779164-137779223	ENSG00000160339	FCN2	2220	protein_coding
A_23_P501732	chr9:137778329-137778388	ENSG00000160339	FCN2	2220	protein_coding
A_23_P422115	chr9:138387180-138387121	ENSG00000160345	C9orf116	138162	protein_coding
A_23_P123714	chr9:138416742-138417001	ENSG00000160349	LCN1	3933	protein_coding
A_23_P50825	chr19:21300269-21300328	ENSG00000160352	ZNF714	148206	protein_coding
A_24_P19268	chr19:21300714-21300773	ENSG00000160352	ZNF714	148206	protein_coding
A_23_P50834	chr19:21300439-21300498	ENSG00000160352	ZNF714	148206	protein_coding
A_32_P215938	chr9:139253964-139254023	ENSG00000160360	GPSM1	26086	protein_coding
A_23_P340296	chr9:139235937-139235996	ENSG00000160360	GPSM1	26086	protein_coding
A_32_P505133	chr19:40828060-40828001	ENSG00000160392	C19orf47	126526	protein_coding
A_23_P329945	chr19:40885410-40885351	ENSG00000160396	HIPK4	147746	protein_coding
A_23_P50320	chr19:040885991-040885932	ENSG00000160396	HIPK4	147746	protein_coding
A_24_P229638	chr9:130476181-130476240	ENSG00000160401	CFAP157	286207	protein_coding
A_24_P192556	chr9:130495629-130495570	ENSG00000160404	TOR2A	27433	protein_coding
A_23_P60534	chr9:130493953-130493894	ENSG00000160404	TOR2A	27433	protein_coding
A_23_P315892	chr9:130648124-130648065	ENSG00000160408	ST6GALNAC6	30815	protein_coding
A_23_P130553	chr19:41092832-41094570	ENSG00000160410	SHKBP1	92799	protein_coding
A_23_P39185	chr19:55556622-55556563	ENSG00000160439	RDH13	112724	protein_coding
A_24_P170826	chr9:131492441-131492382	ENSG00000160445	ZER1	10444	protein_coding
A_23_P146631	chr9:131503071-131502360	ENSG00000160445	ZER1	10444	protein_coding
A_23_P158007	chr9:131484026-131483967	ENSG00000160446	ZDHHC12	84885	protein_coding
A_23_P258982	chr9:131482104-131482244	ENSG00000160447	PKN3	29941	protein_coding
A_24_P238420	chr19:41063132-41063191	ENSG00000160460	SPTBN4	57731	protein_coding
A_24_P293114	chr19:41082026-41082085	ENSG00000160460	SPTBN4	57731	protein_coding
A_23_P89973	chr19:55823620-55823679	ENSG00000160469	BRSK1	84446	protein_coding
A_23_P78571	chr19:55862167-55862108	ENSG00000160471	COX6B2	125965	protein_coding
A_24_P267523	chr19:55861137-55861078	ENSG00000160471	COX6B2	125965	protein_coding
A_23_P107775	chr19:55889366-55889425	ENSG00000160472	TMEM190	147744	protein_coding
A_24_P870176	chr19:56392736-56392677	ENSG00000160505	NLRP4	147945	protein_coding
A_23_P164966	chr19:56379118-56379177	ENSG00000160505	NLRP4	147945	protein_coding
A_23_P157736	chr9:134184578-134184637	ENSG00000160539	PLPP7	84814	protein_coding
A_32_P127105	chr17:27878667-27878726	ENSG00000160551	TAOK1	57551	protein_coding
A_24_P490857	chr17:27877885-27877944	ENSG00000160551	TAOK1	57551	protein_coding
A_23_P38457	chr17:27871269-27871328	ENSG00000160551	TAOK1	57551	protein_coding
A_24_P937445	chr17:27841311-27841370	ENSG00000160551	TAOK1	57551	protein_coding
A_24_P854964	chr17:27874877-27874936	ENSG00000160551	TAOK1	57551	protein_coding
A_23_P301877	chr9:134889828-134889769	ENSG00000160563	MED27	9442	protein_coding
A_24_P207479	chr19:42703180-42703121	ENSG00000160570	DEDD2	162989	protein_coding
A_24_P329924	chr11:116714247-116714188	ENSG00000160584	SIK3	23387	protein_coding
A_24_P34066	chr11:116727762-116727703	ENSG00000160584	SIK3	23387	protein_coding
A_24_P347067	chr11:116717216-116717157	ENSG00000160584	SIK3	23387	protein_coding
A_24_P270033	chr11:118097483-118097424	ENSG00000160588	MPZL3	196264	protein_coding
A_23_P1759	chr11:118071191-118068750	ENSG00000160593	JAML	120425	protein_coding
A_24_P192914	chr11:118064748-118064689	ENSG00000160593	JAML	120425	protein_coding
A_23_P152873	chr17:27065231-27065715	ENSG00000160602	NEK8	284086	protein_coding
A_24_P99639	chr17:27068002-27068153	ENSG00000160602	NEK8	284086	protein_coding
A_23_P420417	chr17:27051715-27051656	ENSG00000160606	TLCD1	116238	protein_coding
A_23_P64214	chr11:117077873-117077814	ENSG00000160613	PCSK7	9159	protein_coding
A_24_P398370	chr11:117075427-117075368	ENSG00000160613	PCSK7	9159	protein_coding
A_23_P203095	chr11:117077833-117077506	ENSG00000160613	PCSK7	9159	protein_coding
A_32_P66974	chr11:117076257-117076198	ENSG00000160613	PCSK7	9159	protein_coding
A_32_P164649	chr19:5623396-5626465	ENSG00000160633	SAFB	6294	protein_coding
A_23_P208446	chr19:5667426-5667854	ENSG00000160633	SAFB	6294	protein_coding
A_23_P98410	chr11:118223931-118223990	ENSG00000160654	CD3G	917	protein_coding
A_23_P383227	chr1:153604276-153604335	ENSG00000160678	S100A1	6271	protein_coding
A_23_P201726	chr1:153618402-153618461	ENSG00000160679	CHTOP	26097	protein_coding
A_23_P138253	chr1:153617779-153617838	ENSG00000160679	CHTOP	26097	protein_coding
A_24_P265539	chr1:153617655-153617714	ENSG00000160679	CHTOP	26097	protein_coding
A_24_P252945	chr11:118766856-118766915	ENSG00000160683	CXCR5	643	protein_coding
A_23_P203215	chr11:118765024-118765083	ENSG00000160683	CXCR5	643	protein_coding
A_24_P19884	chr1:154990694-154990753	ENSG00000160685	ZBTB7B	51043	protein_coding
A_23_P11729	chr1:154989305-154989364	ENSG00000160685	ZBTB7B	51043	protein_coding
A_32_P6917	chr1:154956514-154960611	ENSG00000160688	FLAD1	80308	protein_coding
A_23_P34527	chr1:154961130-154961189	ENSG00000160688	FLAD1	80308	protein_coding
A_32_P318086	chr1:154962701-154962841	ENSG00000160688	FLAD1	80308	protein_coding
A_24_P68585	chr1:154938644-154938501	ENSG00000160691	SHC1	6464	protein_coding
A_23_P200443	chr1:154935140-154935081	ENSG00000160691	SHC1	6464	protein_coding
A_24_P329939	chr11:118949879-118949938	ENSG00000160695	VPS11	55823	protein_coding
A_23_P150403	chr11:118951994-118952197	ENSG00000160695	VPS11	55823	protein_coding
A_24_P244356	chr11:119054656-119054715	ENSG00000160703	NLRX1	79671	protein_coding
A_23_P200439	chr1:154557286-154557227	ENSG00000160710	ADAR	103	protein_coding
A_32_P77178	chr1:154555461-154555520	ENSG00000160710	ADAR	103	protein_coding
A_24_P915522	chr1:154597604-154597545	ENSG00000160710	ADAR	103	protein_coding
A_24_P362317	chr1:154554789-154554730	ENSG00000160710	ADAR	103	protein_coding
A_24_P918592	chr1:154578868-154578927	ENSG00000160710	ADAR	103	protein_coding
A_24_P379413	chr1:154438916-154438975	ENSG00000160712	IL6R	3570	protein_coding
A_23_P97423	chr1:154521395-154521336	ENSG00000160714	UBE2Q1	55585	protein_coding
A_23_P86037	chr1:154524929-154524650	ENSG00000160714	UBE2Q1	55585	protein_coding
A_24_P388003	chr1:154552313-154552372	ENSG00000160716	CHRNB2	1141	protein_coding
A_23_P368624	chr1:154549021-154549080	ENSG00000160716	CHRNB2	1141	protein_coding
A_23_P12173	chr1:153920247-153920188	ENSG00000160741	CRTC2	200186	protein_coding
A_23_P12178	chr1:153920490-153920431	ENSG00000160741	CRTC2	200186	protein_coding
A_24_P924589	chr3:043473981-043473922	ENSG00000160746	ANO10	55129	protein_coding
A_23_P6688	chr3:43596818-43591330	ENSG00000160746	ANO10	55129	protein_coding
A_24_P114183	chr1:155290269-155290328	ENSG00000160752	FDPS	2224	protein_coding
A_24_P2948	chr1:155296915-155297991	ENSG00000160753	RUSC1	23623	protein_coding
A_32_P512061	chr1:155184923-155184864	ENSG00000160766	GBAP1	2630	transcribed_unprocessed_pseudogene
A_23_P63101	chr1:155217083-155217024	ENSG00000160767	FAM189B	10712	protein_coding
A_23_P103690	chr1:155217344-155217285	ENSG00000160767	FAM189B	10712	protein_coding
A_23_P97283	chr1:156213417-156213358	ENSG00000160781	PAQR6	79957	protein_coding
A_23_P635	chr1:156209462-156209521	ENSG00000160783	PMF1	11243	protein_coding
A_24_P400473	chr1:156182353-156182412	ENSG00000160785	SLC25A44	9673	protein_coding
A_24_P316454	chr1:156080900-156080959	ENSG00000160789	LMNA	4000	protein_coding
A_24_P162718	chr1:156106778-156106921	ENSG00000160789	LMNA	4000	protein_coding
A_23_P34835	chr1:156107471-156107530	ENSG00000160789	LMNA	4000	protein_coding
A_23_P412321	chr3:46417558-46417617	ENSG00000160791	CCR5	1234	protein_coding
A_24_P272160	chr3:47033407-47035456	ENSG00000160796	NBEAL2	23218	protein_coding
A_23_P409168	chr3:47050011-47050070	ENSG00000160796	NBEAL2	23218	protein_coding
A_23_P372334	chr3:46963448-46963389	ENSG00000160799	CCDC12	151903	protein_coding
A_23_P167030	chr3:46944115-46944255	ENSG00000160801	PTH1R	5745	protein_coding
A_23_P201059	chr1:156006240-156006181	ENSG00000160803	UBQLN4	56893	protein_coding
A_24_P131646	chr3:46902307-46902248	ENSG00000160808	MYL3	4634	protein_coding
A_23_P155638	chr3:46901136-46901077	ENSG00000160808	MYL3	4634	protein_coding
A_23_P82299	chr7:100032975-100032916	ENSG00000160813	PPP1R35	221908	protein_coding
A_23_P97265	chr1:156564382-156564323	ENSG00000160818	GPATCH4	54865	protein_coding
A_23_P137837	chr1:156567861-156567920	ENSG00000160818	GPATCH4	54865	protein_coding
A_23_P374919	chr1:156902248-156902307	ENSG00000160838	LRRC71	149499	protein_coding
A_23_P327777	chr7:99798878-99798819	ENSG00000160844	NA	NA	NA
A_23_P103803	chr1:157648742-157648598	ENSG00000160856	FCRL3	115352	protein_coding
A_23_P358438	chr1:157648183-157648124	ENSG00000160856	FCRL3	115352	protein_coding
A_23_P71270	chr7:99564778-99564719	ENSG00000160862	AZGP1	563	protein_coding
A_32_P228625	chr7:99565970-99566029	ENSG00000160862	AZGP1	563	protein_coding
A_23_P71268	chr7:99564563-99564504	ENSG00000160862	AZGP1	563	protein_coding
A_23_P92754	chr5:176523121-176523180	ENSG00000160867	FGFR4	2264	protein_coding
A_24_P389251	chr7:99355846-99355787	ENSG00000160868	CYP3A4	1576	protein_coding
A_23_P358917	chr7:99303096-99303037	ENSG00000160870	CYP3A7	1551	protein_coding
A_24_P915007	chr19:13251892-13251951	ENSG00000160877	NACC1	112939	protein_coding
A_24_P271285	chr19:13249965-13250024	ENSG00000160877	NACC1	112939	protein_coding
A_23_P142518	chr19:13249059-13249118	ENSG00000160877	NACC1	112939	protein_coding
A_23_P168928	chr8:143955860-143955801	ENSG00000160882	CYP11B1	1584	protein_coding
A_24_P329424	chr8:143954773-143954714	ENSG00000160882	CYP11B1	1584	protein_coding
A_24_P37962	chr5:176308757-176308698	ENSG00000160883	HK3	3101	protein_coding
A_23_P213584	chr5:176311064-176310836	ENSG00000160883	HK3	3101	protein_coding
A_23_P397285	chr8:143785452-143785511	ENSG00000160886	LY6K	54742	protein_coding
A_23_P153905	chr19:13265649-13265708	ENSG00000160888	IER2	9592	protein_coding
A_32_P450879	chr19:13265085-13265026	ENSG00000160888	IER2	9592	protein_coding
A_32_P36235	chr19:13265586-13265645	ENSG00000160888	IER2	9592	protein_coding
A_23_P157416	chr7:99091344-99091285	ENSG00000160908	ZNF394	84124	protein_coding
A_23_P42997	chr7:99054694-99054753	ENSG00000160917	CPSF4	10898	protein_coding
A_24_P317762	chr8:144102816-144103007	ENSG00000160932	LY6E	4061	protein_coding
A_23_P31903	chr8:145649073-145649014	ENSG00000160948	VPS28	51160	protein_coding
A_23_P216355	chr8:145657715-145656523	ENSG00000160949	TONSL	4796	protein_coding
A_23_P4808	chr19:14584264-14584205	ENSG00000160951	PTGER1	5731	protein_coding
A_24_P487877	chr19:1372432-1372373	ENSG00000160953	PWWP3A	84939	protein_coding
A_23_P400217	chr19:1376803-1376862	ENSG00000160953	PWWP3A	84939	protein_coding
A_24_P194755	chr19:1360531-1360590	ENSG00000160953	PWWP3A	84939	protein_coding
A_23_P208961	chr19:1378272-1378331	ENSG00000160953	PWWP3A	84939	protein_coding
A_23_P71558	chr8:145736922-145736863	ENSG00000160957	RECQL4	9401	protein_coding
A_23_P134946	chr8:145747153-145747212	ENSG00000160959	LRRC14	9684	protein_coding
A_24_P363745	chr8:145750486-145750545	ENSG00000160959	LRRC14	9684	protein_coding
A_23_P5221	chr19:14831167-14831226	ENSG00000160961	ZNF333	84449	protein_coding
A_24_P10715	chr19:14832155-14832214	ENSG00000160961	ZNF333	84449	protein_coding
A_24_P384909	chr7:101092691-101092750	ENSG00000160963	COL26A1	136227	protein_coding
A_24_P920629	chr7:101201801-101201742	ENSG00000160963	COL26A1	136227	protein_coding
A_23_P134627	chr7:101188755-101190479	ENSG00000160963	COL26A1	136227	protein_coding
A_23_P157715	chr8:145727444-145727503	ENSG00000160972	PPP1R16A	84988	protein_coding
A_24_P9605	chr8:145726971-145727030	ENSG00000160972	PPP1R16A	84988	protein_coding
A_23_P82959	chr8:145699649-145699590	ENSG00000160973	FOXH1	8928	protein_coding
A_24_P329353	chr7:102088213-102088272	ENSG00000160991	ORAI2	80228	protein_coding
A_24_P337867	chr7:102079499-102079558	ENSG00000160991	ORAI2	80228	protein_coding
A_23_P70915	chr7:102088835-102088894	ENSG00000160991	ORAI2	80228	protein_coding
A_23_P255523	chr7:102097656-102097597	ENSG00000160993	ALKBH4	54784	protein_coding
A_32_P503113	chr19:15132323-15132478	ENSG00000160994	CCDC105	126402	protein_coding
A_23_P59507	chr7:101960847-101960906	ENSG00000160999	SH2B2	10603	protein_coding
A_32_P162520	chr7:101961870-101961811	ENSG00000160999	SH2B2	10603	protein_coding
A_23_P58604	chr5:179264431-179264372	ENSG00000161010	MRNIP	51149	protein_coding
A_24_P363087	chr5:179264479-179264420	ENSG00000161010	MRNIP	51149	protein_coding
A_23_P81399	chr5:179263709-179263768	ENSG00000161011	SQSTM1	8878	protein_coding
A_24_P612020	chr5:179240937-179240996	ENSG00000161011	SQSTM1	8878	protein_coding
A_24_P857430	unmapped	ENSG00000161011	SQSTM1	8878	protein_coding
A_24_P29260	chr5:179226236-179226096	ENSG00000161013	MGAT4B	11282	protein_coding
A_32_P127036	chr8:146015767-146015826	ENSG00000161016	RPL8	6132	protein_coding
A_23_P31654	chr8:146015752-146015301	ENSG00000161016	RPL8	6132	protein_coding
A_23_P252250	chr5:179205260-179205319	ENSG00000161021	MAML1	9794	protein_coding
A_24_P380183	chr5:179205153-179205212	ENSG00000161021	MAML1	9794	protein_coding
A_24_P311694	chr5:179204179-179204238	ENSG00000161021	MAML1	9794	protein_coding
A_23_P110606	chr5:179203516-179203575	ENSG00000161021	MAML1	9794	protein_coding
A_23_P67669	chr19:15582754-15580735	ENSG00000161031	PGLYRP2	114770	protein_coding
A_23_P360874	chr7:102113497-102113556	ENSG00000161036	LRWD1	222229	protein_coding
A_24_P751008	chr7:102478326-102478385	ENSG00000161040	FBXL13	222235	protein_coding
A_23_P379071	chr7:102462615-102462556	ENSG00000161040	FBXL13	222235	protein_coding
A_24_P923395	chr7:102742389-102742448	ENSG00000161048	NAPEPLD	222236	protein_coding
A_32_P105637	chr7:102760043-102755582	ENSG00000161048	NAPEPLD	222236	protein_coding
A_32_P117170	chr7:102740667-102740608	ENSG00000161048	NAPEPLD	222236	protein_coding
A_23_P30217	chr5:180017604-180017200	ENSG00000161055	SCGB3A1	92304	protein_coding
A_23_P304287	chr7:103007997-103008056	ENSG00000161057	PSMC2	5701	protein_coding
A_23_P60775	chr19:3290282-3290341	ENSG00000161082	CELF5	60680	protein_coding
A_24_P153448	chr19:3539132-3539073	ENSG00000161091	MFSD12	126321	protein_coding
A_23_P345139	chr19:3544473-3544414	ENSG00000161091	MFSD12	126321	protein_coding
A_23_P218523	chr19:3538383-3538324	ENSG00000161091	MFSD12	126321	protein_coding
A_32_P107983	chr22:21649857-21649921	ENSG00000161103	AC008132.1	102725072	transcribed_processed_pseudogene
A_24_P316331	chr22:20298885-20298944	ENSG00000161132	AC007663.1	NA	unprocessed_pseudogene
A_24_P83758	chr22:20295416-20295475	ENSG00000161132	AC007663.1	NA	unprocessed_pseudogene
A_24_P144625	chr22:020710536-020710595	ENSG00000161133	USP41	373856	protein_coding
A_32_P54553	chr22:20723843-20723784	ENSG00000161133	USP41	373856	protein_coding
A_24_P259154	chr22:21363547-21363488	ENSG00000161149	TUBA3FP	NA	lncRNA
A_24_P92367	chr22:21982583-21982524	ENSG00000161179	YDJC	150223	protein_coding
A_23_P342108	chr22:21991531-21991590	ENSG00000161180	CCDC116	164592	protein_coding
A_24_P291588	chr3:183890582-183890641	ENSG00000161202	DVL3	1857	protein_coding
A_23_P218884	chr3:183890919-183890978	ENSG00000161202	DVL3	1857	protein_coding
A_24_P283000	chr3:183885477-183885722	ENSG00000161202	DVL3	1857	protein_coding
A_23_P155624	chr3:183899778-183901271	ENSG00000161203	AP2M1	1173	protein_coding
A_24_P251688	chr3:183911585-183911644	ENSG00000161204	ABCF3	55324	protein_coding
A_24_P941245	chr3:195963353-195963412	ENSG00000161217	PCYT1A	5130	protein_coding
A_23_P252681	chr3:195968959-195968900	ENSG00000161217	PCYT1A	5130	protein_coding
A_24_P106057	chr3:195961711-195961652	ENSG00000161217	PCYT1A	5130	protein_coding
A_24_P113264	chr19:39515617-39515558	ENSG00000161243	FBXO27	126433	protein_coding
A_23_P320261	chr19:35988194-35988135	ENSG00000161249	DMKN	93099	protein_coding
A_24_P127950	chr19:36233991-36233932	ENSG00000161265	U2AF1L4	199746	protein_coding
A_23_P326296	chr19:36235296-36235237	ENSG00000161265	U2AF1L4	199746	protein_coding
A_23_P29754	chr3:197238815-197238756	ENSG00000161267	BDH1	622	protein_coding
A_32_P8732	chr3:197268763-197268704	ENSG00000161267	BDH1	622	protein_coding
A_32_P121640	chr19:36343348-36343289	ENSG00000161270	NPHS1	4868	protein_coding
A_23_P5200	chr19:36317252-36317193	ENSG00000161270	NPHS1	4868	protein_coding
A_24_P643391	chr19:036343337-036343396	ENSG00000161270	NPHS1	4868	protein_coding
A_32_P13555	chr19:36316660-36316601	ENSG00000161270	NPHS1	4868	protein_coding
A_24_P296907	chr19:36526357-36526298	ENSG00000161277	THAP8	199745	protein_coding
A_23_P433820	chr19:36526003-36525944	ENSG00000161277	THAP8	199745	protein_coding
A_23_P67661	chr19:36642437-36642378	ENSG00000161281	COX7A1	1346	protein_coding
A_23_P16354	chr19:37118399-37118458	ENSG00000161298	ZNF382	84911	protein_coding
A_23_P207537	chr17:35873238-35873297	ENSG00000161326	NA	NA	NA
A_23_P368996	chr11:554830-554889	ENSG00000161328	LRRC56	115399	protein_coding
A_32_P208823	chr17:37220029-37219970	ENSG00000161381	PLXDC1	57125	protein_coding
A_23_P3911	chr17:37223475-37223416	ENSG00000161381	PLXDC1	57125	protein_coding
A_23_P207077	chr17:37827363-37827354	ENSG00000161395	PGAP3	93210	protein_coding
A_24_P275828	chr17:37827599-37827540	ENSG00000161395	PGAP3	93210	protein_coding
A_23_P376060	chr17:37921970-37921911	ENSG00000161405	IKZF3	22806	protein_coding
A_24_P25530	chr17:72843463-72843017	ENSG00000161509	GRIN2C	2905	protein_coding
A_32_P37943	chr17:072839369-072839428	ENSG00000161509	GRIN2C	2905	protein_coding
A_23_P49546	chr17:72838263-72838204	ENSG00000161509	GRIN2C	2905	protein_coding
A_23_P38154	chr17:72858709-72858650	ENSG00000161513	FDXR	2232	protein_coding
A_24_P304987	chr17:73703670-73703729	ENSG00000161526	SAP30BP	29115	protein_coding
A_23_P54953	chr17:73698564-73698623	ENSG00000161526	SAP30BP	29115	protein_coding
A_23_P77761	chr17:73944469-73944410	ENSG00000161533	ACOX1	51	protein_coding
A_24_P935889	chr17:73940595-73940536	ENSG00000161533	ACOX1	51	protein_coding
A_23_P206945	chr17:73942065-73942006	ENSG00000161533	ACOX1	51	protein_coding
A_23_P15305	chr17:74307297-74307238	ENSG00000161542	PRPSAP1	5635	protein_coding
A_23_P338981	chr17:74527574-74527198	ENSG00000161544	CYGB	114757	protein_coding
A_23_P77776	chr17:74730660-74730601	ENSG00000161547	SRSF2	6427	protein_coding
A_23_P309207	chr19:52375475-52375416	ENSG00000161551	ZNF577	84765	protein_coding
A_23_P208198	chr19:52359174-52359115	ENSG00000161551	ZNF577	84765	protein_coding
A_24_P348173	chr19:48866588-48863422	ENSG00000161558	TMEM143	55260	protein_coding
A_24_P412976	chr19:48835676-48835617	ENSG00000161558	TMEM143	55260	protein_coding
A_23_P152838	chr17:34199391-34199332	ENSG00000161570	NA	NA	NA
A_23_P130056	chr17:34264798-34263815	ENSG00000161572	NA	NA	NA
A_23_P207582	chr17:34304606-34304547	ENSG00000161573	NA	NA	NA
A_23_P27128	chr17:40003625-40004206	ENSG00000161594	KLHL10	317719	protein_coding
A_23_P431284	chr19:49921122-49921181	ENSG00000161609	KASH5	147872	protein_coding
A_23_P129989	chr17:40336170-40336111	ENSG00000161610	HCRT	3060	protein_coding
A_24_P5743	chr19:49972198-49973576	ENSG00000161618	ALDH16A1	126133	protein_coding
A_23_P50472	chr19:49973701-49973760	ENSG00000161618	ALDH16A1	126133	protein_coding
A_23_P76218	chr12:55038504-55038445	ENSG00000161634	DCD	117159	protein_coding
A_23_P36562	chr12:54789715-54789656	ENSG00000161638	ITGA5	3678	protein_coding
A_23_P119322	chr19:50452615-50452556	ENSG00000161640	SIGLEC11	114132	protein_coding
A_24_P339560	chr19:50453258-50453199	ENSG00000161640	SIGLEC11	114132	protein_coding
A_24_P403734	chr12:54763054-54762995	ENSG00000161642	ZNF385A	25946	protein_coding
A_23_P141345	chr17:41878935-41878876	ENSG00000161647	MPP3	4356	protein_coding
A_23_P141346	chr17:41878975-41878916	ENSG00000161647	MPP3	4356	protein_coding
A_23_P38304	chr17:41926188-41926247	ENSG00000161649	CD300LG	146894	protein_coding
A_24_P305050	chr17:41940197-41940256	ENSG00000161649	CD300LG	146894	protein_coding
A_23_P101521	chr19:50657886-50655879	ENSG00000161652	IZUMO2	126123	protein_coding
A_23_P405794	chr17:42085117-42085850	ENSG00000161653	NAGS	162417	protein_coding
A_32_P32739	chr17:42086302-42086361	ENSG00000161653	NAGS	162417	protein_coding
A_23_P406187	chr17:42086324-42086383	ENSG00000161653	NAGS	162417	protein_coding
A_32_P91156	chr17:042112887-042112946	ENSG00000161654	LSM12	124801	protein_coding
